date,original_plan_cost_yuan,final_non_emergency_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_purchase_kwh,remaining_energy_kwh,terminal_soc_kwh
2025-09-09,33900.05235739174,33900.05235739174,16308.488788032168,50208.54114542391,4182.397376569987,1665.9794881137846,1200.0
2025-09-10,39923.474180549456,40673.156228308406,17608.604549026655,58281.76077733506,4660.315552038058,3336.625607726232,1200.0
2025-09-11,37567.49388164285,36370.293055449496,19382.02903573486,55752.32209118435,5337.069777948658,3741.447767515118,1200.0
2025-09-12,16683.530997158578,16683.530997158578,5813.582658332046,22497.113655490622,2130.388699239149,17980.425918769208,1200.0
2025-09-13,15532.687558964106,15532.687558964106,12797.718420798146,28330.40597976225,3575.4943813356945,21718.407642392445,1207.334149461534
2025-09-14,41290.83358471726,40472.94353206563,16696.25558156244,57169.19911362806,4381.006846727187,4844.796665686155,1200.0
2025-09-15,38322.75786100347,38564.28902957093,10367.2486939423,48931.53772351323,2705.550773340618,4200.021802565075,1222.0084022735548
2025-09-16,42529.208506117895,41758.03242270075,8536.77707206492,50294.80949476567,2206.702916641969,4602.203588799006,1200.0
2025-09-17,42554.69270077296,42595.87862808469,9261.107738696843,51856.98636678153,2506.9847324749335,4651.052665582429,1200.0
2025-09-18,36441.70311669439,39643.74783550314,11374.117188564009,51017.86502406715,2708.3650859927607,1491.2252225517902,1217.4173667305697
2025-09-19,17234.558088907143,17234.558088907143,6557.1042176957235,23791.662306602866,1803.099470664722,14178.114516108413,1200.0
2025-09-20,18084.37263877981,18084.37263877981,12124.625427443507,30208.998066223314,3083.0166239483183,17092.90084161708,1200.0
2025-09-21,39910.41924898275,41441.98006437943,9509.340525079195,50951.32058945862,2222.0827765228387,6312.179211646553,1204.1775231486265
2025-09-22,45468.77500860152,43691.040168645275,7089.65312156637,50780.693290211646,2162.1337402677705,3063.6347638751818,1216.4248593942766
2025-09-23,43427.86923661031,45053.785692902165,8695.8179470649,53749.60363996706,1939.4138309415412,6524.389091809626,1271.5142087117504
2025-09-24,39926.25978970276,43681.29394443117,7562.193937909122,51243.48788234029,2101.1980942229234,3927.858262411202,1200.0
2025-09-25,42866.69744849525,44036.58999489325,7889.4793377577325,51926.069332650986,2271.1409956778803,6809.043626755858,1200.0
2025-09-26,17983.3437112404,17751.118069521417,2606.1871567553944,20357.30522627681,1022.3729468628134,11861.316087675066,1200.0
2025-09-27,18484.718400298956,18484.718400298956,10330.503843026032,28815.222243324988,2851.105211861046,15492.495726640675,1200.0
2025-09-28,42069.17539820329,44456.773962811996,9086.980607764954,53543.75457057695,2455.513595501011,4554.012105314725,1200.0
2025-09-29,44743.294115210054,44743.294115210054,7092.01474022244,51835.30885543249,1907.3576164976064,5947.410004370601,1200.0
2025-09-30,44659.6106727539,47750.36905669479,4536.144933898988,52286.513990593776,1154.1099854137237,4263.010910585398,1200.0
2025-10-01,37875.40823088553,39247.848408994,1152.771414263149,40400.61982325715,486.91923383011505,6862.232438295605,1933.206445578387
2025-10-02,46100.58629213619,43201.330291286155,3531.6458518648074,46732.97614315096,1069.9469077855044,9952.453713300893,1744.8112192226986
2025-10-03,16588.119354262974,16588.119354262974,2326.9481066351245,18915.067460898095,840.2796233050553,20154.06518932035,1995.644674769489
2025-10-04,17556.053472863776,17556.053472863776,3832.7931650369815,21388.84663790076,1163.2088080698734,17294.43276683617,2057.734568849189
2025-10-05,44632.74997610879,43886.05785227359,3091.0934252909824,46977.15127756457,1029.7361516002225,8550.012986663087,1669.00185761635
2025-10-06,38565.80542439039,44612.71150110727,1353.3161805284467,45966.027681635715,447.02683976153077,6309.884644297945,1538.655561777078
2025-10-07,40291.13781105022,44054.821358288296,941.9105453589973,44996.7319036473,327.45366250201147,5831.19166044436,2130.9286512429635
2025-10-08,36122.36533579484,37712.63556769716,10925.768617245929,48638.40418494309,2431.549549344595,3099.8251764239335,1200.0
2025-10-09,42871.545290092894,41454.25132879605,15753.989808630547,57208.241137426594,3474.0321097795854,7361.966740469315,1200.0
2025-10-10,17555.937042696747,17555.937042696747,6247.962269977856,23803.8993126746,1689.2350110281964,22463.945457228623,1200.0
2025-10-11,16628.047543344575,16628.047543344575,7041.2365780980745,23669.28412144265,1584.6744413731326,16615.09425286919,1200.0
2025-10-12,39489.916144683746,39489.916144683746,18117.67208289648,57607.58822758023,4130.5630485608235,6833.284944673298,1200.0
2025-10-13,43643.0810342174,43611.737795787834,7381.90095964818,50993.63875543601,1689.25771997014,6885.533928774149,1218.56977771956
2025-10-14,44571.76620742836,45149.47538797963,9328.178123084626,54477.65351106426,2139.072593632831,7213.711425849529,1200.0
2025-10-15,45127.70902329384,46056.09533973419,9250.30782702213,55306.40316675632,2239.004035112951,8641.764347763416,1200.0
2025-10-16,41888.931540963895,45279.16806119957,11845.237348015624,57124.40540921519,2896.2815417790803,6962.880047260586,1200.0
2025-10-17,16404.296874995784,17793.259453907896,2456.8692726416225,20250.12872654952,601.7471723646469,14484.729869875602,1200.0
2025-10-18,17992.851653427562,18295.620857426584,4613.488366468651,22909.109223895237,1336.8479245827994,15638.600715129623,1200.0
2025-10-19,41352.838886508565,42680.572931301365,12890.767361122927,55571.34029242429,3198.825670376809,2337.070526559415,1200.0
2025-10-20,47751.299977555136,47751.299977555136,4321.235711261421,52072.535688816555,1014.3449543505386,8792.073781721017,1200.0
2025-10-21,48419.62323383481,49153.78339600359,4892.430881149814,54046.21427715341,1174.5338878871,7543.473820392329,1200.0
2025-10-22,43358.351935551626,50423.443629271285,9221.803829629325,59645.24745890061,2064.503549427699,8027.149408203634,1200.0
2025-10-23,51905.62897491607,49891.67003703854,9653.789928154378,59545.45996519292,2378.931325594437,8058.382756879935,1200.0
2025-10-24,18034.656806597653,20142.325785897207,3592.8758202770346,23735.20160617424,901.6790605400662,15478.192149146518,1200.0
2025-10-25,17892.335414162248,17892.335414162248,8096.320687431332,25988.65610159358,2036.7178176986401,14021.05222525083,1200.0
2025-10-26,46903.8251799547,48201.88261691841,9569.809864901488,57771.6924818199,2286.726338412685,7316.32844333134,1200.0
2025-10-27,44247.98013230713,48291.063366979775,2172.3426675300225,50463.406034509804,563.4184907769647,7813.046298770491,1225.729903295467
2025-10-28,42693.14193213329,49934.179208150344,5344.841172909732,55279.02038106008,1197.118910440611,7225.615620949456,1200.0
2025-10-29,50921.98254055373,53456.98140680596,5580.866303129914,59037.847709935864,1222.50931874778,10432.075179770258,1200.0
2025-10-30,43288.45560652974,45682.15066702306,10447.012135607267,56129.16280263032,2499.220083506174,4950.60394310365,1200.0
2025-10-31,21031.51412990193,20976.893887879567,2247.9028656065557,23224.796753486124,629.2779576579446,11486.950437424735,1200.0
2025-11-01,18405.655587172027,20572.37719559507,5425.543190293885,25997.920385888952,1619.397605191685,12905.286491673118,1200.0
2025-11-02,47816.30125089139,53116.24722401575,10294.85242087422,63411.09964488997,2209.9314389933006,10664.529371691733,1214.2067319265211
2025-11-03,52953.128624233526,51923.18950732648,3273.3309060035276,55196.52041333001,748.1748600827617,8255.401617186842,1200.0
2025-11-04,47821.91021997254,50613.14952249464,4294.247431314208,54907.39695380885,852.6419363983972,7658.476608240223,1200.0
2025-11-05,52662.938682748616,52546.79377692592,4694.352227417333,57241.14600434325,1079.6794187967166,9123.114231125017,1256.2578163557866
2025-11-06,51511.39813042254,55707.74645987219,7604.984084511278,63312.73054438347,1671.3472441637134,11410.290695637019,1217.4173667305693
2025-11-07,19184.574969469508,20966.218898330917,3343.602774750448,24309.821673081366,880.0360041200328,12080.22218569089,1200.0
2025-11-08,20102.22046011194,21383.905028626843,2671.398121080246,24055.303149707088,564.1431298141159,12759.100102556044,1212.0235285114168
2025-11-09,50356.62987836234,54443.42916173535,4641.881580011715,59085.31074174707,1133.57246485012,8206.208652505784,1200.0
2025-11-10,52184.380719447974,57119.816067556465,4059.303166850911,61179.11923440737,791.396190247922,9154.904046632477,1222.0084022735548
2025-11-11,53507.470995899006,53507.470995899006,3148.8671159265514,56656.33811182556,809.3363051959557,9026.619772607602,1200.6010420589005
2025-11-12,54132.76952711522,55408.02638270702,4094.7261801758737,59502.752562882895,856.7847077526013,11026.523395605556,1200.0
2025-11-13,48402.648443310834,52244.114290256286,8628.73604158158,60872.85033183787,2157.736044591446,6185.392200567569,1200.0
2025-11-14,20239.36427621104,23163.06103720364,1904.5314112771625,25067.592448480802,483.7370349890901,10340.50386701294,1206.5283153483338
2025-11-15,20677.565292681604,20677.565292681604,4460.858503232009,25138.42379591361,1183.2314790890507,8275.634600112855,1213.525791289177
2025-11-16,53190.663090303126,57370.852016395074,4838.131156044814,62208.98317243989,1125.204967580188,9622.280176380105,1200.0
2025-11-17,47427.92556003127,54598.57044051966,1130.3997702246365,55728.9702107443,298.8431803351494,5431.228628824523,1204.177523148626
2025-11-18,50966.48240027971,55029.85754818609,4981.991903983128,60011.84945216922,1246.1576607463521,6264.8163749901505,1200.0
2025-11-19,52083.30167415121,60328.43133966147,3568.5366627096287,63896.9680023711,899.0080251978677,10618.894195875033,1200.0
2025-11-20,51270.349677366255,55272.39957355427,4792.315198167667,60064.71477172194,1134.2176491486166,6992.5946406510175,1200.0
2025-11-21,19950.92277189041,22046.88229849874,1451.592788319098,23498.475086817834,538.2967017105095,7757.913450857491,1238.7191153197443
2025-11-22,23732.11107087277,25260.836956427927,3086.376006370542,28347.21296279847,846.7710608132734,13532.366310482876,1200.0
2025-11-23,52744.298079719214,57772.49610232094,2712.5031933898485,60484.99929571079,705.9622837119464,8509.602282017748,1201.5143876481063
2025-11-24,49878.838130394775,53499.50299763772,5033.999027371853,58533.50202500958,1342.8712810039272,5087.569650181063,1200.0
2025-11-25,58176.18030051697,58176.18030051697,2368.6130488872004,60544.79334940418,591.899399921118,10623.266037017924,1200.0
2025-11-26,55570.41995064452,60324.005439436674,1764.3844977732304,62088.389937209904,389.57017667305325,10731.212379244278,1200.917062065336
2025-11-27,52886.333780794295,57616.412099093235,3145.8464799014164,60762.258578994646,715.2392106550185,8336.892059908801,1200.9170620653358
2025-11-28,19899.545071716555,21330.46941152207,4099.144360577448,25429.613772099518,892.4160003153506,5462.084513464394,1200.0
2025-11-29,25645.500671031772,24836.03336079686,1109.830571158653,25945.86393195551,386.4061653542142,7253.376249308981,1200.0
2025-11-30,54175.84984426938,58603.36098323167,5199.759484713209,63803.12046794488,1227.9117812663917,5996.758995417756,1200.0
2025-12-01,57681.66787531746,57681.66787531746,20899.52644815657,78581.19432347402,5747.514116435595,4623.001455917123,1200.0
2025-12-02,59284.405817282095,59284.405817282095,24137.54601736256,83421.95183464466,6178.787042687152,5704.101505953667,1200.0
2025-12-03,53265.61282572215,62016.55698130509,13685.611138396105,75702.1681197012,4082.310054178462,3919.9867886594407,1200.0
2025-12-04,58827.71677930398,60188.090850347406,23780.876956792217,83968.96780713962,6383.492971617495,5641.441940157998,1200.0
2025-12-05,23409.580718929174,25048.25226782519,11329.422874948192,36377.67514277338,3627.788535713633,3929.26097446384,1200.0
2025-12-06,24106.30442336115,25906.850540346757,15695.91693775028,41602.76747809704,4747.730868520588,4730.51375833468,1200.0
2025-12-07,60298.95349172046,62064.07772229106,17093.28736163974,79157.36508393081,4614.689127806826,6064.357459349353,1201.6791679886264
2025-12-08,66530.2877961187,66530.2877961187,581.0206594985009,67111.3084556172,147.87690863511367,10125.574943742531,1204.7430641945784
2025-12-09,65916.7443637644,66469.42873292681,1479.3044434031262,67948.73317632994,363.63797843190497,9829.41393860865,1206.3137044277291
2025-12-10,61673.21594910382,66006.12149597699,1284.3159485613276,67290.43744453831,264.3243247971437,7311.842381423915,1200.0
2025-12-11,65642.16505439613,65327.40341139978,1750.1085258273004,67077.51193722707,437.54145727656197,9254.799375504048,1213.3914992325258
2025-12-12,28704.3022194759,34887.96454140136,403.35236903576424,35291.316910437126,128.24124343232154,12401.71515598716,1200.0
2025-12-13,28768.67343381177,31592.10871185856,607.7193940576104,32199.82810591617,196.24793478356705,9275.728767397559,1200.0
2025-12-14,61117.32032613188,65424.02981863267,2547.6995036663748,67971.72932229904,525.0042219759407,6052.73606728179,1202.7323205322623
2025-12-15,60983.23389813572,67754.38434221312,688.1551678092417,68442.53951002237,179.62092241633425,7339.196710948944,1206.3714172046678
2025-12-16,67604.66238728267,68665.59130141229,790.0509370826283,69455.64223849491,259.843175180692,8740.806003072652,1200.0
2025-12-17,66155.30466375864,67732.22403099055,2762.3284328861023,70494.55246387665,653.9744222509224,11720.800334254935,1200.0
2025-12-18,62185.57006774248,66653.8606622252,2295.62276132219,68949.48342354738,700.2352210758098,9095.722214187517,1207.4632557722564
2025-12-19,29261.12915624069,34352.07150105974,1395.6229824595107,35747.69448351925,405.49082720250084,13846.498898118582,1200.0
2025-12-20,27625.223166994132,28857.940142633455,1459.9647805873822,30317.904923220834,424.03696173499156,6253.003029823542,1232.4558621738088
2025-12-21,63113.524630956344,65141.76378960558,3876.170462053193,69017.93425165878,1287.0814617997353,6217.775771628593,1201.4971304004846
2025-12-22,64296.00068107334,70632.68194003376,1589.0664189238473,72221.7483589576,369.7257392929393,12043.716754439354,1200.0
2025-12-23,63172.01801949336,63919.26812285455,1617.7509505831617,65537.01907343771,400.7185982654776,6860.365995897981,1239.2011308453757
2025-12-24,62018.38733458245,62018.38733458245,2888.3398577109065,64906.72719229335,642.0881803152081,4250.249094202947,1200.0
2025-12-25,59920.73039834251,62721.3071795949,5045.212004468287,67766.51918406319,1150.1488988456192,4847.391543663454,1209.383628868094
2025-12-26,26058.2636172853,27942.73664941103,1152.5102205306646,29095.246869941693,431.73066016951475,3880.3302234312573,1503.772385057547
2025-12-27,28027.049559313862,30204.397432086218,1080.6301312886094,31285.027563374828,319.5703568841575,7970.039132597817,1200.0
2025-12-28,63496.58615640953,65708.48215481604,2186.530496206158,67895.0126510222,589.7691044110711,8893.99124477415,1223.4376436559655
2025-12-29,62065.48116731794,67568.35040540379,815.7856200208587,68384.13602542465,247.36765258108798,9828.077015782157,1200.0
2025-12-30,64202.106995497605,65707.43128240241,1063.5172038360436,66770.94848623844,236.25929422450022,9876.017248533995,1229.1031244355952
2025-12-31,65189.09798307273,66266.34600716153,2128.7317975577944,68395.07780471933,657.7692034336613,8970.147621249645,1200.0
