policy,date,plan_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_purchase_kwh,remaining_energy_kwh,charge_kwh,discharge_kwh,soc_min_kwh,soc_max_kwh,terminal_soc_kwh,max_balance_error
B1,2025-09-20,15437.58603970907,17039.010958506657,32476.596998215726,4510.243337482915,15173.410749332024,14074.802377453812,11400.589925737591,1200.0,10800.0,1200.0,1.1368683772161603e-13
B1,2025-09-21,36792.349492791065,14438.357330044098,51230.70682283516,4058.6475686295616,1694.2302804953554,20255.100850716404,16406.631689080285,1200.0,10800.000000000004,1200.0,1.3642420526593924e-12
B1,2025-09-22,38647.489903139234,11332.479405639198,49979.96930877843,3282.7985936553523,1294.9971660081812,20772.395577583527,16825.640417842653,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-09-23,39357.08335391159,13522.556892101427,52879.64024601302,3708.003645090826,1285.7490223829027,21835.819609053495,17687.013883333333,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-09-24,38718.23393514763,12107.66687433732,50825.90080948495,3392.8158540922373,1266.8918215510462,21333.333333333332,17280.000000000004,1200.0,10800.000000000004,1200.0,2.9558577807620168e-12
B1,2025-09-25,37954.31408447827,14554.6445254554,52508.95860993367,4207.563092321962,1255.6157041474053,21277.01426994983,17234.381558659363,1200.0,10800.000000000002,1200.0,1.9895196601282805e-13
B1,2025-09-26,16956.361125770974,5189.862623111199,22146.223748882177,1759.038592449291,12473.53328058367,14817.83243322689,12002.444270913786,1200.0,10800.0,1200.0,2.2168933355715126e-12
B1,2025-09-27,16235.768286210281,21013.025185169845,37248.79347138013,5910.7198641897185,15496.424584792881,14614.16623987643,11837.474654299907,1200.0,10800.000000000005,1200.0,1.3642420526593924e-12
B1,2025-09-28,38174.43074556291,21057.59404868335,59232.02479424625,6130.757609555363,449.1185183411238,21633.475864197528,17523.11545,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-09-29,40936.0037804425,7982.626375761568,48918.63015620407,2160.821011671246,1539.7899289410163,21533.587088710618,17442.205541855605,1200.0,10800.0,1200.0,2.2737367544323206e-13
B1,2025-09-30,41310.16633749695,14908.955787550214,56219.122125047164,4370.70124306816,1159.918178759953,22110.01059056254,17909.108578355652,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-10-01,40947.64340171498,598.3108967387864,41545.95429845377,266.81488665322587,12745.034951136677,19429.021929245646,15100.298140320663,1908.010691520344,10800.0,1908.0106915203444,4.547473508864641e-13
B1,2025-10-02,38314.35453273834,1809.9756226108962,40124.330155349235,776.7954440487168,7219.028465651972,20166.582380148855,16448.03544628873,1548.8198329788906,10800.0,1782.3398933335047,1.1368683772161603e-12
B1,2025-10-03,16385.995575445384,1106.032379884287,17492.02795532967,504.13894065898234,20052.354889172697,14268.12203864531,11275.680851304145,1415.8579310869302,10800.0,2095.1154488874577,6.821210263296962e-13
B1,2025-10-04,16612.951631313597,3489.4131439106045,20102.364775224203,1130.1890580275156,15754.61067665763,14183.35502411662,11379.866525133757,1200.0,10800.0,2215.8388315549123,1.6484591469634324e-12
B1,2025-10-05,36418.52873373374,2691.1893154325617,39109.7180491663,1069.7939425504253,1879.8519423801222,20117.433846462798,16817.771068901635,1278.4707066285714,10800.0,1635.116994591837,1.8474111129762605e-13
B1,2025-10-06,38888.83651033046,3794.8886654728176,42683.72517580327,1499.085237501559,1970.4472600164574,20707.155549478568,16634.160885174,1387.8970018281236,10800.000000000002,1789.1560055958837,2.0516921495072893e-13
B1,2025-10-07,38286.7587589234,7753.348638902401,46040.1073978258,2444.6156066575104,1975.7627621705626,20735.690135855908,16623.27439785299,1200.0,10800.0,1980.9722413628729,4.405364961712621e-13
B1,2025-10-08,33993.21274683504,14693.910074498797,48687.12282133384,4169.511792242723,735.2847417145813,20465.586398485695,17280.0,1200.0,10800.000000000004,1200.0,1.1368683772161603e-12
B1,2025-10-09,34089.98507956454,16659.952881103894,50749.93796066843,4125.035060822553,1025.3559834280584,21370.105137159702,17309.785161099353,1200.0,10800.000000000002,1200.0,2.0463630789890885e-12
B1,2025-10-10,14505.985358612323,7456.850090939125,21962.835449551447,2276.4317805515293,18588.968138761225,15387.869677681396,12464.174438921931,1200.0,10774.888666135936,1200.0,2.2737367544323206e-13
B1,2025-10-11,14657.597112469943,8610.042174050968,23267.639286520913,2320.4926102849126,14307.850767904316,15733.646638236196,12744.253776971322,1200.0,10765.117037221857,1200.0,3.410605131648481e-13
B1,2025-10-12,34811.1006309854,19772.610687205593,54583.711318190995,5576.9423382198465,557.8672828662527,21424.927787585697,17354.191507944415,1200.0,10800.000000000004,1200.0,1.7053025658242404e-12
B1,2025-10-13,37572.86159884063,5861.784779444844,43434.64637828547,1548.054680073867,2169.287471176727,21430.497692070898,17358.703130577425,1200.0,10800.000000000002,1200.0,9.094947017729282e-13
B1,2025-10-14,36701.10678698599,18134.367530917265,54835.47431790326,4770.943140512505,419.3472884826305,21413.77118336085,17345.154658522282,1200.0,10800.000000000002,1200.0,2.2737367544323206e-12
B1,2025-10-15,36543.37263080771,20909.125708473995,57452.4983392817,6196.170637173416,229.21390348339455,21761.27605821878,17626.63360715721,1200.0,10800.000000000004,1200.0,2.2737367544323206e-13
B1,2025-10-16,36508.0300022867,27041.511186424523,63549.54118871122,7377.466241602047,146.90149579048753,22141.040833566814,17934.243075189122,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-10-17,15856.458668662668,4887.686226686264,20744.14489534893,1512.7786066109118,13189.421179148516,15823.072628717908,12816.688829261508,1200.0,10800.000000000002,1200.0,3.410605131648481e-13
B1,2025-10-18,15380.522977838102,7534.095127033044,22914.618104871148,2492.0825793487284,13316.487129218018,15760.851887439841,12766.290028826275,1200.0,10800.000000000004,1200.0,2.8421709430404007e-13
B1,2025-10-19,37807.42670121422,22801.290999769164,60608.71770098338,6019.139554143002,352.27315705955374,22357.822129862976,18109.835925189018,1200.0,10800.000000000002,1200.0,1.5916157281026244e-12
B1,2025-10-20,40452.983330782685,12206.054429700387,52659.03776048307,3242.461325130208,794.8290175429555,21685.22856750964,17565.035139682812,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-10-21,40874.68129226814,13658.717465846797,54533.398758114934,4247.88685339493,574.6027812367895,22190.21509457202,17974.074226603334,1200.0,10800.000000000002,1200.0,7.958078640513122e-13
B1,2025-10-22,40386.70847722803,18396.52670916891,58783.23518639694,4554.6863622974915,1360.0909543462171,21478.973076364902,17397.96819185557,1200.0,10800.000000000002,1200.0,2.7284841053187847e-12
B1,2025-10-23,40357.79835928667,10850.504073884986,51208.30243317166,2894.1262806365435,1543.8264980819122,21901.22120393706,17739.98917518902,1200.0,10800.000000000004,1200.0,3.069544618483633e-12
B1,2025-10-24,16177.730936126058,6178.470610214804,22356.20154634086,1719.7834338136079,11359.22157008736,16425.85007965369,13304.938564519493,1200.0,10800.000000000005,1200.0,6.423306331271306e-12
B1,2025-10-25,15788.785091814443,7858.6057390529695,23647.39083086741,2199.290029665167,10531.189136088917,16126.22030877323,13062.238450106317,1200.0,10800.000000000004,1200.0,2.2737367544323206e-13
B1,2025-10-26,40873.644787493984,7624.942708043367,48498.58749553735,2312.370886749085,516.8682689067459,21868.445442683525,17713.440808573654,1200.0,10800.0,1200.0,1.9326762412674725e-12
B1,2025-10-27,42668.90732718729,6901.060522235989,49569.96784942328,1912.3798192841903,3829.67611993169,21584.488373156142,17483.435582256476,1200.0,10800.000000000004,1200.0,1.7053025658242404e-12
B1,2025-10-28,42030.75085222233,9619.11825690922,51649.869109131556,2563.0237966779346,1150.8330746966335,21949.305566077208,17778.937508522537,1200.0,10800.000000000004,1200.0,1.971756091734278e-12
B1,2025-10-29,41674.327248966656,21885.181307208593,63559.50855617525,6186.314518161689,445.68136420531994,22413.31826253495,18154.787792653315,1200.0,10800.000000000002,1200.0,4.092726157978177e-12
B1,2025-10-30,41171.23620507064,10453.30755844383,51624.54376351447,2742.0479062401578,1173.711789886453,22060.474641344776,17868.984459489275,1200.0,10800.0,1200.0,2.0463630789890885e-12
B1,2025-10-31,17141.178033761826,6469.286278431879,23610.464312193704,2221.5577656663713,7727.971736446252,16923.862499082923,13708.328624257172,1200.0,10800.000000000002,1200.0,2.6147972675971687e-12
B1,2025-11-01,16540.460616548622,6801.298541233806,23341.759157782428,2240.9038693245775,8282.652049759236,16734.95029007017,13555.309734956836,1200.0,10800.000000000004,1200.0,2.2737367544323206e-13
B1,2025-11-02,42437.19184037248,16419.04382487035,58856.23566524282,4091.2893621922344,493.9563779038439,22481.46805473977,18209.98912433921,1200.0,10800.000000000002,1200.0,3.410605131648481e-13
B1,2025-11-03,45294.740570703594,4820.32273122287,50115.063301926464,1776.471933642169,1397.4811057393858,22580.240483493068,18289.994791629382,1200.0,10800.000000000004,1200.0,2.6147972675971687e-12
B1,2025-11-04,45235.81719503312,4763.748166525448,49999.56536155857,1117.6228616999617,2871.077117781614,22625.242850317027,18326.44670875679,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-11-05,45376.422244736874,6144.6560463079895,51521.07829104487,1747.1413989444382,1321.3387695734561,23115.959529519754,18723.92721891101,1200.0,10800.0,1200.0,2.2737367544323206e-13
B1,2025-11-06,43791.05408979556,19177.181630205403,62968.235720000965,4961.171970142687,594.7697780580103,22229.75027817947,18006.097725325366,1200.0,10800.000000000005,1200.0,8.79296635503124e-12
B1,2025-11-07,17571.904259290848,4531.963083745542,22103.86734303639,1267.561137978325,7987.5066895225345,17455.68467868079,14139.104589731443,1200.0,10800.000000000002,1200.0,1.3642420526593924e-12
B1,2025-11-08,17197.07046327028,3171.718698681932,20368.789161952212,949.9574555293832,6959.58804889312,17173.049318901565,13910.169948310266,1200.0,10800.000000000004,1200.0,4.547473508864641e-13
B1,2025-11-09,45467.05685118493,10845.28639003934,56312.34324122427,3320.8257779947926,1011.1618425733664,23589.298136904836,19107.331490892917,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-11-10,46493.54219806043,13476.796908016713,59970.33910607715,3685.5042471236234,639.7848333150749,23572.05951698914,19093.368208761203,1200.0,10800.000000000002,1200.0,6.821210263296962e-13
B1,2025-11-11,46828.699931307485,5483.547798712141,52312.247730019626,1503.6437627020978,1060.181579701116,23282.9068895705,18859.154580552102,1200.0,10800.0,1200.0,6.821210263296962e-13
B1,2025-11-12,47089.90929331503,5058.069990753616,52147.97928406865,1167.3048164729796,1817.5367563478367,23576.055534367126,19096.60498283737,1200.0,10800.000000000004,1200.0,2.8421709430404007e-12
B1,2025-11-13,46583.68173578769,12320.990833508537,58904.67256929623,3492.2258596650863,1904.5404521235114,22859.050266246584,18515.830715659733,1200.0,10800.0,1200.0,1.8189894035458565e-12
B1,2025-11-14,18181.61267658724,5323.123086869081,23504.73576345632,1770.524832340603,5308.69729881172,17545.8755013264,14212.159156074391,1200.0,10800.000000000005,1200.0,1.5916157281026244e-12
B1,2025-11-15,17743.105779434332,5050.425068649909,22793.53084808424,1508.7022028637853,3675.9749700646807,17804.579301630733,14421.709234320897,1200.0,10800.000000000002,1200.0,5.684341886080802e-14
B1,2025-11-16,48109.54962295986,9851.332088518671,57960.881711478534,2758.840142471141,1095.937658024393,23743.6731049142,19232.375214980497,1200.0,10800.000000000002,1200.0,2.2737367544323206e-12
B1,2025-11-17,49553.01793061747,1854.3115682505359,51407.329498868,685.9348207000057,2799.0410583926623,22713.269704429684,18397.748460588038,1200.0,10800.000000000002,1200.0,1.2505552149377763e-12
B1,2025-11-18,48618.954451805104,8986.320854362695,57605.2753061678,2939.447695553892,1574.883617273414,23336.339268188953,18902.434807233047,1200.0,10800.0,1200.0,3.069544618483633e-12
B1,2025-11-19,48579.45177674751,9912.775319648797,58492.22709639631,2703.321586664799,798.3129910042853,23856.106484178577,19323.446252184644,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-11-20,48821.893741911015,8278.537870994262,57100.43161290528,2432.582692398789,1410.2301227611385,23353.21757187222,18916.1062332165,1200.0,10800.000000000004,1200.0,2.7284841053187847e-12
B1,2025-11-21,18315.296530424737,3046.796628168864,21362.0931585936,1244.2393579227069,3492.426520266449,17970.13382063203,14555.808394711943,1200.0,10800.000000000002,1200.0,2.1032064978498966e-12
B1,2025-11-22,18319.60216229002,4025.2245295266866,22344.826691816706,1232.048450452215,2324.4974111231786,18198.69172083546,14740.940293876722,1200.0,10800.000000000002,1200.0,7.389644451905042e-13
B1,2025-11-23,49982.682190913794,6092.947710143711,56075.62990105751,1669.6357496343521,1743.544321294109,23529.48798010623,19058.88526388605,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-11-24,49772.28537235933,6981.708840516462,56753.99421287579,1844.8066192454364,3119.299716341536,21999.03812750134,17819.220883276084,1200.0,10800.000000000002,1200.0,1.0231815394945443e-12
B1,2025-11-25,49739.06804544381,6381.535400011716,56120.603445455534,1862.8188079162444,833.9640043025672,23722.608699918786,19215.313046934218,1200.0,10800.000000000004,1200.0,1.5916157281026244e-12
B1,2025-11-26,50287.6690839029,7479.072044937044,57766.741128839945,2221.4431153615214,1277.3378292616715,24030.760701015806,19464.916167822805,1200.0,10800.0,1200.0,3.197442310920451e-13
B1,2025-11-27,50098.345624650436,6970.072099952781,57068.41772460322,1867.7049442733137,1707.680447712936,22996.316284186603,18627.01619019115,1200.0,10800.000000000002,1200.0,1.2505552149377763e-12
B1,2025-11-28,18801.364443414765,4479.9116796809585,23281.276123095722,1313.2033802474982,2442.9376975114897,18553.30520856294,15028.177218935978,1200.0,10800.000000000005,1200.0,1.7053025658242404e-13
B1,2025-11-29,18930.008368982963,11838.274521879592,30768.282890862552,4288.492901712075,1653.0936601326252,18778.404619153654,15210.507741514464,1200.0,10800.000000000002,1200.0,9.663381206337363e-13
B1,2025-11-30,51463.62604215696,12705.048179315203,64168.67422147216,3644.191945310271,732.2607331282395,24758.728851531996,20054.570369740908,1200.0,10800.000000000002,1200.0,6.821210263296962e-13
B1,2025-12-01,52812.211193806,27267.59043812196,80079.80163192796,7513.741261605947,445.32528728640193,25111.166546760676,20340.044902876143,1200.0,10800.000000000002,1200.0,1.4921397450962104e-13
B1,2025-12-02,52681.24223571253,35643.98882921102,88325.23106492354,9623.942696630005,64.41853155512315,25244.088316446472,20447.711536321636,1200.0,10800.0,1200.0,1.1368683772161603e-12
B1,2025-12-03,53651.94904985768,23530.229561712007,77182.17861156969,7176.010054205734,294.6550639722369,25260.728948815402,20461.190448540474,1200.0,10800.0,1200.0,2.2737367544323206e-13
B1,2025-12-04,53085.9158550385,27905.46755289386,80991.38340793236,7601.958024640088,377.3034066577223,24969.16595015331,20225.024419624184,1200.0,10800.000000000002,1200.0,1.1368683772161603e-12
B1,2025-12-05,20945.364218193772,15996.840484681281,36942.20470287505,6014.975065467062,301.7508388657372,21332.60862032482,17279.412982463105,1200.0,10800.0,1200.0,1.0231815394945443e-12
B1,2025-12-06,20582.62300736453,22086.97865730458,42669.60166466911,8243.847254834229,84.41651518255254,21342.655134664496,17287.550659078246,1200.0,10800.0,1200.0,3.410605131648481e-13
B1,2025-12-07,54734.26311753493,21350.98155156007,76085.244669095,6083.373667160965,208.6189694614888,25227.997150008927,20434.677691507233,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-12-08,60917.26402866705,2420.424498179733,63337.68852684679,677.5441230988467,3621.430610122221,23842.443160913324,19312.378960339793,1200.0,10800.000000000002,1200.0,1.2079226507921703e-13
B1,2025-12-09,61237.90336390434,1806.698022503215,63044.60138640755,495.0770239125142,4126.0651245411045,24565.910672581733,19898.387644791208,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-12-10,60091.144603481815,4497.882412416285,64589.0270158981,1220.37623193335,2662.1084531613697,24165.427211903014,19573.99604164144,1200.0,10800.0,1200.0,2.984279490192421e-13
B1,2025-12-11,60577.19989682154,1545.1313314933077,62122.33122831485,485.2364161366256,4769.273345044881,23863.8456563988,19329.714981683028,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-12-12,25468.100867344452,2663.9927518854906,28132.093619229945,1141.2048525151574,2208.9185697261673,20663.67606825243,16737.577615284466,1200.0,10800.000000000002,1200.0,2.2737367544323206e-12
B1,2025-12-13,25587.85601233321,1603.347946242035,27191.203958575246,553.9110855541682,1967.6028909902423,21228.659663990875,17195.21432783261,1200.0,10800.0,1200.0,1.6484591469634324e-12
B1,2025-12-14,60490.4343028454,2559.0107907977754,63049.445093643175,650.7272459148614,1883.0997929294078,25052.08508382438,20292.188917897747,1200.0,10800.0,1200.0,2.0463630789890885e-12
B1,2025-12-15,60950.02841305789,2238.7936030278383,63188.82201608572,735.0620191547183,1979.9746956704446,24938.343107359102,20200.05791696087,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-12-16,61395.77402407419,1612.8882932822669,63008.66231735646,526.2225586045593,2212.2851948020907,24819.79592540654,20104.034699579297,1200.0,10800.0,1200.0,2.2737367544323206e-13
B1,2025-12-17,60689.102648405555,2365.170079877574,63054.27272828313,683.6914795233405,3178.788385928165,24260.428292238306,19650.94691671303,1200.0,10800.000000000004,1200.0,1.8189894035458565e-12
B1,2025-12-18,59896.829936816364,4242.33048331798,64139.16042013434,1338.7003945013084,3127.6907052451306,24912.257022869406,20178.92818852422,1200.0,10800.000000000004,1200.0,2.5011104298755527e-12
B1,2025-12-19,25950.306873714802,1913.8315963756531,27864.138470090456,667.7268057463377,3492.3377080489086,20527.231897594487,16627.057837051532,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-12-20,25568.932385568674,1477.6432165197516,27046.575602088426,552.8403088556942,2803.6307159574794,21154.942798353917,17135.503666666675,1200.0,10800.000000000005,1200.0,3.410605131648481e-13
B1,2025-12-21,60319.14025154315,4876.456027843292,65195.59627938644,1517.8809080826418,2218.3882557240295,24515.94044085135,19857.911757089594,1200.0,10800.0,1200.0,4.547473508864641e-13
B1,2025-12-22,61039.54210077054,3240.981630312888,64280.52373108342,908.286709591506,2876.4781869525928,24518.269741663258,19859.79849074724,1200.0,10800.0,1200.0,2.2737367544323206e-13
B1,2025-12-23,61025.59480094602,1023.0432636878002,62048.638064633815,302.25681422418097,3929.508368514879,24241.245603420928,19635.40893877095,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-12-24,60337.85671964986,4270.018438884034,64607.8751585339,976.6417220388355,3104.0621403104415,24678.420108517003,19989.520287898777,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-12-25,59843.18373130492,5959.30399605412,65802.48772735904,1662.7408512924803,3203.367406025517,23997.503141810394,19437.977544866415,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-12-26,25800.255765769343,1756.4116961158602,27556.6674618852,658.0251399263632,2525.5144348534536,21087.838558087544,16775.40867326417,1539.7117319852634,10800.000000000004,1539.7117319852634,5.115907697472721e-13
B1,2025-12-27,25180.226931034056,1836.4513030625285,27016.678234096584,630.7006830590043,2096.6965524612356,20461.713329944847,16879.72835604206,1200.0,10800.000000000004,1200.0,3.0127011996228248e-12
B1,2025-12-28,60218.55324003284,3488.283328881317,63706.83656891416,1052.900720866546,4043.818591872572,23749.660740218984,19237.225199577377,1200.0,10800.000000000004,1200.0,2.2737367544323206e-13
B1,2025-12-29,61140.258621398534,1658.534657767238,62798.79327916577,532.1609976531572,4080.80283034331,23724.38204651388,19216.749457676244,1200.0,10800.000000000002,1200.0,2.2737367544323206e-13
B1,2025-12-30,60088.65695547758,1658.94967774612,61747.6066332237,471.3181373029178,3931.4161478102687,24276.503399278943,19663.96775341595,1200.0,10800.000000000004,1200.0,2.2737367544323206e-13
B1,2025-12-31,59647.9725865607,5350.4030652597385,64998.37565182044,1528.0858336001681,1809.7025858087484,25007.795318056316,20256.31420762562,1200.0,10800.0,1200.0,1.5916157281026244e-12
B3,2025-02-01,27152.33260955466,457.9380969988166,27610.270706553478,109.97068242502804,14968.83920623374,12335.94028823173,13172.94561550645,1375.8562421791664,9383.405931216932,1375.8562421791664,3.197442310920451e-13
B3,2025-02-02,56735.834409015304,414.3766009280496,57150.211009943356,107.27294226012876,7101.475594375978,21314.968039280928,17384.80754198911,1241.4714953981922,10452.125155927013,1242.8746530996539,2.1600499167107046e-12
B3,2025-02-03,60009.122987247334,1050.611136122984,61059.73412337032,346.8165772468937,7787.7402173168875,19944.237460495802,16193.41953079129,1200.0,9912.641936900132,1200.0,2.728928194528635e-13
B3,2025-02-04,57101.40234414882,5832.555797131393,62933.958141280214,1462.2406520632471,6033.31691807599,22799.71770427878,18396.34895672944,1200.0,10463.004996259073,1279.3582041515235,4.320099833421409e-12
B3,2025-02-05,58795.52985283362,2055.9708885243826,60851.500741358,496.4929595079862,6114.485353980436,21058.416548573492,17084.900257037003,1200.0,9837.53195485063,1248.7105900487754,2.5224267119483557e-13
B3,2025-02-06,59266.57008312663,676.692337689792,59943.26242081642,201.9710382816753,6712.358352835848,20856.72167833958,16866.850976200145,1227.1011890147588,9933.48571957672,1278.8145714431273,3.126388037344441e-13
B3,2025-02-07,25519.565369977507,487.9272938473751,26007.492663824883,78.05797023693889,11227.00861343542,17107.07452993033,13907.61899364672,1206.636462209918,9588.49478571429,1222.2716554396275,2.2737367544323206e-13
B3,2025-02-08,19919.671752194125,4417.735455772392,24337.407207966517,1120.110129632809,4286.085761476668,18708.619545500493,15145.759803427434,1200.0,10354.294373508088,1231.4072425818067,2.9558577807620168e-12
B3,2025-02-09,52946.82053578709,9664.760732358407,62611.5812681455,2626.3275412975945,2971.0879674519583,22471.39370114981,18230.095416254968,1200.0,10395.502364189753,1200.0,2.6147972675971687e-12
B3,2025-02-10,54058.13069115029,1287.4303315481484,55345.561022698435,479.49691860782383,7847.823596310853,19888.555111883834,16109.72964062591,1200.0,10375.025604841036,1200.0,7.984723993104126e-13
B3,2025-02-11,55241.38568845974,2484.581198478162,57725.9668869379,529.3932811497168,6938.136391240381,20025.90366417692,16220.981967983305,1200.0,9872.668923631087,1200.0,2.2737367544323206e-13
B3,2025-02-12,52708.06752788597,3979.7434865802998,56687.81101446627,962.3042870639177,5382.2335380524,21473.405897755074,17386.135753064555,1200.0,10335.856718698677,1208.1366934633963,4.9649173661237e-12
B3,2025-02-13,51034.96653739544,3535.1913016074186,54570.15783900286,925.4332095869901,7335.44390725431,19641.12074488922,15904.996829684513,1200.0,10388.413976723901,1212.9266642142427,2.8421709430404007e-12
B3,2025-02-14,19190.280938661435,3736.6071825267695,22926.888121188204,1409.5600369047165,4545.574570436207,18206.604155639998,14758.983363861216,1200.0,10353.817391220031,1200.0,2.3305801732931286e-12
B3,2025-02-15,18489.763513697646,5809.10500634049,24298.868520038133,2028.8427802668386,4746.817067262336,17630.538457812287,14280.73615082795,1199.9999999999998,10333.950748716916,1200.0,1.1937117960769683e-11
B3,2025-02-16,51247.61397923356,12558.365673241226,63805.97965247479,3122.7712229401836,3545.9199476779013,19250.98400325289,15593.297042634838,1200.0,9820.652577048,1200.0,2.2737367544323206e-13
B3,2025-02-17,49221.48389131172,3085.1394225202757,52306.623313831995,807.1468027087104,4962.136711555696,20172.724363595597,16306.809483886589,1200.0,10392.770014021273,1236.7747229176036,2.7284841053187847e-12
B3,2025-02-18,51710.07729524589,4355.930458337235,56066.00775358312,1205.9368271313901,5897.534574559243,19094.771455454807,15499.862129544237,1200.0,9870.915327902507,1200.0,2.291500322826323e-13
B3,2025-02-19,48458.21645167512,9039.457014672771,57497.67346634789,2397.136177202539,3423.049064539331,21941.514552204477,17772.626787285622,1200.0,10391.495122547765,1200.0,2.0463630789890885e-12
B3,2025-02-20,48277.32025435423,5130.448180228721,53407.76843458295,1237.9571841141549,4158.469920218851,20995.614170783498,17006.447478334638,1200.0,10294.78088838951,1200.0,2.5011104298755527e-12
B3,2025-02-21,18343.45309787815,1146.4556827917972,19489.90878066995,537.3240896161983,6706.935936392904,17628.881266266075,14279.393825675532,1200.0,10438.889755170358,1200.0,3.069544618483633e-12
B3,2025-02-22,18138.21155523322,5808.575440552295,23946.78699578552,1969.4146654357808,5678.437250674722,17133.759949043542,13878.345558725276,1200.0,10346.91467096537,1200.0,2.0605739337042905e-12
B3,2025-02-23,47360.49825825858,8362.463372845494,55722.96163110407,2322.7097932441147,3352.519384533849,20754.685545142816,16811.295291565682,1200.0,10428.972920469452,1200.0,3.637978807091713e-12
B3,2025-02-24,47233.396457921386,1908.0915365634175,49141.48799448481,410.17781862190543,4641.274748312039,20727.340846957894,16782.432947639754,1200.0,10378.661927359779,1207.4590426623765,1.8189894035458565e-12
B3,2025-02-25,46807.668583933126,2502.044681902161,49309.713265835286,644.3049321764486,6831.569931626424,19510.433665360848,15810.164407338434,1200.0,10395.093458528841,1200.0,3.637978807091713e-12
B3,2025-02-26,45722.800954902865,5193.493983407562,50916.29493831043,1508.8225064799374,2464.6010085538855,20807.018302246823,16824.160119401444,1211.1747211804068,10448.453952768268,1232.8052282427639,2.091837814077735e-11
B3,2025-02-27,44451.33087414341,8658.60122961823,53109.93210376163,1843.1594500052088,3047.8511982215928,22084.964864831672,17874.75552180585,1200.0,10451.06873810848,1248.434137918108,2.163602630389505e-12
B3,2025-02-28,17588.381811071456,2647.1114752170142,20235.49328628847,865.2890113748174,8278.015761273025,17138.53933808514,13904.631594599625,1200.0,10434.235841168309,1223.5288815284898,4.206412995699793e-12
B3,2025-03-01,17333.064738945544,2444.404385823358,19777.4691247689,663.4917574077795,7335.988084863751,16361.235904742052,13247.224785630346,1200.0,10540.873163031401,1229.5025450959508,3.296918293926865e-12
B3,2025-03-02,44303.60467170049,25063.570210194895,69367.17488189538,7506.95634183565,2608.750236407412,23122.851057371183,18756.06164705701,1200.0,10434.093645144481,1200.0,8.071765478234738e-12
B3,2025-03-03,44973.14701613829,16423.36919265228,61396.51620879057,4853.0336481252925,1071.585057385524,22904.297087810737,18552.480641126698,1200.0,10509.668126127484,1200.0,3.183231456205249e-12
B3,2025-03-04,46119.90306743783,2694.5989010180706,48814.5019684559,1052.0697415096415,2083.0991605804365,21226.40288064412,17193.386333321734,1200.0,10446.150001236465,1200.0,7.37543359718984e-12
B3,2025-03-05,45975.63846944497,2087.5272287350517,48063.165698180026,454.92892381231894,4865.809544825026,19833.820687887797,16065.394757189113,1200.0,10500.738747475207,1200.0,3.751665644813329e-12
B3,2025-03-06,44705.533234532755,4006.4040546339947,48711.93728916675,1129.3797535423328,3497.6301407332535,19883.164109385318,16105.36292860212,1199.9999999999998,10485.870121769862,1200.0,6.0254023992456496e-12
B3,2025-03-07,17058.68260118004,1196.5571206385057,18255.239721818547,339.6681136466713,9210.893692518008,15416.796288595706,12472.69151994915,1207.74995297802,10391.16593600063,1216.5705264593084,5.343281372915953e-12
B3,2025-03-08,16509.84274451393,2436.5879085228357,18946.43065303677,999.7986324517317,10315.314219087652,15344.341009154503,12443.82969122852,1200.0,10407.839138120602,1200.0,7.958078640513122e-13
B3,2025-03-09,44850.32758427491,2840.207443864885,47690.5350281398,861.6273721886587,6100.081445746688,20808.159302898464,16854.609035347752,1200.0,10521.419691383508,1200.0,2.8421709430404007e-12
B3,2025-03-10,42658.781055645704,10913.59261691062,53572.37367255632,3958.2550514771733,737.954164529591,21469.744290631013,17388.72675593093,1200.0,10433.357984828694,1201.9623549779908,4.206412995699793e-12
B3,2025-03-11,42381.18118553589,4585.620496486242,46966.80168202213,1176.3680057393722,2509.9150432105057,20443.68066487114,16475.704721418773,1255.1470574041068,10456.685240982366,1294.9363740078202,3.865352482534945e-12
