date,policy,initial_soc_kwh,terminal_soc_kwh,expected_scenario_emergency_cost_yuan,scenario_cvar_yuan,max_planning_residual
2025-05-24,B4,1257.74491409196,1475.3869528539535,904.7184529911057,8083.948469334987,1.8189894035458565e-12
2025-05-25,B1,1278.0984400142172,1200.0,,,0.0
2025-05-25,B3,1412.4888453080252,1268.7890230843916,2027.2993491948635,,2.773958840407431e-11
2025-05-25,B4,1475.3869528539535,1282.1999924493712,1771.3966215033324,29684.194659700206,1.8189894035458565e-12
2025-05-26,B1,1200.0,1220.0041709463464,,,0.0
2025-05-26,B3,1268.7890230843916,1230.580444269821,3156.6913344114832,,6.73594513500575e-12
2025-05-26,B4,1282.1999924493712,1220.4449565371829,2670.200824323138,27392.392067365567,1.8189894035458565e-12
2025-05-27,B1,1220.0041709463464,1200.0,,,0.0
2025-05-27,B3,1230.580444269821,1220.1745864560437,2775.561552371117,,6.366462912410498e-12
2025-05-27,B4,1220.4449565371829,1234.1674337582815,2103.370077744327,23211.434562726,1.8189894035458565e-12
2025-05-28,B1,1200.0,1200.0,,,0.0
2025-05-28,B3,1220.1745864560437,1267.337036125099,2519.335269091083,,1.1084466677857563e-11
2025-05-28,B4,1234.1674337582815,1232.7365817918846,1802.6640313768023,20325.280369864264,1.8189894035458565e-12
2025-05-29,B1,1200.0,1200.0,,,0.0
2025-05-29,B3,1267.337036125099,1214.8957920577661,2079.0146191736226,,7.503331289626658e-12
2025-05-29,B4,1232.7365817918846,1228.545058078015,1903.7631869377458,11078.024428804049,1.8189894035458565e-12
2025-05-30,B1,1200.0,1279.38568111453,,,0.0
2025-05-30,B3,1214.8957920577661,1252.2614000827512,1902.1412995452663,,1.8189894035458565e-12
2025-05-30,B4,1228.545058078015,1322.1829771678522,792.3152304727539,6091.867200435904,1.8189894035458565e-12
2025-05-31,B1,1279.38568111453,1200.0,,,0.0
2025-05-31,B3,1252.2614000827512,1200.0,2546.079177829097,,1.8189894035458565e-12
2025-05-31,B4,1322.1829771678522,1200.0,1308.4569980819947,11779.726239084992,1.8189894035458565e-12
2025-06-01,B1,1200.0,1200.0,,,0.0
2025-06-01,B3,1200.0,1200.0,1993.2841416883605,,1.1368683772161603e-11
2025-06-01,B4,1200.0,1200.0,1760.412707630708,25741.965611637213,1.8189894035458565e-12
2025-06-02,B1,1200.0,1200.0,,,0.0
2025-06-02,B3,1200.0,1200.0,1410.5038911740755,,1.546140993013978e-11
2025-06-02,B4,1200.0,1200.0,544.9300504745756,3352.5226933258573,1.8189894035458565e-12
2025-06-03,B1,1200.0,1200.0,,,0.0
2025-06-03,B3,1200.0,1200.0,2804.5487491982913,,8.185452315956354e-12
2025-06-03,B4,1200.0,1200.0,2692.549030636954,32202.005322923716,9.094947017729282e-12
2025-06-04,B1,1200.0,1200.0,,,0.0
2025-06-04,B3,1200.0,1200.0,3984.176078303788,,3.410605131648481e-11
2025-06-04,B4,1200.0,1200.0,2846.7637800604975,25565.59192610508,3.637978807091713e-12
2025-06-05,B1,1200.0,1200.0,,,0.0
2025-06-05,B3,1200.0,1200.0,3747.632960105077,,8.185452315956354e-12
2025-06-05,B4,1200.0,1200.0,1636.9201367874696,15602.388100275022,1.8189894035458565e-12
2025-06-06,B1,1200.0,1200.0,,,0.0
2025-06-06,B3,1200.0,1200.0,1825.7728699774884,,1.8189894035458565e-12
2025-06-06,B4,1200.0,1200.0,812.3322592340634,9340.463880090127,1.8189894035458565e-12
2025-06-07,B1,1200.0,1200.0,,,0.0
2025-06-07,B3,1200.0,1200.0,1907.6272444011563,,1.8189894035458565e-12
2025-06-07,B4,1200.0,1200.0,1046.1502737597204,10896.004322702207,1.8189894035458565e-12
2025-06-08,B1,1200.0,1391.923513185465,,,0.0
2025-06-08,B3,1200.0,1269.4933416954066,3476.666832687095,,1.6143530956469476e-11
2025-06-08,B4,1200.0,1451.2973218178995,2318.2994877306774,23643.312605785188,1.8189894035458565e-12
2025-06-09,B1,1391.923513185465,1299.6338296233364,,,0.0
2025-06-09,B3,1269.4933416954066,1292.0597569788622,1797.7251335128767,,7.503331289626658e-12
2025-06-09,B4,1451.2973218178995,1292.0597569788636,1095.1206001032174,10404.876778041506,1.8189894035458565e-12
2025-06-10,B1,1299.6338296233364,1401.923358399364,,,0.0
2025-06-10,B3,1292.0597569788622,1424.6647880448133,1573.1474576404594,,1.8189894035458565e-12
2025-06-10,B4,1292.0597569788636,1430.8683455139512,893.805141777064,8278.346382816873,3.637978807091713e-12
2025-06-11,B1,1401.923358399364,1435.355939915998,,,0.0
2025-06-11,B3,1424.6647880448133,1393.300134364244,2482.582972828108,,4.433786671143025e-12
2025-06-11,B4,1430.8683455139512,1440.9444055504941,1021.9834876441379,8799.758267539117,1.8189894035458565e-12
2025-06-12,B1,1435.355939915998,1587.986471848687,,,0.0
2025-06-12,B3,1393.300134364244,1678.7218637416925,2244.2970486447566,,3.183231456205249e-12
2025-06-12,B4,1440.9444055504941,1678.7218637416925,1085.269680086591,11124.673399196066,1.8189894035458565e-12
2025-06-13,B1,1587.986471848687,1542.0608798575936,,,0.0
2025-06-13,B3,1678.7218637416925,1454.6106602075376,1706.4683955024782,,7.617018127348274e-12
2025-06-13,B4,1678.7218637416925,1529.7002422405994,1159.8896470795669,13189.71323661902,1.8189894035458565e-12
2025-06-14,B1,1542.0608798575936,1373.6964427854032,,,0.0
2025-06-14,B3,1454.6106602075376,1509.019812560406,2548.9840287468937,,2.9473312679328956e-10
2025-06-14,B4,1529.7002422405994,1525.6596920246093,2264.5701655862003,30779.51251328621,1.8189894035458565e-12
2025-06-15,B1,1373.6964427854032,1596.7502342192768,,,0.0
2025-06-15,B3,1509.019812560406,1537.7904800958236,3734.231997904474,,1.6825651982799172e-11
2025-06-15,B4,1525.6596920246093,1522.9207802890433,2784.219232298461,28762.691777933742,1.8189894035458565e-12
2025-06-16,B1,1596.7502342192768,1564.7681882822858,,,0.0
2025-06-16,B3,1537.7904800958236,1623.8775579389521,5434.133928050347,,7.275957614183426e-12
2025-06-16,B4,1522.9207802890433,1661.2692941492824,1879.3892366472733,16483.36064773182,1.8189894035458565e-12
2025-06-17,B1,1564.7681882822858,1315.549702206753,,,0.0
2025-06-17,B3,1623.8775579389521,1281.6594603126482,4694.921773203046,,1.1993961379630491e-11
2025-06-17,B4,1661.2692941492824,1284.341016901664,3243.102801591101,27850.76924434058,1.8189894035458565e-12
2025-06-18,B1,1315.549702206753,1516.0244569542322,,,0.0
2025-06-18,B3,1281.6594603126482,1463.2808985557642,4182.461097833263,,7.886669095569232e-11
2025-06-18,B4,1284.341016901664,1487.499844753205,2873.9424940953677,27330.711993166842,1.8189894035458565e-12
2025-06-19,B1,1516.0244569542322,1200.0,,,0.0
2025-06-19,B3,1463.2808985557642,1200.0,4353.638422173777,,9.322320693172514e-12
2025-06-19,B4,1487.499844753205,1200.0,2889.7524055313384,23063.739470501234,1.8189894035458565e-12
2025-06-20,B1,1200.0,1722.342865600751,,,0.0
2025-06-20,B3,1200.0,1703.410185591821,2537.959284830316,,4.490630090003833e-12
2025-06-20,B4,1200.0,1703.4101855918204,1922.8923417952806,22809.479165373283,1.8189894035458565e-12
2025-06-21,B1,1722.342865600751,1682.5198771761313,,,0.0
2025-06-21,B3,1703.410185591821,1748.1772195966926,786.1874616690508,,7.503331289626658e-12
2025-06-21,B4,1703.4101855918204,1717.555096149389,664.6016867526864,10635.13538207968,1.8189894035458565e-12
2025-06-22,B1,1682.5198771761313,1200.0,,,0.0
2025-06-22,B3,1748.1772195966926,1200.0,5154.46483019424,,9.549694368615746e-12
2025-06-22,B4,1717.555096149389,1215.7687659162727,3919.9301352682505,47521.00754456722,1.8189894035458565e-12
2025-06-23,B1,1200.0,1369.9442897454207,,,0.0
2025-06-23,B3,1200.0,1525.6834984472725,2606.5823649901613,,1.6825651982799172e-11
2025-06-23,B4,1215.7687659162727,1536.7846290836098,2534.3426588885704,25973.910766344896,1.8189894035458565e-12
2025-06-24,B1,1369.9442897454207,1522.037147887724,,,0.0
2025-06-24,B3,1525.6834984472725,1517.5126942321072,3891.2334998025126,,7.275957614183426e-12
2025-06-24,B4,1536.7846290836098,1546.7016014448504,2626.6354962987734,22456.994644210306,1.8189894035458565e-12
2025-06-25,B1,1522.037147887724,1336.5510495647038,,,0.0
2025-06-25,B3,1517.5126942321072,1385.8756035739127,3069.364099416582,,8.29913915367797e-12
2025-06-25,B4,1546.7016014448504,1427.9465492237805,2791.2578423506893,34814.047919111756,1.8189894035458565e-12
2025-06-26,B1,1336.5510495647038,1200.0,,,0.0
2025-06-26,B3,1385.8756035739127,1200.0,3993.8729197748225,,4.547473508864641e-12
2025-06-26,B4,1427.9465492237805,1211.8160299524868,1802.8548878599602,12966.820200008126,1.8189894035458565e-12
2025-06-27,B1,1200.0,1301.5312623086982,,,0.0
2025-06-27,B3,1200.0,1270.631425716405,3296.5115904363433,,4.632738637155853e-12
2025-06-27,B4,1211.8160299524868,1288.0090341581647,1883.6963667322466,19710.810097106107,1.8189894035458565e-12
2025-06-28,B1,1301.5312623086982,1226.365568556518,,,0.0
2025-06-28,B3,1270.631425716405,1224.1833201917002,1115.0551807596244,,8.481038094032556e-11
2025-06-28,B4,1288.0090341581647,1200.0,964.2565568100503,8909.878636923657,1.8189894035458565e-12
2025-06-29,B1,1226.365568556518,1225.5452851313376,,,0.0
2025-06-29,B3,1224.1833201917002,1289.3670790119124,4799.577334551223,,1.8189894035458565e-12
2025-06-29,B4,1200.0,1200.0,3549.6462780471566,25492.354068970548,1.8189894035458565e-12
2025-06-30,B1,1225.5452851313376,1270.4837152581647,,,0.0
2025-06-30,B3,1289.3670790119124,1322.9185181245305,3880.159610629109,,1.693933882052079e-11
2025-06-30,B4,1200.0,1342.6343532535068,1774.5830412084863,16008.499170700372,1.8189894035458565e-12
2025-07-01,B1,1270.4837152581647,1200.0,,,0.0
2025-07-01,B3,1322.9185181245305,1200.0,1572.2726845000166,,9.777068044058979e-12
2025-07-01,B4,1342.6343532535068,1200.0,1244.2714018351949,10821.058142315378,1.8189894035458565e-12
2025-07-02,B1,1200.0,1200.0,,,0.0
2025-07-02,B3,1200.0,1200.0,1436.3936518398084,,9.549694368615746e-12
2025-07-02,B4,1200.0,1200.0,1180.3676138144963,10579.199019486357,1.8189894035458565e-12
2025-07-03,B1,1200.0,1200.0,,,0.0
2025-07-03,B3,1200.0,1200.0,2560.072843171013,,2.1827872842550278e-11
2025-07-03,B4,1200.0,1200.0,793.5456137301636,8249.023058333882,2.2737367544323206e-12
2025-07-04,B1,1200.0,1200.0,,,0.0
2025-07-04,B3,1200.0,1200.0,1749.324213361402,,1.8189894035458565e-12
2025-07-04,B4,1200.0,1200.0,1122.472486665364,6793.403363576697,3.637978807091713e-12
2025-07-05,B1,1200.0,1200.0,,,0.0
2025-07-05,B3,1200.0,1200.0,2014.115839391025,,1.8189894035458565e-12
2025-07-05,B4,1200.0,1200.0,987.8068939809126,8453.547858600783,1.8189894035458565e-12
2025-07-06,B1,1200.0,1200.0,,,0.0
2025-07-06,B3,1200.0,1200.0,4983.3642377633205,,1.000444171950221e-11
2025-07-06,B4,1200.0,1200.0,3286.3091319659666,43764.76746160247,1.8189894035458565e-12
2025-07-07,B1,1200.0,1200.0,,,0.0
2025-07-07,B3,1200.0,1200.0,2424.227834035254,,1.5120349416974932e-11
2025-07-07,B4,1200.0,1200.0,1096.2633156203674,12317.650844234286,1.8189894035458565e-12
2025-07-08,B1,1200.0,1628.9264291916027,,,0.0
2025-07-08,B3,1200.0,1594.4164670918635,2716.6502493395915,,6.616573955398053e-11
2025-07-08,B4,1200.0,1594.4164670918635,1602.1789293645809,10397.813401897165,1.8189894035458565e-12
2025-07-09,B1,1628.9264291916027,1797.3123523535132,,,0.0
2025-07-09,B3,1594.4164670918635,1732.3073479462832,1382.0060317785483,,8.412825991399586e-12
2025-07-09,B4,1594.4164670918635,1761.6517226275378,791.0550665109924,7614.066660673573,1.8189894035458565e-12
2025-07-10,B1,1797.3123523535132,1200.0,,,0.0
2025-07-10,B3,1732.3073479462832,1269.08105637089,2695.876796785063,,3.7402969610411674e-11
2025-07-10,B4,1761.6517226275378,1269.08105637089,1194.5446343166177,10659.430067087955,1.8189894035458565e-12
2025-07-11,B1,1200.0,1959.76164522527,,,0.0
2025-07-11,B3,1269.08105637089,1897.6336789078846,1306.7005847593723,,1.8189894035458565e-12
2025-07-11,B4,1269.08105637089,1897.633678907883,963.8461726118344,10509.302256087121,1.8189894035458565e-12
2025-07-12,B1,1959.76164522527,1378.1333218283175,,,0.0
2025-07-12,B3,1897.6336789078846,1496.5286687618948,2106.0857582357935,,3.183231456205249e-12
2025-07-12,B4,1897.633678907883,1372.303147880645,1380.4105748164902,15807.83337472885,1.8189894035458565e-12
2025-07-13,B1,1378.1333218283175,1560.9764192281652,,,0.0
2025-07-13,B3,1496.5286687618948,1327.0083300277254,2794.9841943457423,,3.115019353572279e-11
2025-07-13,B4,1372.303147880645,1324.1651085838714,1971.7165177238633,12488.370329760448,3.637978807091713e-12
2025-07-14,B1,1560.9764192281652,1548.4091333960478,,,0.0
2025-07-14,B3,1327.0083300277254,1530.2800630211248,1626.7676906119505,,5.4569682106375694e-12
2025-07-14,B4,1324.1651085838714,1530.2800630211225,800.2651844954554,7404.68272112735,1.8189894035458565e-12
2025-07-15,B1,1548.4091333960478,1842.0030031474573,,,0.0
2025-07-15,B3,1530.2800630211248,1849.7240134095168,2543.504996632201,,4.411049303598702e-11
2025-07-15,B4,1530.2800630211225,1849.7240134095168,935.2650565716962,8007.427942140703,3.637978807091713e-12
2025-07-16,B1,1842.0030031474573,1338.022004532008,,,0.0
2025-07-16,B3,1849.7240134095168,1427.8197496428052,3340.6669088303456,,4.650502205549856e-12
2025-07-16,B4,1849.7240134095168,1427.8197496428047,1423.5646570741894,13825.209262736938,1.8189894035458565e-12
2025-07-17,B1,1338.022004532008,1292.438078086213,,,0.0
2025-07-17,B3,1427.8197496428052,1463.1537856788004,1410.696522706814,,2.3646862246096134e-11
2025-07-17,B4,1427.8197496428047,1482.1515851039699,916.9800084805022,10959.993768724482,1.8189894035458565e-12
2025-07-18,B1,1292.438078086213,1734.368827407151,,,0.0
2025-07-18,B3,1463.1537856788004,1731.1591661098812,4021.4837064004537,,1.8189894035458565e-12
2025-07-18,B4,1482.1515851039699,1648.8868728025768,2451.807617687665,18550.117779293723,1.8189894035458565e-12
2025-07-19,B1,1734.368827407151,1325.1248110526724,,,0.0
2025-07-19,B3,1731.1591661098812,1304.7905132693652,2607.3972563701627,,1.8189894035458565e-12
2025-07-19,B4,1648.8868728025768,1302.347176174189,995.5778361192566,7175.338926654654,1.8189894035458565e-12
2025-07-20,B1,1325.1248110526724,1318.9536758783147,,,0.0
2025-07-20,B3,1304.7905132693652,1395.3124222782901,1990.2478957412645,,5.343281372915953e-12
2025-07-20,B4,1302.347176174189,1356.2336665419466,1741.863533171448,25517.51562051277,1.8189894035458565e-12
2025-07-21,B1,1318.9536758783147,1830.9621269282693,,,0.0
2025-07-21,B3,1395.3124222782901,1851.2222839411133,3747.6072531900036,,3.2741809263825417e-11
2025-07-21,B4,1356.2336665419466,1851.2222839411122,2452.8081917605505,20362.7502736318,1.8189894035458565e-12
2025-07-22,B1,1830.9621269282693,1392.6901032367798,,,0.0
2025-07-22,B3,1851.2222839411133,1444.1414382422631,3497.881894943963,,5.002220859751105e-12
2025-07-22,B4,1851.2222839411122,1476.8011001228267,2560.6730315348677,26711.245348290184,1.8189894035458565e-12
2025-07-23,B1,1392.6901032367798,1373.9025179595699,,,0.0
2025-07-23,B3,1444.1414382422631,1471.1877647882866,1344.6274252772591,,1.3642420526593924e-11
2025-07-23,B4,1476.8011001228267,1471.1877647882889,849.2486619571068,7756.504396723299,1.8189894035458565e-12
2025-07-24,B1,1373.9025179595699,1373.6988856831279,,,0.0
2025-07-24,B3,1471.1877647882866,1439.9426289033856,3075.491699173525,,1.3415046851150692e-11
2025-07-24,B4,1471.1877647882889,1439.942628903387,938.2483508548133,8107.953452510033,2.2737367544323206e-12
2025-07-25,B1,1373.6988856831279,1546.331590710728,,,0.0
2025-07-25,B3,1439.9426289033856,1638.6393502890987,1718.5643977905331,,1.8189894035458565e-12
2025-07-25,B4,1439.942628903387,1638.6393502890987,1354.5482877673553,10960.50588131306,1.8189894035458565e-12
2025-07-26,B1,1546.331590710728,1368.3261734970768,,,0.0
2025-07-26,B3,1638.6393502890987,1433.8913548923317,1502.3451298246312,,1.8189894035458565e-12
2025-07-26,B4,1638.6393502890987,1438.5716015915198,1395.0978117269228,15560.731547807165,1.8189894035458565e-12
2025-07-27,B1,1368.3261734970768,1327.6137569215255,,,0.0
2025-07-27,B3,1433.8913548923317,1221.0513966373735,4481.011631506074,,5.002220859751105e-12
2025-07-27,B4,1438.5716015915198,1253.775410218046,2691.7387609238135,28379.09184071189,1.8189894035458565e-12
2025-07-28,B1,1327.6137569215255,1507.6930619128814,,,0.0
2025-07-28,B3,1221.0513966373735,1734.218712910785,3029.805150848188,,9.094947017729282e-12
2025-07-28,B4,1253.775410218046,1734.218712910785,1542.1101908684589,9902.323651144328,1.8189894035458565e-12
2025-07-29,B1,1507.6930619128814,1565.94550678119,,,0.0
2025-07-29,B3,1734.218712910785,1484.8894845838722,5879.488293937666,,5.002220859751105e-12
2025-07-29,B4,1734.218712910785,1483.0615643038998,2606.0336792831777,21948.793947406157,1.8189894035458565e-12
2025-07-30,B1,1565.94550678119,1587.2920295058082,,,0.0
2025-07-30,B3,1484.8894845838722,1575.6569954891668,2954.1629696971454,,1.2050804798491299e-11
2025-07-30,B4,1483.0615643038998,1635.2167516921793,1494.2755773974377,10070.314143321702,9.094947017729282e-13
2025-07-31,B1,1587.2920295058082,1200.0,,,0.0
2025-07-31,B3,1575.6569954891668,1200.0,5084.699825003652,,7.16227077646181e-12
2025-07-31,B4,1635.2167516921793,1200.0,3110.3259084340834,30502.630985046904,3.637978807091713e-12
2025-08-01,B1,1200.0,1460.6176694851877,,,0.0
2025-08-01,B3,1200.0,1361.6815012759157,3412.1624640700566,,1.8189894035458565e-12
2025-08-01,B4,1200.0,1435.1817687117718,584.6481494716045,6439.371364646053,1.8189894035458565e-12
2025-08-02,B1,1460.6176694851877,1270.047743706145,,,0.0
2025-08-02,B3,1361.6815012759157,1348.44911203525,1692.6776566257404,,6.821210263296962e-12
2025-08-02,B4,1435.1817687117718,1399.7312690347808,715.391713383644,7650.285204032966,1.8189894035458565e-12
2025-08-03,B1,1270.047743706145,1200.0,,,0.0
2025-08-03,B3,1348.44911203525,1245.2752167169203,2751.103192101772,,1.2732925824820995e-11
2025-08-03,B4,1399.7312690347808,1200.0,2084.828709818148,26234.91923129859,1.8189894035458565e-12
2025-08-04,B1,1200.0,1492.0205638363145,,,0.0
2025-08-04,B3,1245.2752167169203,1200.0,4301.067882853105,,1.0231815394945443e-11
2025-08-04,B4,1200.0,1354.172543391983,3066.497988921607,34151.98963020993,1.8189894035458565e-12
2025-08-05,B1,1492.0205638363145,1478.8382534671641,,,0.0
2025-08-05,B3,1200.0,1535.782156167071,3696.348147615158,,2.9558577807620168e-12
2025-08-05,B4,1354.172543391983,1690.515182367716,1424.5836195428446,20902.86808983516,1.8189894035458565e-12
2025-08-06,B1,1478.8382534671641,1200.0,,,0.0
2025-08-06,B3,1535.782156167071,1515.4699190323927,2987.6346814366075,,6.366462912410498e-12
2025-08-06,B4,1690.515182367716,1574.344303173389,1116.1800450794592,18509.024239654573,1.8189894035458565e-12
2025-08-07,B1,1200.0,1200.0,,,0.0
2025-08-07,B3,1515.4699190323927,1223.058034726834,2914.058458072556,,1.432454155292362e-11
2025-08-07,B4,1574.344303173389,1223.058034726834,2167.492494917742,21676.792341304616,1.8189894035458565e-12
2025-08-08,B1,1200.0,1372.419833768275,,,0.0
2025-08-08,B3,1223.058034726834,1305.2277839038325,4114.429829334591,,1.8189894035458565e-12
2025-08-08,B4,1223.058034726834,1459.6448927007455,2420.560543622247,18815.56333331371,1.8189894035458565e-12
2025-08-09,B1,1372.419833768275,1200.0,,,0.0
2025-08-09,B3,1305.2277839038325,1267.7274446360368,2210.716488310381,,1.8189894035458565e-12
2025-08-09,B4,1459.6448927007455,1321.1641551679886,1173.21136630244,13597.658543906467,1.8189894035458565e-12
2025-08-10,B1,1200.0,1319.5027311816993,,,0.0
2025-08-10,B3,1267.7274446360368,1255.4288395262288,1032.3829913874324,,1.4551915228366852e-11
2025-08-10,B4,1321.1641551679886,1277.040947966564,973.5460982888554,10874.164189492549,6.366462912410498e-12
2025-08-11,B1,1319.5027311816993,1239.0365449473445,,,0.0
2025-08-11,B3,1255.4288395262288,1265.6752571667253,3446.3474310198435,,9.777068044058979e-12
2025-08-11,B4,1277.040947966564,1249.8160514357057,1772.416980061064,20450.747897889483,1.8189894035458565e-12
2025-08-12,B1,1239.0365449473445,1287.4930925269919,,,0.0
2025-08-12,B3,1265.6752571667253,1242.0431327062593,3558.386246673816,,1.0686562745831907e-11
2025-08-12,B4,1249.8160514357057,1214.7360017091435,2137.820264292908,25688.242795271068,1.8189894035458565e-12
2025-08-13,B1,1287.4930925269919,1350.5951439345943,,,0.0
2025-08-13,B3,1242.0431327062593,1265.0406535517864,3403.2660684913453,,8.86757334228605e-12
2025-08-13,B4,1214.7360017091435,1236.7573592330561,1412.235208947746,20283.616667868606,1.8189894035458565e-12
2025-08-14,B1,1350.5951439345943,1200.0,,,0.0
2025-08-14,B3,1265.0406535517864,1200.0,2707.2441401317537,,7.275957614183426e-12
2025-08-14,B4,1236.7573592330561,1200.0,1092.1135311458663,18111.062834376502,1.8189894035458565e-12
2025-08-15,B1,1200.0,1200.0,,,0.0
2025-08-15,B3,1200.0,1200.0,2935.1726749677614,,1.8189894035458565e-12
2025-08-15,B4,1200.0,1290.729767112345,571.2086346126423,6165.190165493223,1.8189894035458565e-12
2025-08-16,B1,1200.0,1200.0,,,0.0
2025-08-16,B3,1200.0,1277.9580598368188,1574.022142041146,,1.8189894035458565e-12
2025-08-16,B4,1290.729767112345,1247.1892723446276,1445.829418178378,27406.70159806793,1.8189894035458565e-12
2025-08-17,B1,1200.0,1200.0,,,0.0
2025-08-17,B3,1277.9580598368188,1225.6829507314528,2784.806239981746,,7.275957614183426e-12
2025-08-17,B4,1247.1892723446276,1225.6829507314533,2142.760412948731,31152.920275467462,1.8189894035458565e-12
2025-08-18,B1,1200.0,1542.2054767273248,,,0.0
2025-08-18,B3,1225.6829507314528,1370.3871148340756,3042.4234307189863,,3.069544618483633e-12
2025-08-18,B4,1225.6829507314533,1432.9960465897723,2050.3264219449047,25264.166256498407,9.094947017729282e-13
2025-08-19,B1,1542.2054767273248,1412.0034694189283,,,0.0
2025-08-19,B3,1370.3871148340756,1342.1749016507677,1088.9718078808498,,9.094947017729282e-12
2025-08-19,B4,1432.9960465897723,1363.70025354459,655.4637235230817,5186.111438465938,1.8189894035458565e-12
2025-08-20,B1,1412.0034694189283,1200.0,,,0.0
2025-08-20,B3,1342.1749016507677,1200.0,4047.75492740572,,1.261923898709938e-11
2025-08-20,B4,1363.70025354459,1200.0,2612.1560264557315,30106.041444771447,1.8189894035458565e-12
2025-08-21,B1,1200.0,1200.0,,,0.0
2025-08-21,B3,1200.0,1203.499617347737,3469.391548446965,,4.604316927725449e-12
2025-08-21,B4,1200.0,1200.0,3212.2473382732232,37236.81360896448,1.8189894035458565e-12
2025-08-22,B1,1200.0,1200.0,,,0.0
2025-08-22,B3,1203.499617347737,1289.3955578392884,4026.077434607159,,1.8189894035458565e-12
2025-08-22,B4,1200.0,1200.0,2116.2279341092067,16582.164194343324,1.8189894035458565e-12
2025-08-23,B1,1200.0,1200.0,,,0.0
2025-08-23,B3,1289.3955578392884,1200.0,1995.1873975321394,,1.8189894035458565e-12
2025-08-23,B4,1200.0,1200.0,1886.2393137554855,19872.468661422987,1.8189894035458565e-12
2025-08-24,B1,1200.0,1200.0,,,0.0
2025-08-24,B3,1200.0,1274.5042545389897,2469.216477584772,,4.547473508864641e-12
2025-08-24,B4,1200.0,1211.8479118815737,1911.9306878789625,23858.850094587167,1.8189894035458565e-12
2025-08-25,B1,1200.0,1577.3341406364339,,,0.0
2025-08-25,B3,1274.5042545389897,1496.9304603060427,3809.614344986933,,9.606537787476555e-12
2025-08-25,B4,1211.8479118815737,1573.4936755318731,2960.163944258998,36348.63757034812,1.8189894035458565e-12
2025-08-26,B1,1577.3341406364339,1643.717369262035,,,0.0
2025-08-26,B3,1496.9304603060427,1740.152382182995,2294.137167084673,,5.002220859751105e-12
2025-08-26,B4,1573.4936755318731,1742.8449570130222,1908.4339503416345,18985.24429461426,1.8189894035458565e-12
2025-08-27,B1,1643.717369262035,1372.9540077116612,,,0.0
2025-08-27,B3,1740.152382182995,1271.6961508123925,4089.7501404642903,,6.480149750132114e-12
2025-08-27,B4,1742.8449570130222,1235.4433377508567,3454.5936338408947,37583.8086183997,1.8189894035458565e-12
2025-08-28,B1,1372.9540077116612,1200.0,,,0.0
2025-08-28,B3,1271.6961508123925,1265.0406535517973,2318.3589098106254,,1.750777300912887e-11
2025-08-28,B4,1235.4433377508567,1265.0406535517864,1779.164964188726,12769.881652716345,1.8189894035458565e-12
2025-08-29,B1,1200.0,1705.061444426575,,,0.0
2025-08-29,B3,1265.0406535517973,1524.412698135876,4031.003943784825,,1.8189894035458565e-12
2025-08-29,B4,1265.0406535517864,1531.576254628294,2505.9034201174754,22134.034542516958,1.8189894035458565e-12
2025-08-30,B1,1705.061444426575,1200.0,,,0.0
2025-08-30,B3,1524.412698135876,1200.6658218699235,1984.1774806026556,,1.8189894035458565e-12
2025-08-30,B4,1531.576254628294,1200.6658218699235,1799.955938701777,23435.23305217215,1.8189894035458565e-12
2025-08-31,B1,1200.0,1200.0,,,0.0
2025-08-31,B3,1200.6658218699235,1238.3287833834868,2077.1030568396486,,1.4551915228366852e-11
2025-08-31,B4,1200.6658218699235,1275.012554293193,1892.6289088028348,32240.55587504581,1.8189894035458565e-12
2025-09-01,B1,1200.0,3046.9013733020956,,,0.0
2025-09-01,B3,1238.3287833834868,3370.5223639759424,1298.2443598068953,,1.0629719326971099e-11
2025-09-01,B4,1275.012554293193,3349.7245055786507,805.8035791806187,8175.713878599902,1.8189894035458565e-12
2025-09-02,B1,3046.9013733020956,2619.538519080166,,,0.0
2025-09-02,B3,3370.5223639759424,2988.672148960849,1465.4339266624534,,1.8189894035458565e-12
2025-09-02,B4,3349.7245055786507,3005.695794718933,914.5115849341668,8601.721087746013,1.8189894035458565e-12
2025-09-03,B1,2619.538519080166,2775.0428878905122,,,0.0
2025-09-03,B3,2988.672148960849,3014.944173682331,1336.4055511662307,,1.8189894035458565e-12
2025-09-03,B4,3005.695794718933,3047.4932270373806,801.1061433158819,9194.459078440166,1.8189894035458565e-12
2025-09-04,B1,2775.0428878905122,2401.362510947936,,,0.0
2025-09-04,B3,3014.944173682331,2500.704801454884,1416.9104058932376,,1.8189894035458565e-12
2025-09-04,B4,3047.4932270373806,2416.885966850883,936.785856484101,9570.015490225282,1.8189894035458565e-12
2025-09-05,B1,2401.362510947936,2728.99990919054,,,0.0
2025-09-05,B3,2500.704801454884,2948.918155868839,459.21569564462226,,1.8189894035458565e-12
2025-09-05,B4,2416.885966850883,3080.146610277976,379.15369609809903,2218.005239077973,1.8189894035458565e-12
2025-09-06,B1,2728.99990919054,2809.1897030183327,,,0.0
2025-09-06,B3,2948.918155868839,2809.544077242651,3158.562666717176,,1.8189894035458565e-12
2025-09-06,B4,3080.146610277976,2643.7531810920236,1248.9533431103778,9173.563237500877,9.094947017729282e-13
2025-09-07,B1,2809.1897030183327,2157.5177548348274,,,0.0
