branch,policy,date,initial_soc_kwh,actual_causal_emergency_cost_yuan,fixed_g_perfect_information_emergency_cost_yuan,causal_execution_gap_yuan,actual_emergency_purchase_kwh,perfect_information_emergency_purchase_kwh,perfect_information_terminal_soc_kwh
Q2,B3,2025-07-05,1200.0,36162.56953630595,19567.65809249354,16594.91144381241,9547.624174818284,6193.823253769191,1200.0
Q2,B3,2025-07-06,1200.0,62891.23277849288,48645.021520474766,14246.211258018113,16557.354630829344,14552.659421098324,1200.0
Q2,B3,2025-07-07,1200.0,19207.160293919518,94.7966883029089,19112.36360561661,5034.407186334196,14.072098018690554,1200.0
Q2,B3,2025-07-08,1200.0,2311.1199474907685,0.0,2311.1199474907685,585.6220184156039,0.0,1200.0
Q2,B3,2025-07-09,1594.4164670918635,1498.1385285693405,0.0,1498.1385285693405,404.49618313876067,0.0,1200.0
Q2,B3,2025-07-10,1732.3073479462832,804.9907025849924,0.0,804.9907025849924,262.01381923849726,0.0,1200.0
Q2,B3,2025-07-11,1269.08105637089,2053.8083242688094,0.0,2053.8083242688094,768.2061796423143,0.0,1200.0
Q2,B3,2025-07-12,1897.6336789078848,944.1553123096121,0.0,944.1553123096121,277.31243331209623,0.0,1200.0
Q2,B3,2025-07-13,1496.5286687618948,1079.2951728612315,94.412524294339,984.8826485668926,232.700265972272,14.042057113276996,1200.0
Q2,B3,2025-07-14,1327.0083300277254,183.94224319886533,0.0,183.94224319886533,40.79942355948454,0.0,1200.0
Q2,B3,2025-07-15,1530.2800630211248,510.30934994418016,0.0,510.30934994418016,169.0837181196612,0.0,1200.0
Q2,B3,2025-07-16,1849.7240134095168,2148.211107282972,0.0,2148.211107282972,617.9818381748619,0.0,1200.0
Q2,B3,2025-07-17,1427.8197496428052,8430.086420346737,0.0,8430.086420346737,1892.7403249311938,0.0,1200.0
Q2,B3,2025-07-18,1463.1537856788004,2933.6623452810836,0.0,2933.6623452810836,1086.9776042693693,0.0,1200.0
Q2,B3,2025-07-19,1731.1591661098812,1331.0749650734467,0.0,1331.0749650734467,456.7476394792729,0.0,1200.0
Q2,B3,2025-07-20,1304.7905132693652,4683.601479562576,0.0,4683.601479562576,1395.5433974332377,0.0,1200.0
Q2,B3,2025-07-21,1395.31242227829,1469.5108582042521,0.0,1469.5108582042521,421.32894208187747,0.0,1200.0
Q2,B3,2025-07-22,1851.2222839411131,3105.4068206444094,0.0,3105.4068206444094,905.4566217809942,0.0,1200.0
Q2,B3,2025-07-23,1444.1414382422631,2252.9846980446464,0.0,2252.9846980446464,570.7118400752182,0.0,1200.0
Q2,B3,2025-07-24,1471.1877647882866,8094.5738741033365,0.0,8094.5738741033365,2236.203905931119,0.0,1200.0
Q2,B3,2025-07-25,1439.9426289033856,146.98158131925913,0.0,146.98158131925913,67.71738908559777,0.0,1200.0
Q2,B3,2025-07-26,1638.6393502890987,1401.4955504086324,0.0,1401.4955504086324,634.4228221665443,0.0,1200.0
Q2,B3,2025-07-27,1433.8913548923315,12789.389555542879,3731.5220402471846,9057.867515295695,2955.7561904943877,1387.525401887938,1200.0
Q2,B3,2025-07-28,1221.0513966373735,11436.967593018555,0.0,11436.967593018555,3098.203239119978,0.0,1200.0
Q2,B3,2025-07-29,1734.218712910785,2666.744690255106,0.0,2666.744690255106,866.3018972890792,0.0,1200.0
Q2,B3,2025-07-30,1484.8894845838722,1938.2415787514649,0.0,1938.2415787514649,540.5484275762135,0.0,1200.0
Q2,B3,2025-07-31,1575.6569954891668,8376.870570875959,0.0,8376.870570875959,2130.677031039122,0.0,1200.0
Q2,B3,2025-08-01,1200.0,686.6999436930748,0.0,686.6999436930748,293.58044119738554,0.0,1200.0
Q2,B3,2025-08-02,1361.6815012759157,36.96770207841115,0.0,36.96770207841115,16.937594276376537,0.0,1200.0
Q2,B3,2025-08-03,1348.44911203525,4362.520380361472,0.0,4362.520380361472,954.6385909857624,0.0,1200.0
Q2,B3,2025-08-04,1245.2752167169203,488.30524647458867,0.0,488.30524647458867,224.95696280995634,0.0,1200.0
Q2,B3,2025-08-05,1200.0,438.826182398565,0.0,438.826182398565,199.96697781930237,0.0,1200.0
Q2,B3,2025-08-06,1535.782156167071,10284.406476598022,0.0,10284.406476598022,2896.0127258628345,0.0,1200.0
Q2,B3,2025-08-07,1515.469919032393,1260.5039033887595,660.0711187241849,600.4327846645746,575.8203409124769,313.22804298990854,1200.0
Q2,B3,2025-08-08,1223.058034726834,1764.9852621085765,0.0,1764.9852621085765,400.3139516305159,0.0,1200.0
Q2,B3,2025-08-09,1305.2277839038325,4352.769869501784,0.0,4352.769869501784,1310.8227582669588,0.0,1200.0
Q2,B3,2025-08-10,1267.7274446360368,9534.147291665637,0.0,9534.147291665637,2990.2685164528393,0.0,1200.0
Q2,B3,2025-08-11,1255.4288395262288,1873.35464342149,754.6627279234607,1118.6919154980292,569.4898211920196,118.91073674085835,1200.0
Q2,B3,2025-08-12,1265.6752571667253,9897.489520774347,1779.7913214709506,8117.698199303396,3151.2659388351144,850.5348859033519,1200.0
Q2,B3,2025-08-13,1242.0431327062593,5577.965789255635,1.1697011959438852,5576.796088059691,2233.3099747668357,0.17350755706354448,1200.0
Q2,B3,2025-08-14,1265.0406535517864,12844.33188101892,226.9931815843791,12617.33869943454,2930.430695569029,105.92700654996165,1200.0
Q2,B3,2025-08-15,1200.0,1810.1185264572468,0.0,1810.1185264572468,591.4752789029925,0.0,1200.0
Q2,B3,2025-08-16,1200.0,2395.8208810509714,0.0,2395.8208810509714,799.0174836879797,0.0,1200.0
Q2,B3,2025-08-17,1277.9580598368188,9778.343947097768,1013.3727127030728,8764.971234394696,2235.47170272938,234.29386770531124,1200.0
Q2,B3,2025-08-18,1225.6829507314528,5002.015566615626,0.0,5002.015566615626,1245.2152403380232,0.0,1200.0
Q2,B3,2025-08-19,1370.3871148340756,3116.586547771992,125.97397778994514,2990.612569982047,1075.9101187408244,18.669942380106363,1200.0
Q2,B3,2025-08-20,1342.1749016507677,22483.038592704983,11362.509689857246,11120.528902847736,6756.693296395664,4802.546048227643,1200.0
Q2,B3,2025-08-21,1200.0,7177.274870965933,477.99542550037836,6699.279445465554,2325.927375262898,154.3367260712028,1200.0
Q2,B3,2025-08-22,1203.499617347737,6291.8480787044955,1780.0847918773597,4511.763286827136,1737.7061411428933,381.22210380238363,1200.0
Q2,B3,2025-08-23,1289.3955578392884,1877.6334792382554,0.0,1877.6334792382554,573.2176005722303,0.0,1200.0
Q2,B3,2025-08-24,1200.0,11205.981435966318,0.0,11205.981435966318,2753.596657745152,0.0,1200.0
Q2,B3,2025-08-25,1274.5042545389897,15263.42735447955,4612.514519489108,10650.912834990442,4852.034687665166,2050.491802346686,1200.0
Q2,B3,2025-08-26,1496.9304603060427,2218.750501143015,0.0,2218.750501143015,473.96746210204475,0.0,1200.0
Q2,B3,2025-08-27,1740.152382182995,8731.578959575858,0.0,8731.578959575858,2470.4782996883227,0.0,1200.0
Q2,B3,2025-08-28,1271.6961508123925,16102.495964212492,6487.692559878855,9614.803404333637,5651.979737821342,2933.886352641247,1200.0
Q2,B3,2025-08-29,1265.0406535517973,1762.2715114708328,0.0,1762.2715114708328,470.3280616262078,0.0,1200.0
Q2,B3,2025-08-30,1524.412698135876,1390.5976858613526,0.0,1390.5976858613526,483.78337118223453,0.0,1200.0
Q2,B3,2025-08-31,1200.6658218699235,6295.411964644041,0.0,6295.411964644041,2029.8528563779187,0.0,1200.0
Q2,B3,2025-09-01,1238.3287833834868,0.0,0.0,0.0,0.0,0.0,1200.0
Q2,B3,2025-09-02,3370.5223639759424,3034.479488341954,0.0,3034.479488341954,655.0084125031898,0.0,1200.0
Q2,B3,2025-09-03,2988.672148960849,272.05093008614637,0.0,272.05093008614637,71.06014515577384,0.0,1200.0
Q2,B3,2025-09-04,3014.944173682331,1902.3615087582757,0.0,1902.3615087582757,434.23480107201925,0.0,1200.0
Q2,B3,2025-09-05,2500.704801454884,588.6026882179884,0.0,588.6026882179884,252.56215562114187,0.0,1200.0
Q2,B3,2025-09-06,2948.918155868839,1400.8452265982055,0.0,1400.8452265982055,359.50513052141144,0.0,1200.0
Q2,B3,2025-09-07,2809.544077242651,3306.863405498825,0.0,3306.863405498825,1060.870651071495,0.0,1200.0
Q2,B3,2025-09-08,2175.7831604339526,30790.203400486593,24777.88521596112,6012.318184525473,9024.571997067967,7777.007773636302,1200.0
Q2,B3,2025-09-09,1200.0,14135.565916724878,7896.29371360659,6239.2722031182875,3670.730255161145,1798.094393517488,1200.0
Q2,B3,2025-09-10,1200.0,34407.45445669361,22588.866194335562,11818.588262358047,9461.94848157583,8509.382466491656,1200.0
Q2,B3,2025-09-11,1200.0,16739.63025940787,9595.778170392494,7143.852089015376,4158.016691111311,2635.0035656539926,1200.0
Q2,B3,2025-09-12,1200.0,9701.195351050686,7165.778342685247,2535.41700836544,2943.133150872515,2671.669179813299,1200.0
Q2,B3,2025-09-13,1200.0,12172.406706282805,7963.543264735308,4208.863441547497,3138.5497665723897,2387.503827300296,1200.0
Q2,B3,2025-09-14,1200.0,29355.218164633232,16158.504892577723,13196.71327205551,8054.4464072545225,5218.8942981754935,1200.0
Q2,B3,2025-09-15,1200.0,8712.397896267728,975.0722773734159,7737.325618894312,2131.924896093255,254.30754940485585,1200.0
Q2,B3,2025-09-16,1255.5124733835116,13347.791980598791,3539.375842364844,9808.416138233948,4152.037949269168,1424.3622431397328,1200.0
Q2,B3,2025-09-17,1200.0,14783.99852061454,6583.862628357695,8200.135892256843,4165.166673012469,3006.689272687076,1200.0
Q2,B3,2025-09-18,1200.0,18447.05883266216,5799.793753269259,12647.265079392899,4601.4030508655205,1757.8647981145773,1200.0
Q2,B3,2025-09-19,1217.417366730569,8995.0744124251,395.8035491413918,8599.270863283708,2460.1514397246674,146.53470022186815,1200.0
Q2,B3,2025-09-20,1200.0,15722.119640761364,6622.168100993367,9099.951539767997,4092.13000145149,2128.6697734001455,1200.0
Q2,B3,2025-09-21,1200.0,13283.29982744953,3350.8145331558367,9932.485294293692,3420.215810080599,641.7930686088831,1200.0
Q2,B3,2025-09-22,1204.1775231486265,9438.462560931743,94.99114830201718,9343.471412629726,2620.9106117287324,35.96967528529981,1200.0
Q2,B3,2025-09-23,1215.606048706083,10748.780223724774,1924.5830356111064,8824.197188113667,2541.8229507937203,561.852271017726,1200.0
Q2,B3,2025-09-24,1259.7318196947374,11340.205536684765,0.0,11340.205536684765,3089.5549430321917,0.0,1200.0
Q2,B3,2025-09-25,1200.0,12524.13840611737,562.8460280194312,11961.29237809794,3491.745805788203,242.4556086107094,1200.0
Q2,B3,2025-09-26,1200.0,4248.026529293943,0.0,4248.026529293943,1318.1495431452677,0.0,1200.0
Q2,B3,2025-09-27,1200.0,19921.456360875865,4913.380878428061,15008.075482447804,5525.732191078742,1739.8858880538287,1200.0
Q2,B3,2025-09-28,1200.0,19863.06343840412,7030.017003813812,12833.046434590306,5545.9729821712635,3171.489434329069,1200.0
Q2,B3,2025-09-29,1200.0,6437.835083567981,0.0,6437.835083567981,1545.3820369778537,0.0,1200.0
Q2,B3,2025-09-30,1200.0,11990.26819624183,630.8004360090669,11359.467760232763,3243.1266634875938,293.4770315638206,1200.0
Q2,B3,2025-10-01,1200.0,205.76729209113836,0.0,205.76729209113836,86.42813178417768,0.0,1200.0
Q2,B3,2025-10-02,1848.8320840795463,1654.0915492956071,0.0,1654.0915492956071,690.7269434792267,0.0,1200.0
Q2,B3,2025-10-03,1754.110303497949,670.1849283537881,0.0,670.1849283537881,302.873225679714,0.0,1200.0
Q2,B3,2025-10-04,2084.9775975600355,2163.1323766027385,0.0,2163.1323766027385,665.8574453351828,0.0,1200.0
Q2,B3,2025-10-05,2087.5585322696315,2021.9114449682095,0.0,2021.9114449682095,809.8143503801442,0.0,1200.0
Q2,B3,2025-10-06,1571.4618379190774,3130.496389695965,0.0,3130.496389695965,1224.5890430396635,0.0,1200.0
Q2,B3,2025-10-07,1770.4619642037112,5518.412223422347,0.0,5518.412223422347,1498.540911399285,0.0,1200.0
Q2,B3,2025-10-08,1937.0937537306293,12838.407170059334,0.0,12838.407170059334,3445.997214931022,0.0,1200.0
Q2,B3,2025-10-09,1203.2980409787688,14385.605128581328,985.0037647781303,13400.601363803198,3318.400254994096,187.4203771242124,1200.0
Q2,B3,2025-10-10,1200.0,6262.209182926679,10.820130865926794,6251.389052060752,1703.8089259548071,5.154897982814099,1200.0
Q2,B3,2025-10-11,1200.0,7877.301717980386,5515.817328832016,2361.4843891483697,1978.4337652194415,1573.8095847262507,1200.0
Q2,B3,2025-10-12,1200.0,18821.565300259674,9594.587662251379,9226.977638008295,5224.760762378758,3579.738121866242,1200.0
Q2,B3,2025-10-13,1200.0,5021.339878504684,0.0,5021.339878504684,1277.0149325761988,0.0,1200.0
Q2,B3,2025-10-14,1200.0,16050.631361064301,2496.8258027128018,13553.8055583515,3991.8893569636825,1082.6017446569558,1200.0
Q2,B3,2025-10-15,1200.0,17152.721787789407,3892.95445812105,13259.767329668357,4764.305758741526,1693.0596201598787,1200.0
Q2,B3,2025-10-16,1200.0,25273.684958672588,6364.704567062605,18908.980391609985,6750.321504357596,2058.515588976737,1200.0
Q2,B3,2025-10-17,1200.0,4232.829631249873,0.0,4232.829631249873,1224.1051287478126,0.0,1200.0
Q2,B3,2025-10-18,1216.0305584298007,7294.844054380435,171.95819013141423,7122.885864249021,2368.708703251591,84.4241458471886,1200.0
Q2,B3,2025-10-19,1200.0,21754.243287166984,14397.52572036958,7356.717566797404,5569.65364151448,4680.167143172905,1200.0
Q2,B3,2025-10-20,1200.0,8329.75056101384,935.0507030513972,7394.699857962442,1817.9248129134705,245.97076081520368,1200.0
Q2,B3,2025-10-21,1200.0,10047.084020385377,0.0,10047.084020385377,2896.916795827484,0.0,1200.0
Q2,B3,2025-10-22,1200.0,15924.899003523456,2762.9166096992562,13161.9823938242,3633.0620841283853,752.5535763927458,1200.0
Q2,B3,2025-10-23,1200.0,8716.429633400297,0.0,8716.429633400297,2197.2871554642215,0.0,1200.0
Q2,B3,2025-10-24,1200.0,5078.687003366191,0.0,5078.687003366191,1302.3401305097627,0.0,1200.0
Q2,B3,2025-10-25,1200.0,7285.934306817189,20.54780048931724,7265.386506327872,1791.1499253266784,10.579985644316059,1200.0
Q2,B3,2025-10-26,1200.0,5584.550654508566,0.0,5584.550654508566,1568.971129888796,0.0,1200.0
Q2,B3,2025-10-27,1200.0,5890.409250264329,0.0,5890.409250264329,1578.7199117830376,0.0,1200.0
Q2,B3,2025-10-28,1200.0,8209.301177111824,0.0,8209.301177111824,2052.6827958317117,0.0,1200.0
Q2,B3,2025-10-29,1200.0,17691.844145662548,3322.8211475829266,14369.022998079621,4643.2657876078765,1408.0849089743865,1200.0
Q2,B3,2025-10-30,1200.0,8517.063595730397,0.0,8517.063595730397,2133.025156452284,0.0,1200.0
Q2,B3,2025-10-31,1200.0,5262.056428971905,0.0,5262.056428971905,1740.1830951075074,0.0,1200.0
Q2,B3,2025-11-01,1200.0,6128.161507452703,0.0,6128.161507452703,1976.5948526913323,0.0,1200.0
Q2,B3,2025-11-02,1200.0,14255.749494785581,5487.9469978240395,8767.802496961542,3300.886544319307,1667.1990604282635,1200.0
Q2,B3,2025-11-03,1205.062891191584,3351.01096522949,0.0,3351.01096522949,1155.5257732307764,0.0,1200.0
Q2,B3,2025-11-04,1200.0,3872.229614843076,0.0,3872.229614843076,774.5228421591696,0.0,1200.0
Q2,B3,2025-11-05,1200.917062065336,4776.625222461416,0.0,4776.625222461416,1218.530227078783,0.0,1200.0
Q2,B3,2025-11-06,1251.8725706196672,16012.403147359422,3207.720973460764,12804.682173898658,3837.225759489671,942.5399127011914,1200.0
Q2,B3,2025-11-07,1200.8032019774755,4113.613099838574,0.0,4113.613099838574,1072.4142536854497,0.0,1200.0
Q2,B3,2025-11-08,1200.0,2427.5577958292597,0.0,2427.5577958292597,612.6965883121511,0.0,1200.0
Q2,B3,2025-11-09,1200.0,9697.352374428725,96.65633634827988,9600.696038080445,2864.640196782483,46.01917651255647,1200.0
Q2,B3,2025-11-10,1200.0,11888.45393017758,0.0,11888.45393017758,3116.723185023173,0.0,1200.0
Q2,B3,2025-11-11,1200.0,4606.2196733384535,0.0,4606.2196733384535,1176.2213274710136,0.0,1200.0
Q2,B3,2025-11-12,1200.0,4439.125642477318,0.0,4439.125642477318,985.8159627084448,0.0,1200.0
Q2,B3,2025-11-13,1200.0,10933.695762765561,2009.865510120131,8923.83025264543,2975.638524993918,600.894653012895,1200.0
Q2,B3,2025-11-14,1200.0,4318.706276264706,0.0,4318.706276264706,1377.684658868764,0.0,1200.0
Q2,B3,2025-11-15,1209.497054283116,4402.176707582062,249.60962875417943,4152.567078827882,1204.9570957055007,114.74472702111858,1200.0
Q2,B3,2025-11-16,1218.4748034781803,6816.7934023294,0.0,6816.7934023294,1520.3780549296725,0.0,1200.0
Q2,B3,2025-11-17,1200.0,1890.9208671419597,0.0,1890.9208671419597,535.3326326058086,0.0,1200.0
Q2,B3,2025-11-18,1232.8537880587712,6927.778533924228,0.0,6927.778533924228,2216.501233824861,0.0,1200.0
Q2,B3,2025-11-19,1231.4912449093815,8781.581758778579,6.301057499999959,8775.280701278578,2092.5205148408095,1.384999999999991,1200.0
Q2,B3,2025-11-20,1200.0,6537.528325773667,0.0,6537.528325773667,1790.41482389436,0.0,1200.0
Q2,B3,2025-11-21,1200.9170620653358,2166.143231780621,0.0,2166.143231780621,866.8252597584208,0.0,1200.0
Q2,B3,2025-11-22,1211.871082285443,3230.013458393765,0.0,3230.013458393765,903.0294849796454,0.0,1200.0
Q2,B3,2025-11-23,1200.0,6158.472733813081,0.0,6158.472733813081,1427.2875624211893,0.0,1200.0
Q2,B3,2025-11-24,1201.543944807917,5562.193777096073,83.29960205337366,5478.894175042699,1388.805244194987,17.783860387142113,1200.0
Q2,B3,2025-11-25,1200.0,5403.85430173374,0.0,5403.85430173374,1320.6681112336396,0.0,1200.0
Q2,B3,2025-11-26,1200.0,6096.782438835334,17.884846513607425,6078.897592321727,1666.317100287474,3.8182849089682804,1200.0
Q2,B3,2025-11-27,1200.0,5486.087198950569,0.0,5486.087198950569,1339.150618562686,0.0,1200.0
Q2,B3,2025-11-28,1200.0,4600.622042518529,0.0,4600.622042518529,1095.9227991269472,0.0,1200.0
Q2,B3,2025-11-29,1200.0,10640.50642339135,923.1102112384139,9717.396212152937,3733.5433244476526,448.2243053644877,1200.0
Q2,B3,2025-11-30,1200.0,9822.206426271056,327.44525139069134,9494.761174880365,2495.276383762127,153.20532822523052,1200.0
Q2,B3,2025-12-01,1200.0,26481.003969798818,18891.40831059561,7589.595659203209,7224.327408939931,5967.09913602484,1200.0
Q2,B3,2025-12-02,1200.0,34432.424176235676,27003.623464764583,7428.800711471093,9162.979072106964,8181.858727027911,1200.0
Q2,B3,2025-12-03,1200.0,22083.43645004897,14112.28489239512,7971.151557653848,6799.931321405778,5322.560082935293,1200.0
Q2,B3,2025-12-04,1200.0,26291.24866836451,12856.743341257376,13434.505327107136,7011.867839751064,4355.8527552434525,1200.0
Q2,B3,2025-12-05,1200.0,16704.98502246509,2402.0256890111173,14302.959333453973,5108.281406030541,1121.464751943469,1200.0
Q2,B3,2025-12-06,1200.0,23571.96271093308,15098.939649894404,8473.023061038675,7604.964419150316,6645.407705386374,1200.0
Q2,B3,2025-12-07,1200.0,18962.256494504836,2370.6235274780865,16591.63296702675,5314.0868444583575,1077.6200539713832,1200.0
Q2,B3,2025-12-08,1200.0,1445.111848344939,0.0,1445.111848344939,426.68702557280005,0.0,1200.0
Q2,B3,2025-12-09,1242.1739618376653,795.2112548956163,0.0,795.2112548956163,183.87373312509672,0.0,1200.0
Q2,B3,2025-12-10,1207.949924457619,2608.0614620000542,0.0,2608.0614620000542,677.4069661370738,0.0,1200.0
Q2,B3,2025-12-11,1200.0,581.2396563324132,0.0,581.2396563324132,250.32694933350808,0.0,1200.0
Q2,B3,2025-12-12,1202.8461147038154,2111.487788557978,0.0,2111.487788557978,885.0857269303356,0.0,1200.0
Q2,B3,2025-12-13,1210.097074521053,1522.1014556283087,0.0,1522.1014556283087,438.5282974320372,0.0,1200.0
Q2,B3,2025-12-14,1205.1389242930145,969.8478186413533,0.0,969.8478186413533,255.24606827256585,0.0,1200.0
Q2,B3,2025-12-15,1200.0,1472.8188264273072,0.0,1472.8188264273072,483.13108281004116,0.0,1200.0
Q2,B3,2025-12-16,1225.353653099541,918.3780566867865,0.0,918.3780566867865,320.08714649237015,0.0,1200.0
Q2,B3,2025-12-17,1200.0,1353.0515359804538,0.0,1353.0515359804538,294.89092040776757,0.0,1200.0
Q2,B3,2025-12-18,1219.0252588990684,2342.085899065207,0.0,2342.085899065207,738.8137310532597,0.0,1200.0
Q2,B3,2025-12-19,1207.4632557722564,1447.852266632173,0.0,1447.852266632173,473.1494525749132,0.0,1200.0
Q2,B3,2025-12-20,1200.0,724.9830533243683,0.0,724.9830533243683,314.87775683935405,0.0,1200.0
Q2,B3,2025-12-21,1217.0578158073708,2537.139548303595,0.0,2537.139548303595,722.1511385312267,0.0,1200.0
Q2,B3,2025-12-22,1223.2797380629838,1874.4177005466047,0.0,1874.4177005466047,415.089880134126,0.0,1200.0
Q2,B3,2025-12-23,1200.0,215.97116610902577,0.0,215.97116610902577,70.57124736926784,0.0,1200.0
Q2,B3,2025-12-24,1213.3028053032974,1901.4801300013878,0.0,1901.4801300013878,427.6829113281889,0.0,1200.0
Q2,B3,2025-12-25,1200.0,4436.224321976358,148.06390892721737,4288.1604130491405,1158.8483961169206,31.600450096514216,1200.0
Q2,B3,2025-12-26,1200.0,1331.5372209263162,0.0,1331.5372209263162,464.493076714772,0.0,1200.0
Q2,B3,2025-12-27,1544.658616394154,780.8863289912417,0.0,780.8863289912417,205.3278038233414,0.0,1200.0
Q2,B3,2025-12-28,1206.283936654591,1694.7376976978996,0.0,1694.7376976978996,419.5470561655154,0.0,1200.0
Q2,B3,2025-12-29,1224.4304355027034,801.4856177971295,0.0,801.4856177971295,245.76948657850423,0.0,1200.0
Q2,B3,2025-12-30,1200.0,98.05579639838012,0.0,98.05579639838012,49.09968526786281,0.0,1200.0
Q2,B3,2025-12-31,1259.9312032594053,3685.2095364520173,0.0,3685.2095364520173,978.2458914049064,0.0,1200.0
Q2,B4,2025-02-01,4910.116222222223,330.3650842985004,0.0,330.3650842985004,75.1414440395644,0.0,1200.0
Q2,B4,2025-02-02,1375.8562421791664,408.6077006239118,0.0,408.6077006239118,91.36245143394213,0.0,1200.0
Q2,B4,2025-02-03,1249.143309661492,746.4773924667063,0.0,746.4773924667063,266.9405775433956,0.0,1200.0
Q2,B4,2025-02-04,1200.0,5184.706137300989,0.0,5184.706137300989,1295.2244272852763,0.0,1200.0
Q2,B4,2025-02-05,1258.2668961143193,2184.7365613977113,0.0,2184.7365613977113,519.7755007044298,0.0,1200.0
Q2,B4,2025-02-06,1248.7105900487754,742.4824474933453,0.0,742.4824474933453,224.86951637885716,0.0,1200.0
Q2,B4,2025-02-07,1333.7930100585847,483.7909361385964,0.0,483.7909361385964,76.14237178568534,0.0,1200.0
Q2,B4,2025-02-08,1225.954835333807,4921.718837165303,0.0,4921.718837165303,1291.5972799724514,0.0,1200.0
Q2,B4,2025-02-09,1233.7379144590336,9174.47528476107,472.55437172110777,8701.920913039963,2393.362967789312,206.01409149695436,1200.0
Q2,B4,2025-02-10,1200.0,986.3902326955424,0.0,986.3902326955424,355.24733103155233,0.0,1200.0
Q2,B4,2025-02-11,1200.0,2648.0518585629698,0.0,2648.0518585629698,567.511431895857,0.0,1200.0
Q2,B4,2025-02-12,1200.0,3631.0542897005616,0.0,3631.0542897005616,884.0518865758831,0.0,1200.0
Q2,B4,2025-02-13,1200.0,2869.4058947885396,0.0,2869.4058947885396,721.5140266842177,0.0,1200.0
Q2,B4,2025-02-14,1200.0,2414.3711458966573,10.114524281596438,2404.256621615061,695.4951282217846,4.762017081730903,1200.0
Q2,B4,2025-02-15,1200.0,4333.3167782116925,0.0,4333.3167782116925,1342.268095584752,0.0,1200.0
Q2,B4,2025-02-16,1200.0,11894.573906632493,0.0,11894.573906632493,2803.4359312092656,0.0,1200.0
Q2,B4,2025-02-17,1200.0,2851.2714920824383,0.0,2851.2714920824383,736.3742759426143,0.0,1200.0
Q2,B4,2025-02-18,1237.6192101473305,4203.090018945286,0.0,4203.090018945286,1127.9623785646943,0.0,1200.0
Q2,B4,2025-02-19,1200.0,8852.931846744657,0.0,8852.931846744657,2272.7614921174954,0.0,1200.0
Q2,B4,2025-02-20,1200.0,4643.074633164543,0.0,4643.074633164543,1101.4982266415968,0.0,1200.0
Q2,B4,2025-02-21,1200.0,869.6553850098442,0.0,869.6553850098442,408.1553442769969,0.0,1200.0
Q2,B4,2025-02-22,1200.0,5944.357132165534,0.0,5944.357132165534,1990.4213061103687,0.0,1200.0
Q2,B4,2025-02-23,1200.0,8167.647036977212,0.0,8167.647036977212,2246.6997990260597,0.0,1200.0
Q2,B4,2025-02-24,1200.0,1990.7354832229098,0.0,1990.7354832229098,522.9201346330533,0.0,1200.0
Q2,B4,2025-02-25,1207.4590426623763,2628.3907588452043,0.0,2628.3907588452043,712.3211310899808,0.0,1200.0
Q2,B4,2025-02-26,1211.8737445602565,5280.363520937415,152.46726458403293,5127.896256353382,1532.2810084176504,42.12298120481275,1200.0
Q2,B4,2025-02-27,1211.7398146975304,8730.096423652009,2192.783811852354,6537.312611799654,1898.6557798955587,564.2301274171361,1200.0
Q2,B4,2025-02-28,1248.434137918108,2653.62206262745,0.0,2653.62206262745,864.3785023430601,0.0,1200.0
Q2,B4,2025-03-01,1223.5288815284898,2395.4734947386864,0.0,2395.4734947386864,650.9778946509379,0.0,1200.0
Q2,B4,2025-03-02,1214.478675832923,23082.20817171925,14837.27480377494,8244.933367944308,6682.829856561832,4716.364341619615,1200.0
Q2,B4,2025-03-03,1200.0,17199.577801064734,11664.600117084463,5534.977683980271,4899.587240706816,3965.458349080767,1200.0
Q2,B4,2025-03-04,1200.0,2644.792970573952,0.0,2644.792970573952,1026.1306156026565,0.0,1200.0
Q2,B4,2025-03-05,1200.0,2410.227279876395,0.0,2410.227279876395,540.9702692316718,0.0,1200.0
Q2,B4,2025-03-06,1200.0,4155.176057099263,899.782359757454,3255.393697341809,1162.4316006726722,341.6346846064628,1200.0
Q2,B4,2025-03-07,1200.0,1036.6687572248638,0.0,1036.6687572248638,294.17705975149175,0.0,1200.0
Q2,B4,2025-03-08,1216.3111385796817,2441.4054413924728,775.9549399965272,1665.4505013959456,1012.7886295829434,356.28862445373704,1200.0
Q2,B4,2025-03-09,1200.0,2485.8707002820393,0.0,2485.8707002820393,753.8810176310142,0.0,1200.0
Q2,B4,2025-03-10,1200.0,11386.118854485963,7020.90292802295,4365.215926463014,3996.566405664942,3156.6988071955884,1200.0
Q2,B4,2025-03-11,1201.9623549779908,4528.631527755184,1212.9529095590722,3315.6786181961115,1147.715285824438,312.3127883520955,1200.0
Q2,B4,2025-03-12,1284.6348604978184,3874.1919849835153,934.9211512664556,2939.2708337170598,1072.2584630136282,306.64778356383226,1200.0
Q2,B4,2025-03-13,1222.1811577369767,21805.179227279852,16606.654305350356,5198.5249219294965,6444.2174539991665,6129.954081149697,1200.0
Q2,B4,2025-03-14,1211.8737445602562,4280.987806499654,634.2329974990475,3646.754809000606,1325.632770343606,304.47678158726126,1200.0
Q2,B4,2025-03-15,1206.6877649695527,5618.066506725834,629.4940968613289,4988.572409864505,1751.0666445297566,292.59631575131056,1200.0
Q2,B4,2025-03-16,1200.0,8536.705380603236,7.461179999999938,8529.244200603236,2556.568220623836,1.6399999999999864,1200.0
