policy,date,plan_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_purchase_kwh,remaining_energy_kwh,charge_kwh,discharge_kwh,soc_min_kwh,soc_max_kwh,terminal_soc_kwh
B1,2025-07-15,59954.438285154036,4972.609432081951,64927.04771723599,1511.2098211151042,7253.508573407222,20559.809350547228,16649.355875468274,1200.0,10800.0,1204.5441094166454
B1,2025-07-16,58918.1210367329,4245.954406913438,63164.07544364634,999.4756832780168,4920.048136786695,18738.442892711377,15010.29595225536,1204.5441094166472,10800.000000000002,1391.036099239822
B1,2025-07-17,56850.902560345654,7920.7429143104455,64771.6454746561,2081.729734270744,3185.0967630470245,21766.801792154627,17803.041940961088,1200.0,10800.000000000002,1200.0
B1,2025-07-18,24534.615237168808,2675.6694204692412,27210.284657638047,1259.7118759010843,10188.153786121367,13705.865599873534,10586.923683477786,1200.0,10800.0,1772.0305026886383
B1,2025-07-19,23609.766737755093,2271.8793531388364,25881.64609089393,804.664651123799,13274.638234231705,15281.667204934703,12892.977888416883,1200.0,10800.000000000002,1200.0
B1,2025-07-20,55635.22082333155,5679.674541716934,61314.89536504848,1660.7327066787125,2284.6316795953912,19865.472637342802,15961.312857376486,1200.0,10800.0,1344.1333098568737
B1,2025-07-21,60906.60104236795,2668.082377325152,63574.6834196931,774.811058077914,4437.314539178498,20248.95510961271,15963.507703422034,1344.1333098568737,10800.0,1830.9621269282693
B1,2025-07-22,58683.53856422374,5378.661990386942,64062.20055461068,1415.7515365861238,4738.626177479105,21031.180370818314,17603.122014598277,1200.0,10800.0,1200.0
B1,2025-07-23,58812.26389238306,4217.096885733259,63029.36077811632,1205.7225033101586,3432.3894296494645,21284.93213950112,17099.915808975944,1200.0,10800.0,1356.5324711332942
B1,2025-07-24,57285.24706240591,11196.68011183383,68481.92717423974,2718.815158673055,3518.974393172683,19834.295636942097,16050.329692828249,1356.5324711332942,10800.0,1373.698885683128
B1,2025-07-25,23897.087049404603,706.8265350318283,24603.913584436432,235.12678717953114,13244.746025754184,14552.056531272437,11610.02154849239,1200.0,10800.0,1570.5258210589966
B1,2025-07-26,23719.49714302008,1725.6591045932876,25445.156247613366,916.6688979787883,12041.49107616857,18312.60225725952,15138.746309821912,1200.0,10800.0,1231.03861945711
B1,2025-07-27,55817.43975949779,12675.9387348473,68493.37849434509,3694.320010431625,2328.829603075705,22293.184695296895,17970.561979472506,1200.0,10800.0,1327.6137569215266
B1,2025-07-28,58665.283904963275,15262.266170208575,73927.55007517185,4303.707061890423,2434.586286605207,22162.781108517705,18046.409424243182,1222.5507276505928,10800.0,1222.5507276505928
B1,2025-07-29,60325.032742505064,6262.912612016903,66587.94535452197,1793.3937744491957,4089.1389371734354,21319.74593516996,16959.93890627013,1200.0,10800.0,1565.94550678119
B1,2025-07-30,59615.39782247749,5375.31133087869,64990.70915335618,1420.8731602834885,4173.412536502474,20042.76220284452,16215.4255138519,1565.94550678119,10800.0,1587.2920295058093
B1,2025-07-31,56510.36365819975,11158.757840214566,67669.12149841432,2610.552704544071,2474.533446375004,21121.75057369544,17457.18079124853,1200.0,10800.000000000002,1200.0
B1,2025-08-01,23804.51937146196,1258.9462417227764,25063.465613184733,549.820321294389,19032.601923495855,14923.435359607765,12087.98264128229,1200.0,10800.0,1200.0
B1,2025-08-02,22671.776708699526,1416.327453667777,24088.104162367305,450.93193955016676,17901.65634472155,15070.709720975017,12207.274873989765,1200.0,10800.0,1200.0
B1,2025-08-03,51956.87553548845,6288.4858749145,58245.36141040295,1206.1789014360897,8266.45969081971,20489.83040582347,16596.762628717013,1200.0,10800.0,1200.0
B1,2025-08-04,53273.75437378112,2659.860172072075,55933.6145458532,591.6025034271254,5367.997441688968,18265.227235697723,14532.015553462472,1200.0,10800.0,1492.0205638363143
B1,2025-08-05,52582.09402628035,2630.4733112240688,55212.56733750442,934.2887190067939,4640.853711471285,19177.856112358037,15537.75409825508,1467.2413857031188,10800.0,1487.919844675124
B1,2025-08-06,52020.82163793637,14442.831540039235,66463.6531779756,3496.672542942252,2881.4259003531615,19509.444547339866,16061.777943552903,1200.0,10800.0,1200.0
B1,2025-08-07,49960.90261572832,6916.564775967698,56877.467391696024,1887.117877406471,3390.8710601759885,17975.89933901718,14560.478464603919,1200.0,10800.0,1200.0
B1,2025-08-08,22208.236574298528,1202.9669036460064,23411.203477944535,349.6718680274894,22342.84346908984,14573.814496678851,11649.611891918425,1200.0,10800.000000000002,1372.419833768275
B1,2025-08-09,21341.81247270755,3765.2830954840483,25107.095568191595,1480.6114009933808,18704.71948770526,16194.862795496916,13239.579434709944,1200.0,10800.0,1237.1525333711195
B1,2025-08-10,49867.260567364516,12098.73447161716,61965.99503898167,3569.867366332129,1375.9823654330403,17935.04012593579,14453.267323978467,1237.1525333711195,10800.0,1319.5027311816991
B1,2025-08-11,51102.52857614333,4188.0874690416185,55290.61604518496,852.5888120030662,4139.778616758135,20492.597877009932,16655.74949132489,1200.0,10800.0,1256.45249679632
B1,2025-08-12,51030.913322527034,13892.537005770064,64923.4503282971,3890.138976446688,1912.868434410338,18268.907252664365,14784.931061097499,1270.7678451970278,10800.0,1270.7678451970278
B1,2025-08-13,50343.767362176724,9449.1286289835,59792.89599116023,2985.8773587667088,2211.6181624622345,18213.080971413714,14680.751017981302,1211.992723273292,10800.0,1350.5951439345945
B1,2025-08-14,48706.08831645829,18111.5484780213,66817.6367944796,4108.212427817677,1711.5669324800378,19102.008082015094,15608.162175973364,1200.0,10800.0,1200.0
B1,2025-08-15,21923.272569410652,2216.2377211942567,24139.510290604907,952.0606697083309,20626.913280582743,13356.619917887065,10818.862133488523,1200.0,10800.0,1200.0
B1,2025-08-16,21472.495913656257,3350.8195904893137,24823.315504145572,1328.3438566698937,20670.737387746907,16404.415833144383,13264.245663616515,1200.0,10800.0,1225.923512478262
B1,2025-08-17,48146.17927444016,11941.147852089753,60087.32712652991,2685.6781686103527,1964.2444539305195,18478.124723011853,14990.612186870036,1200.0,10800.0,1200.0
B1,2025-08-18,51318.62063034166,7939.337334155678,59257.95796449734,1788.8385279650845,3340.030857243162,19951.99062857727,15853.127480092997,1200.0,10800.0,1542.2054767273248
B1,2025-08-19,51459.164927893646,4681.477606492026,56140.64253438567,1292.2544116086729,3564.6371074873528,18704.281819559663,15259.496266875425,1421.0632622472194,10800.0,1421.0632622472194
B1,2025-08-20,50749.77624808287,28107.2508476091,78857.02709569197,7473.283553545658,1886.9534399646896,19896.75567954159,16315.329036451192,1200.0,10800.0,1200.0
B1,2025-08-21,50058.93785042074,10142.649976905594,60201.58782732634,2958.414700171882,2271.8191913058204,18330.91981307788,14848.045048593085,1200.0,10800.0,1200.0
B1,2025-08-22,22325.963378068445,5524.272472067754,27850.2358501362,2031.5871366281142,18300.499871465345,13652.671828266291,11058.664180895697,1200.0,10800.000000000004,1200.0
B1,2025-08-23,21565.08196045209,1871.8882954036053,23436.970255855696,727.8074225416623,15206.897930412248,14538.16844712202,11775.916442168837,1200.0,10800.0,1200.0
B1,2025-08-24,49849.55261109247,13305.495309244068,63155.04792033654,3077.5044546365707,4136.926078131331,18719.59738552944,15162.873882278847,1200.0,10800.0,1200.0
B1,2025-08-25,52597.568882561194,17616.24571600686,70213.81459856806,5100.650486998586,2008.8401310516963,20061.643646296136,15910.330626927083,1200.0,10800.0,1577.3341406364334
B1,2025-08-26,52575.70778178459,3824.9741309880774,56400.68191277267,757.587302943659,4859.9232293665,19341.58156720544,15606.936163673368,1200.0,10800.0,1643.717369262035
B1,2025-08-27,51481.040572709164,11450.229723496568,62931.27029620573,2743.549376968298,2347.4368822107285,20917.170712994495,17186.595302920876,1200.0,10800.0,1372.9540077116608
B1,2025-08-28,50810.038507066325,22629.279185388175,73439.3176924545,6614.081466784214,2161.3946200446712,20208.897161537137,16524.865307785574,1200.0,10800.0,1200.0
B1,2025-08-29,23419.478718388502,1707.9721560722382,25127.45087446074,563.0003222847206,16904.052257170708,15310.858011562686,12021.825818752997,1200.0,10800.000000000004,1622.18796734753
B1,2025-08-30,22435.147685006425,2601.5759416425776,25036.723626649,962.9634591920965,20724.72497694856,16182.261187372691,13487.001492701727,1200.0,10800.0,1200.665821869923
B1,2025-08-31,49888.42628768676,9288.706120858069,59177.13240854483,2786.9177122526035,2007.7912124870386,20694.828117526326,16763.410014879257,1200.0,10800.0,1200.0
B1,2025-09-01,46919.82911250685,43.06995258569104,46962.89906509254,20.484320183737054,14413.934670314517,18317.026746705407,13280.848353547786,1200.0,10800.0,2928.8259014262167
B1,2025-09-02,44583.274674028966,2976.232573700343,47559.50724772931,655.0084125031917,12403.27261281688,18089.550731950472,15121.893804820847,1200.0,10800.0,2407.31733260292
B1,2025-09-03,45010.91311426459,496.78169243642225,45507.694806701016,119.94617374459517,9342.423137880785,18723.143910985254,15017.425301015759,1353.9286451413518,10800.0,2572.1187402499145
B1,2025-09-04,43566.40698727272,513.8893569267036,44080.29634419942,146.3616510210661,9683.500373500756,19400.373574429916,15878.008860216594,2281.4859629629627,10800.0,2390.222890329512
B1,2025-09-05,17805.091180863023,169.9302088629047,17975.021389725927,173.3233306489263,28902.922032773313,13361.87904160926,11472.84289101081,1610.4536195290443,10800.0,1668.3108155436123
B1,2025-09-06,17702.68490550939,1124.6492937370024,18827.334199246394,389.0260634941956,27798.72311873672,14031.822574678192,11548.46706350022,1200.0,10800.0,1465.3210621981875
B1,2025-09-07,40707.390652232345,2921.2244022488976,43628.61505448124,1258.2579121852373,5926.6527650955195,20823.43946022675,16930.468842432725,1394.7845292547872,10800.0,1394.7845292547872
B1,2025-09-08,34399.73699734514,32411.888488715103,66811.62548606023,8902.079895384168,38.181304232429625,21570.742661208515,17647.607631908202,1200.0,10800.0,1200.0
B1,2025-09-09,35622.390430222076,15287.214014272571,50909.604444494646,3823.2356062640256,3411.028000063711,20597.946710240278,16684.336835294624,1200.0,10800.000000000004,1200.0
B1,2025-09-10,35562.62393026576,37526.6377830637,73089.26171332946,10365.868913483946,204.51180156089785,20923.97939816009,16948.423312509673,1200.0,10800.000000000002,1200.0
B1,2025-09-11,34638.97540768764,18050.98395060195,52689.95935828959,4432.152488036286,2274.7500918485307,21015.65502136601,17022.68056730647,1200.0,10800.000000000002,1200.0
B1,2025-09-12,12242.443701294154,8937.70669651885,21180.150397813002,3253.327247955296,17448.068023667467,16326.49688181404,13224.462474269372,1200.0,10800.0,1200.0
B1,2025-09-13,11879.92907742316,10652.51839846942,22532.44747589258,3418.1339920317578,20849.12099870625,16380.272814490898,13268.020979737623,1200.0,10800.0,1200.0
B1,2025-09-14,34742.96814811026,33662.591518937494,68405.55966704775,9723.444196348277,135.1842591947809,20494.54945095296,16600.585055271895,1200.0,10800.0,1200.0
B1,2025-09-15,38015.21360708684,10542.237046094633,48557.45065318147,2671.9508702480343,3140.3619737477907,22327.827360465966,18085.540161977435,1200.0,10800.000000000004,1200.0
B1,2025-09-16,38066.11076636689,16395.836530307828,54461.94729667472,5173.803297151358,743.8356004862982,21408.75679906865,17341.09300724561,1200.0,10800.0,1200.0
B1,2025-09-17,37404.41968371045,19119.303969567645,56523.723653278095,5629.875237373406,425.1214939190674,21352.205383001405,17295.28636023114,1200.0,10800.0,1200.0
B1,2025-09-18,36049.39884952202,21556.223789590706,57605.62263911273,5871.191159399463,201.6024909795271,22158.99674294122,17948.787361782386,1200.0,10800.000000000002,1200.0
B1,2025-09-19,13091.565426752031,7263.412968447173,20354.978395199207,2734.609033074079,13990.691222867888,16647.001827027478,13484.071479892256,1200.0,10800.000000000004,1200.0
B1,2025-09-20,12100.61121289306,13465.972640730448,25566.58385362351,4510.243337482919,15173.410749332024,16428.287089243688,13306.912542287388,1200.0,10800.0,1200.0
B1,2025-09-21,38224.38256108193,15965.705946220378,54190.08850730231,4318.7097186086385,1964.5395934355006,21170.439959156964,17123.660621818268,1200.0,10800.0,1227.1063834431975
B1,2025-09-22,40441.42396467362,11611.598068171654,52053.02203284527,3237.877020687482,1250.075593040322,20742.277375428275,16825.640419195788,1200.0,10800.000000000002,1200.0
B1,2025-09-23,40510.36178290332,14237.308790055338,54747.67057295866,3678.9533422141826,1254.2452856587963,21848.732410965265,17697.473252881868,1200.0,10800.0,1200.0
B1,2025-09-24,39859.51340567891,12879.503741819104,52739.01714749801,3443.831144582709,1307.0612243975588,21390.4169314144,17326.23771444567,1200.0,10800.000000000002,1200.0
B1,2025-09-25,39135.53931118813,15369.071299743451,54504.61061093158,4192.037415636754,1225.4225380001376,22060.303307666414,17868.845679209797,1200.0,10800.0,1200.0
B1,2025-09-26,13308.301806763222,3899.5674396673107,17207.869246430535,1758.8497805806574,12473.30017951128,16475.471456131145,13345.131879466233,1200.0,10800.0,1200.0
B1,2025-09-27,13182.737920576566,16767.350674077086,29950.08859465365,5910.719864189718,15496.424584792892,16499.999214452666,13364.99936370666,1200.0,10800.000000000002,1200.0
B1,2025-09-28,39682.56630312682,22346.75608648303,62029.32238960985,6137.722786190169,454.45256613223,21642.060740731795,17530.069199992755,1200.0,10800.000000000004,1200.0
B1,2025-09-29,42502.91788417944,7677.745734208917,50180.66361838836,1951.6861321512195,1304.1453533572983,22506.445068083416,18230.220505147572,1200.0,10800.0,1200.0
B1,2025-09-30,42601.44861595295,15505.328376214366,58106.77699216731,4252.89888963753,1013.3060639035508,24520.567651083802,19861.659797377877,1200.0,10800.0,1200.0
B1,2025-10-01,40595.10656602876,584.0832083192662,41179.18977434802,264.79144503732783,13512.866006251123,20937.263119150877,16903.394017545994,1200.0,10800.0,1261.98789885135
B1,2025-10-02,38499.79985485901,1796.6569686802004,40296.45682353921,745.4057600877195,7242.260725062043,20876.8802979664,16495.152206751332,1548.8198329788895,10800.0,1723.2332706307411
B1,2025-10-03,12416.02902442163,738.4797583090341,13154.508782730663,438.3846119178166,20775.619143200394,17125.209449423106,14197.350246512018,1361.0881678759613,10800.0,1361.0881678759613
B1,2025-10-04,13263.469191486736,2758.281407640596,16021.750599127334,1114.8081585490584,16530.72108199173,16070.16203273348,12883.397438626056,1200.0,10800.0,1509.3479544182549
B1,2025-10-05,37090.11355419256,2903.2834036536224,39993.396957846184,1166.4862151293555,2453.2384510782413,21287.920480735258,17521.628748371986,1200.0,10800.0,1200.0
B1,2025-10-06,39999.456520706386,3811.127252426629,43810.58377313302,1485.8841864517353,2611.3621533033406,21917.83658337588,17753.44763253446,1200.0,10800.0,1200.0
B1,2025-10-07,38825.53616132701,7971.605388218494,46797.1415495455,2470.976133203532,2718.277381745125,21402.793787422765,17193.58109111629,1200.0,10800.0,1358.5354185512736
B1,2025-10-08,34840.03006607477,14815.053526524322,49655.08359259908,4191.746568211757,756.7382309649898,21861.326288333024,17850.356170245897,1200.0,10800.000000000002,1200.0
B1,2025-10-09,34630.73680932062,16680.01555083602,51310.752360156635,4127.032170260937,1024.7135871180797,22217.330249346214,17996.037501970437,1200.0,10800.000000000004,1200.0
B1,2025-10-10,11159.786546498892,5881.7707509901575,17041.55729748905,2271.274363205346,18575.764863560125,17621.978763904364,14273.80279876254,1200.0,10800.0,1200.0
B1,2025-10-11,11378.209466356659,6614.672549191622,17992.882015548283,2321.236716820452,14287.068088377368,18998.33713414719,15388.653078659223,1200.0,10800.0,1200.0
B1,2025-10-12,34743.328384076696,20012.080879521614,54755.40926359831,5588.70848514308,582.7224622207505,22189.371465561228,17973.390887104593,1200.0,10800.000000000002,1200.0
B1,2025-10-13,38106.41669819657,5668.737029767188,43775.15372796375,1470.0182207587923,2085.2742002594446,21461.954590610843,17384.18321839478,1200.0,10800.000000000002,1200.0
B1,2025-10-14,37180.692321852664,18485.632863036994,55666.325184889654,4683.966233763286,314.86718665970386,22339.226554495668,18094.773509141487,1200.0,10800.0,1200.0
B1,2025-10-15,37270.0908045406,21066.448741436394,58336.539545977,6201.629955847054,231.3060380648843,24324.97921057975,19703.233160569594,1200.0,10800.0,1200.0
B1,2025-10-16,37213.98975543404,29391.675993765337,66605.66574919938,7308.532479437693,117.94341573264447,23523.196494419735,19053.789160479988,1200.0,10800.0,1200.0
B1,2025-10-17,12367.089898842001,3669.655968109923,16036.745866951924,1527.1921398039456,13203.048209028184,18843.181369145856,15262.976909008143,1200.0,10800.0,1200.0
B1,2025-10-18,11835.27897142411,5554.195516315948,17389.47448774006,2418.414412579178,13224.55876166658,19491.755705189546,15788.322121203531,1200.0,10800.0,1200.0
B1,2025-10-19,38890.87507500742,24739.097729505116,63629.97280451254,6099.860415394776,426.9851068437615,24056.114574972475,19485.452805727702,1200.0,10800.000000000002,1200.0
B1,2025-10-20,41556.1438071549,12694.938490997056,54251.08229815195,3195.558644879811,739.7214342847222,22561.745545348942,18275.01389173264,1200.0,10800.0,1200.0
B1,2025-10-21,42300.29833999021,15203.198420598856,57503.49676058906,4283.951667413478,610.0636925126022,22193.393520113532,17976.64875129196,1200.0,10800.000000000002,1200.0
B1,2025-10-22,41803.0633688662,19936.901231214153,61739.96460008035,4546.725154170757,1348.5138907141961,22331.337148800612,18088.38309052849,1200.0,10800.000000000002,1200.0
B1,2025-10-23,40988.86420994969,11067.010372330455,52055.87458228014,2845.6779129725305,1477.0827782161136,22594.60114442178,18301.626926981644,1200.0,10800.000000000002,1200.0
B1,2025-10-24,12753.7332617217,5083.202954525303,17836.936216247002,1740.2375617484527,11377.858650463459,16509.56312675054,13372.74613266794,1200.0,10800.000000000004,1200.0
B1,2025-10-25,12490.494247958004,6272.713129681774,18763.207377639777,2232.5213456467977,10558.68698162563,17823.0630662028,14436.681083624271,1200.0,10800.0,1200.0
B1,2025-10-26,42240.19126428763,7756.940197976428,49997.13146226406,2250.8167012970716,435.1163902534715,23780.987452835296,19262.599836796584,1200.0,10800.000000000002,1200.0
B1,2025-10-27,43565.475626439526,7429.211654806179,50994.6872812457,1867.419005100642,3769.4005398685495,22498.425608717855,18223.72474306146,1200.0,10800.0,1200.0
B1,2025-10-28,43591.57172873814,10382.592862835318,53974.16459157346,2555.478182530413,1153.6442878157638,22728.129184223744,18409.784639221238,1200.0,10800.000000000004,1200.0
B1,2025-10-29,43580.20689976989,24184.103199376084,67764.31009914598,6212.062777899034,465.08898059382375,23144.119324697032,18746.736653004595,1200.0,10800.0,1200.0
B1,2025-10-30,43172.295903704355,11193.733993677577,54366.02989738193,2720.290177180717,1142.030134084495,23450.43520361464,18994.85251492786,1200.0,10800.0,1200.0
B1,2025-10-31,13431.109564378388,4959.678255878159,18390.787820256544,2250.4804674494712,7762.394434244827,18477.933799053386,14967.126377233242,1200.0,10800.0,1200.0
B1,2025-11-01,12776.22159117719,5367.25829856682,18143.47988974401,2205.301306373218,8254.770745466838,18899.24603131271,15308.389285363295,1200.0,10800.0,1200.0
B1,2025-11-02,44617.23909520284,17102.69804544079,61719.93714064363,4087.8245887692447,489.2506898656002,22487.999179345657,18215.279335269985,1200.0,10800.000000000002,1200.0
B1,2025-11-03,47780.99830694352,5288.277958954406,53069.276265897926,1796.5110937864677,1399.7316480513823,23484.656623674295,19022.571865176174,1200.0,10800.0,1200.0
B1,2025-11-04,47337.37015179711,5101.175697923714,52438.54584972083,1140.0053420829968,2905.4204649049434,21783.636312370778,17644.74541302033,1200.0,10800.000000000002,1200.0
B1,2025-11-05,48104.31876924663,7047.95700059426,55152.27576984089,1792.1045623887694,1353.580655049354,22394.582778184846,18139.612050329728,1200.0,10800.000000000002,1200.0
B1,2025-11-06,46583.488203011366,21244.17066628817,67827.65886929954,4922.020819129155,557.961810489526,21952.196834985894,17781.279436338573,1200.0,10800.0,1200.0
B1,2025-11-07,13740.981624733338,3823.9738691626967,17564.955493896035,1266.9813285538714,7994.2861363652755,18876.009960780273,15289.56806823202,1200.0,10800.0,1200.0
B1,2025-11-08,13485.841052320398,2550.9993053254634,16036.84035764586,929.6543059327695,6938.305528171705,18844.870291670555,15264.344936253146,1200.0,10800.000000000002,1200.0
B1,2025-11-09,48114.98010914195,12449.677608259466,60564.65771740142,3197.4522627945767,994.7794993109878,23763.202941381478,19248.194382518996,1200.0,10800.0,1200.0
B1,2025-11-10,49990.81934939403,14869.102767000642,64859.92211639467,3690.145125816039,557.5723236607075,25010.08275004049,20233.082278836788,1200.0,10800.0,1227.8719429955631
B1,2025-11-11,49599.89369629712,6725.088907841242,56324.982604138364,1623.2681449276745,1175.1575576495839,23960.127784205823,19432.788253902723,1200.0,10800.000000000004,1200.0
B1,2025-11-12,50202.60374117508,5355.570538982094,55558.174280157175,1166.4642476238603,1838.9972653623727,23284.40789008546,18860.370390969216,1200.0,10800.000000000004,1200.0
B1,2025-11-13,50347.19823369286,13249.800565963307,63596.99879965617,3290.3546147858797,1710.7225131957548,21594.018963277987,17491.155360255172,1200.0,10800.0,1200.0
B1,2025-11-14,14295.774251413073,4416.705257394338,18712.479508807413,1788.793023329921,5338.404164722923,18480.004764977937,14968.803859632131,1200.0,10800.0,1200.0
B1,2025-11-15,14183.230382311414,4495.64311732909,18678.873499640504,1478.2725934707155,3642.8950854677014,19443.15703927021,15740.970035452414,1200.0,10800.000000000004,1208.8746292849517
B1,2025-11-16,51750.6843100105,10564.403299338323,62315.087609348826,2637.799300164636,1008.5160661460778,23402.887234212758,18964.32582606879,1200.0,10800.000000000002,1200.0
B1,2025-11-17,53083.85212539866,2699.826950473871,55783.67907587253,783.6478524991954,2853.469394304385,22752.099937160627,18429.200949100104,1200.0,10800.0,1200.0
B1,2025-11-18,52432.25144001943,10479.695484788548,62911.94692480798,2877.4378910560145,1497.0891431384132,22092.794597348973,17895.163623852666,1200.0,10800.0,1200.0
B1,2025-11-19,53195.67214632455,11032.01449499387,64227.68664131842,2685.904045077685,752.8082030613592,22559.037049909995,18272.820010427098,1200.0,10800.000000000002,1200.0
B1,2025-11-20,52615.58663873212,9301.490090493407,61917.076729225526,2295.032529164385,1331.022172682274,22973.708672860674,18608.704025017145,1200.0,10800.000000000002,1200.0
B1,2025-11-21,14570.709182999997,2554.4573109707417,17125.16649397074,1260.9506577926281,3514.3763780310987,18775.895788650232,15208.475588806687,1200.0,10800.000000000002,1200.0
B1,2025-11-22,14626.435650338635,3579.761319453333,18206.196969791967,1269.1109859704661,2362.753374222301,20166.637021244904,16334.97598720837,1200.0,10800.000000000002,1200.0
B1,2025-11-23,54339.39602347975,7877.457744987534,62216.853768467285,1960.656535961301,1971.1252402502826,23200.089840113036,18774.330322748578,1200.0,10800.000000000002,1219.713830825537
B1,2025-11-24,53795.544945796035,7515.973539473331,61311.518485269364,1758.1007548607397,2942.9623588145446,23658.95511940755,19181.4960944631,1200.0,10800.000000000002,1200.0
B1,2025-11-25,53615.92206896457,8870.813259733197,62486.73532869777,2176.071829168098,1211.5492020050388,24159.271445726263,19569.009871038274,1200.0,10800.000000000002,1200.0
B1,2025-11-26,54843.35997671878,8498.985443892429,63342.34542061121,2164.1996895921557,1220.2809931650347,25597.9775333759,20734.36180203448,1200.0,10800.0,1200.0
B1,2025-11-27,54691.456180001376,8144.740661212516,62836.196841213896,1834.0831754382837,1634.8202938026893,22991.62968147818,18612.71313298746,1200.0,10800.0,1211.674343344299
B1,2025-11-28,14584.364478500502,3645.388199073193,18229.752677573695,1260.6992277507654,2400.209962752113,19488.558611107503,15796.239384006947,1200.0,10800.0,1200.0
B1,2025-11-29,14810.56072937462,10368.197478325852,25178.75820770047,4321.3162442443545,1695.504392067072,21861.411711245106,17707.743486108535,1200.0,10800.000000000002,1200.0
B1,2025-11-30,56534.57024911475,14257.922113383082,70792.49236249784,3336.177423720766,611.759134583219,23472.369948895237,19012.619658605145,1200.0,10800.000000000004,1200.0
B1,2025-12-01,61043.767201973504,33434.14301024852,94477.91021222202,7510.025807642051,421.4235219099732,25138.459716070385,20362.152370017007,1200.0,10800.0,1200.0
B1,2025-12-02,61391.42479923795,45236.35050163443,106627.77530087238,9657.884342279283,64.41853155512467,25175.973245617086,20392.53832894984,1200.0,10800.0,1200.0
B1,2025-12-03,62529.06720445501,29159.942228754655,91689.00943320966,7216.288302973182,255.654098560816,25011.32433118274,20259.17270825802,1200.0,10800.0,1200.0
B1,2025-12-04,61497.069412750614,32579.9720126867,94077.04142543732,7534.795386976679,182.75087648800982,24728.376481481482,20029.984950000002,1200.0,10800.000000000004,1200.0
B1,2025-12-05,17579.01972204298,15306.013920293977,32885.03364233696,5908.491574820514,286.7299071971508,23077.60160998189,18692.857304085333,1200.0,10800.0,1200.0
B1,2025-12-06,17532.790765138292,21576.57359689327,39109.36436203156,8326.604908581861,111.30505565095339,23422.23466034829,18972.010074882113,1200.0,10800.0,1200.0
B1,2025-12-07,63483.24262687826,25486.68396832951,88969.92659520777,6054.0732797829605,144.47504415491113,24064.143925306576,19491.95657949833,1200.0,10800.000000000002,1200.0
B1,2025-12-08,71431.83795157073,2862.368866778369,74294.2068183491,630.5946425741992,3489.7291953305867,24285.186009470646,19597.624130969176,1200.0,10800.000000000002,1281.529485224503
B1,2025-12-09,70890.28895961418,2133.3944838867433,73023.68344350092,505.54243897746704,4088.3444176717467,25561.0411906661,20735.422083866477,1200.0,10800.0,1247.108685861246
B1,2025-12-10,70646.30696150324,5283.31546048946,75929.62242199271,1200.1848083143052,2617.377558634059,23476.279997908743,19058.184615581195,1200.0,10800.0,1200.0
B1,2025-12-11,69607.42295967686,1955.891925164847,71563.3148848417,527.7254782735929,4803.7208032438175,23792.31067422649,19270.669168266882,1201.2249753961944,10800.000000000002,1201.2249753961944
B1,2025-12-12,21786.58190250758,2129.6029735445304,23916.18487605211,922.2199845244182,1936.9513541539231,21551.84281820967,17415.789775068813,1200.0,10800.0,1247.0059839306582
B1,2025-12-13,22288.701255693122,1618.70109364575,23907.402349338874,590.6500668056733,2003.2621403784178,21896.630629029314,17778.57619505134,1200.0,10800.000000000002,1200.0
B1,2025-12-14,71271.80543409991,2897.417287581731,74169.22272168164,583.1687837652426,1812.0758101758881,25903.65811270021,20981.963071287173,1200.0,10800.0,1200.0
B1,2025-12-15,71828.42620871608,2926.470830761746,74754.89703947783,756.2997867475763,2000.5461804152028,25514.668663473112,20665.023901781096,1202.0641284801409,10800.0,1202.0641284801409
B1,2025-12-16,71941.81743270106,1923.3965600598299,73865.2139927609,511.09887845213166,2215.713126471329,25109.89407987595,20340.871920331647,1200.0,10800.0,1200.0
B1,2025-12-17,71319.56520099755,3090.682811541585,74410.24801253913,753.9446539763153,3279.6763591079716,24099.192553875648,19520.345968639274,1200.0,10800.0,1200.0
B1,2025-12-18,69558.4056480786,5501.799866842297,75060.20551492089,1370.784606123509,3158.6531183987236,24084.828000439622,19508.7106803561,1200.0,10800.000000000004,1200.0
B1,2025-12-19,22298.131680220853,1725.8354967517648,24023.967176972616,664.4787393380697,3458.1943832657785,22415.944645025513,18136.542048579908,1200.0,10800.0,1222.636793211956
B1,2025-12-20,21964.728247173287,1127.9267681180288,23092.65501529132,499.94568830174165,2718.7373143856844,23002.95077363907,18623.552964581977,1200.0,10800.0,1232.4558621738092
B1,2025-12-21,70534.86557221889,5771.983789203626,76306.84936142252,1436.687410120427,2119.5048051768435,23739.6501958802,19258.326934619392,1200.0,10800.0,1200.0
B1,2025-12-22,72249.2769581836,3610.223283680507,75859.50024186411,922.2826059245331,2876.558551381874,23758.17593416908,19244.122506676955,1200.0,10800.0,1200.0
B1,2025-12-23,71453.752900782,1187.0893021130235,72640.84220289502,316.3726267016042,3969.3439068321727,24390.840092649814,19756.580475046354,1200.0,10800.000000000002,1200.0
B1,2025-12-24,70253.72521888289,4408.070198169523,74661.79541705242,887.7985888206575,3020.505823208895,24520.33296923416,19861.46970507967,1200.0,10800.000000000002,1200.0
B1,2025-12-25,70180.95913638038,7070.062271977761,77251.02140835814,1662.7408512924812,3199.004877853379,23187.13059322072,18781.575780508785,1200.0,10800.000000000002,1200.0
