date,policy,initial_soc_kwh,terminal_soc_kwh,expected_scenario_emergency_cost_yuan,planning_scenario_emergency_cvar95_yuan,max_planning_residual
2025-05-25,B1,1245.9326169691149,1200.0,,,0.0
2025-05-25,B3,1245.9326169691149,1268.789023084398,1952.1881569511456,,4.5474735088646405e-11
2025-05-25,B4,1245.9326169691149,1268.7890230843916,1677.933107678407,28594.036047292782,1.8189894035458565e-12
2025-05-26,B1,1200.0,1283.6767348714416,,,0.0
2025-05-26,B3,1268.789023084398,1283.6767348714416,3173.5543881161466,,2.296474121976644e-11
2025-05-26,B4,1268.7890230843916,1283.6767348714416,2636.713788003957,27195.29968953868,1.8189894035458565e-12
2025-05-27,B1,1283.6767348714416,1200.0,,,0.0
2025-05-27,B3,1283.6767348714416,1242.459135384696,2658.3176277970924,,7.275957614183426e-12
2025-05-27,B4,1283.6767348714416,1200.0,1729.008245240118,20229.132497998024,1.8189894035458565e-12
2025-05-28,B1,1200.0,1202.161670526967,,,0.0
2025-05-28,B3,1242.459135384696,1241.3032038149854,2517.000536362849,,3.865352482534945e-12
2025-05-28,B4,1200.0,1232.7365817918844,1750.6516561285732,20588.185346516024,1.8189894035458565e-12
2025-05-29,B1,1202.161670526967,1200.0,,,0.0
2025-05-29,B3,1241.3032038149854,1200.0,2137.98688594829,,4.035882739117369e-12
2025-05-29,B4,1232.7365817918844,1200.0,1864.9258191998292,10871.27686199925,1.8189894035458565e-12
2025-05-30,B1,1200.0,1200.0,,,0.0
2025-05-30,B3,1200.0,1200.0,1509.1728137283594,,1.8189894035458565e-12
2025-05-30,B4,1200.0,1200.0,577.2439776540473,4402.107375527957,1.8189894035458565e-12
2025-05-31,B1,1200.0,1200.0,,,0.0
2025-05-31,B3,1200.0,1200.0,2013.7916792246408,,1.8189894035458565e-12
2025-05-31,B4,1200.0,1200.0,958.7931918470256,8547.977665117303,1.8189894035458565e-12
2025-06-01,B1,1200.0,1200.0,,,0.0
2025-06-01,B3,1200.0,1200.0,2183.336109336972,,6.59383658785373e-12
2025-06-01,B4,1200.0,1200.0,2039.275105349076,30257.979169667888,1.8189894035458565e-12
2025-06-02,B1,1200.0,1200.0,,,0.0
2025-06-02,B3,1200.0,1200.0,1418.3684970749157,,2.0008883439004418e-11
2025-06-02,B4,1200.0,1200.0,606.1742624757351,4052.490440862314,1.8189894035458565e-12
2025-06-03,B1,1200.0,1200.0,,,0.0
2025-06-03,B3,1200.0,1200.0,3100.3864261743456,,7.275957614183426e-12
2025-06-03,B4,1200.0,1200.0,2936.421127642905,34901.60449019556,3.637978807091713e-12
2025-06-04,B1,1200.0,1200.0,,,0.0
2025-06-04,B3,1200.0,1200.0,4400.512248125762,,1.091393642127514e-11
2025-06-04,B4,1200.0,1200.0,3106.2669184822066,27763.198286362283,1.8189894035458565e-12
2025-06-05,B1,1200.0,1200.0,,,0.0
2025-06-05,B3,1200.0,1200.0,4660.507272579234,,2.7284841053187847e-12
2025-06-05,B4,1200.0,1200.0,1748.831171472525,17346.2223740308,1.8189894035458565e-12
2025-06-06,B1,1200.0,1200.0,,,0.0
2025-06-06,B3,1200.0,1200.0,1587.8031053784102,,1.8189894035458565e-12
2025-06-06,B4,1200.0,1200.0,696.2583531948283,8011.484877993686,1.8189894035458565e-12
2025-06-07,B1,1200.0,1209.768669127881,,,0.0
2025-06-07,B3,1200.0,1209.768669127881,1610.280159827564,,1.8189894035458565e-12
2025-06-07,B4,1200.0,1209.768669127881,821.5920717599099,8917.411532617,9.094947017729282e-13
2025-06-08,B1,1209.768669127881,1391.923513185465,,,0.0
2025-06-08,B3,1209.768669127881,1343.2290948464629,3600.191831049533,,8.981260180007666e-12
2025-06-08,B4,1209.768669127881,1337.8292571969184,2273.251574854596,24862.74308912797,1.8189894035458565e-12
2025-06-09,B1,1391.923513185465,1200.0,,,0.0
2025-06-09,B3,1343.2290948464629,1200.0,1858.5697298115624,,3.865352482534945e-12
2025-06-09,B4,1337.8292571969184,1200.0,1067.398252335801,11081.13215602217,1.8189894035458565e-12
2025-06-10,B1,1200.0,1207.8975771655153,,,0.0
2025-06-10,B3,1200.0,1208.410480596736,1653.0694751104595,,3.979039320256561e-12
2025-06-10,B4,1200.0,1208.410480596736,820.3520826985775,7980.3282722086915,1.8189894035458565e-12
2025-06-11,B1,1207.8975771655153,1240.369377906366,,,0.0
2025-06-11,B3,1208.410480596736,1240.3693779063651,2585.8588861549188,,1.318767317570746e-11
2025-06-11,B4,1208.410480596736,1240.3693779063651,862.5972446299309,8606.303061720131,1.8189894035458565e-12
2025-06-12,B1,1240.369377906366,1234.8127082170795,,,0.0
2025-06-12,B3,1240.3693779063651,1239.8367837149951,2227.13246736796,,1.864464138634503e-11
2025-06-12,B4,1240.3693779063651,1239.8367837149951,1136.0147942069066,12495.99993937926,1.8189894035458565e-12
2025-06-13,B1,1234.8127082170795,1498.8895349421246,,,0.0
2025-06-13,B3,1239.8367837149951,1519.7745621772438,1386.3242757251642,,8.58335624798201e-12
2025-06-13,B4,1239.8367837149951,1529.7002422405976,924.9349711290618,10598.792943349648,1.8189894035458565e-12
2025-06-14,B1,1498.8895349421246,1259.0453217302356,,,0.0
2025-06-14,B3,1519.7745621772438,1266.1694242548351,2226.5310885081767,,1.7280399333685637e-11
2025-06-14,B4,1529.7002422405976,1260.612657878148,1967.070103462648,26158.44194271008,1.8189894035458565e-12
2025-06-15,B1,1259.0453217302356,1497.1178454387618,,,0.0
2025-06-15,B3,1266.1694242548351,1560.4158065132845,4064.379371427885,,2.364686224609613e-11
2025-06-15,B4,1260.612657878148,1464.3212137626438,3004.691935547371,30563.10751042392,1.8189894035458565e-12
2025-06-16,B1,1497.1178454387618,1200.0,,,0.0
2025-06-16,B3,1560.4158065132845,1200.0,6156.733909478048,,5.9117155615240335e-12
2025-06-16,B4,1464.3212137626438,1200.0,1786.7102540988649,17052.22820809787,2.0463630789890885e-12
2025-06-17,B1,1200.0,1203.9708375549335,,,0.0
2025-06-17,B3,1200.0,1200.0,5401.75218037801,,2.319211489520967e-11
2025-06-17,B4,1200.0,1200.0,3641.9297786355737,31490.81143279404,1.8189894035458565e-12
2025-06-18,B1,1203.9708375549335,1472.4447247988146,,,0.0
2025-06-18,B3,1200.0,1433.8911483650772,4791.44159103027,,1.318767317570746e-11
2025-06-18,B4,1200.0,1420.1979044981722,3740.150686812975,33989.1004263733,1.8189894035458565e-12
2025-06-19,B1,1472.4447247988146,1200.0,,,0.0
2025-06-19,B3,1433.8911483650772,1200.0,4802.884842588932,,2.9558577807620168e-12
2025-06-19,B4,1420.1979044981722,1200.0,3194.903438261568,25756.22813855003,1.8189894035458565e-12
2025-06-20,B1,1200.0,1755.4300831172902,,,0.0
2025-06-20,B3,1200.0,1686.6175434552574,2021.3326285869011,,1.091393642127514e-11
2025-06-20,B4,1200.0,1780.4766467055304,1507.9306434572502,17863.569662096703,1.8189894035458565e-12
2025-06-21,B1,1755.4300831172902,1257.3666252504847,,,0.0
2025-06-21,B3,1686.6175434552574,1257.3666252504847,630.4253680438944,,6.366462912410498e-12
2025-06-21,B4,1780.4766467055304,1259.3289802284755,535.2048352658645,8868.939671719043,1.8189894035458565e-12
2025-06-22,B1,1257.3666252504847,1200.0,,,0.0
2025-06-22,B3,1257.3666252504847,1200.0,5621.571857629558,,2.7284841053187847e-12
2025-06-22,B4,1259.3289802284755,1200.0,4366.134946544133,52377.54241553233,1.8189894035458565e-12
2025-06-23,B1,1200.0,1341.657707689902,,,0.0
2025-06-23,B3,1200.0,1437.8396945320433,2805.005136732273,,2.7284841053187847e-12
2025-06-23,B4,1200.0,1542.6413962726092,2733.609058547995,27823.96051811408,1.8189894035458565e-12
2025-06-24,B1,1341.657707689902,1470.8595975852386,,,0.0
2025-06-24,B3,1437.8396945320433,1525.777548285571,4654.741912583008,,2.7284841053187847e-12
2025-06-24,B4,1542.6413962726092,1391.9077483996389,3168.971237776488,26618.71981187805,1.8189894035458565e-12
2025-06-25,B1,1470.8595975852386,1259.81042859184,,,0.0
2025-06-25,B3,1525.777548285571,1342.4014727680642,3463.978086008464,,1.0800249583553524e-11
2025-06-25,B4,1391.9077483996389,1302.7349584541755,3161.0085268332537,38742.5379995423,1.8189894035458565e-12
2025-06-26,B1,1259.81042859184,1200.0,,,0.0
2025-06-26,B3,1342.4014727680642,1200.0,4163.673012528496,,4.320099833421409e-12
2025-06-26,B4,1302.7349584541755,1200.0,1776.105490973178,13052.179512966655,1.8189894035458565e-12
2025-06-27,B1,1200.0,1369.2503912288105,,,0.0
2025-06-27,B3,1200.0,1315.191021437253,2511.1245119531286,,4.774847184307873e-12
2025-06-27,B4,1200.0,1316.5742090335534,1449.377980780845,15427.596554886948,1.8189894035458565e-12
2025-06-28,B1,1369.2503912288105,1219.5771487291593,,,0.0
2025-06-28,B3,1315.191021437253,1224.1324369066556,941.4279349368323,,4.547473508864641e-12
2025-06-28,B4,1316.5742090335534,1219.9671315068288,877.210064447014,8302.2101049932,1.8189894035458565e-12
2025-06-29,B1,1219.5771487291593,1200.0,,,0.0
2025-06-29,B3,1224.1324369066556,1284.3128873766784,5153.686040583126,,2.387423592153937e-12
2025-06-29,B4,1219.9671315068288,1200.0,3733.975380661696,28374.11885515659,1.8189894035458565e-12
2025-06-30,B1,1200.0,1200.0,,,0.0
2025-06-30,B3,1284.3128873766784,1200.0,4678.590385621001,,6.821210263296962e-12
2025-06-30,B4,1200.0,1200.0,1668.526868891446,15952.317301149564,1.8189894035458565e-12
2025-07-01,B1,1200.0,1200.0,,,0.0
2025-07-01,B3,1200.0,1200.0,1839.0109624903632,,7.275957614183426e-12
2025-07-01,B4,1200.0,1200.0,1206.781721824054,11857.517717797718,1.8189894035458565e-12
2025-07-02,B1,1200.0,1200.0,,,0.0
2025-07-02,B3,1200.0,1200.0,1556.1870224340878,,1.1141310096718373e-11
2025-07-02,B4,1200.0,1200.0,1146.7214585393904,11918.466543837309,1.8189894035458565e-12
2025-07-03,B1,1200.0,1200.0,,,0.0
2025-07-03,B3,1200.0,1200.0,2259.3217049844425,,8.185452315956354e-12
2025-07-03,B4,1200.0,1200.0,852.1844902447859,9928.9261501907,1.8189894035458565e-12
2025-07-04,B1,1200.0,1200.0,,,0.0
2025-07-04,B3,1200.0,1200.0,1557.5277640552947,,1.8189894035458565e-12
2025-07-04,B4,1200.0,1200.0,1247.628954328441,6969.323216319451,1.8189894035458565e-12
2025-07-05,B1,1200.0,1200.0,,,0.0
2025-07-05,B3,1200.0,1200.0,1830.692280182613,,1.8189894035458565e-12
2025-07-05,B4,1200.0,1200.0,901.5802715800802,8051.160109864897,1.8189894035458565e-12
2025-07-06,B1,1200.0,1200.0,,,0.0
2025-07-06,B3,1200.0,1200.0,5927.086569951911,,2.250999386887997e-11
2025-07-06,B4,1200.0,1200.0,4029.401773485996,52176.69907590134,1.8189894035458565e-12
2025-07-07,B1,1200.0,1200.0,,,0.0
2025-07-07,B3,1200.0,1200.0,2410.983626072526,,1.807620719773695e-11
2025-07-07,B4,1200.0,1200.0,1285.3332943686655,14194.775040372591,1.8189894035458565e-12
2025-07-08,B1,1200.0,1628.9264291916006,,,0.0
2025-07-08,B3,1200.0,1594.4164670918617,2836.842398340222,,4.320099833421409e-12
2025-07-08,B4,1200.0,1594.4164670918635,1733.189885313055,11732.91460925431,1.8189894035458565e-12
2025-07-09,B1,1628.9264291916006,1797.3123523535132,,,0.0
2025-07-09,B3,1594.4164670918617,1732.3073479462787,1561.697795087025,,6.821210263296962e-12
2025-07-09,B4,1594.4164670918635,1732.3073479462792,981.8241445550896,9129.877732171051,1.8189894035458565e-12
2025-07-10,B1,1797.3123523535132,1200.0,,,0.0
2025-07-10,B3,1732.3073479462787,1276.68168567932,2764.570578744612,,2.9899638320785016e-11
2025-07-10,B4,1732.3073479462792,1276.68168567932,1242.3574103675392,12321.646337704013,1.8189894035458565e-12
2025-07-11,B1,1200.0,1959.761645225261,,,0.0
2025-07-11,B3,1276.68168567932,1897.6336789078828,1152.0506206213688,,9.094947017729282e-13
2025-07-11,B4,1276.68168567932,1867.708532512853,812.0106945495404,7643.860279944507,1.8189894035458565e-12
2025-07-12,B1,1959.761645225261,1228.884457913406,,,0.0
2025-07-12,B3,1897.6336789078828,1285.9381962493887,2029.829876643977,,1.8189894035458565e-12
2025-07-12,B4,1867.708532512853,1228.8844579134063,1294.8863772966097,13968.292030562076,1.8189894035458565e-12
2025-07-13,B1,1228.884457913406,1560.9764192281652,,,0.0
2025-07-13,B3,1285.9381962493887,1367.760628679208,2822.2834105845545,,6.59383658785373e-12
2025-07-13,B4,1228.8844579134063,1349.265987686868,2291.281539389522,13376.68560699009,2.7284841053187847e-12
2025-07-14,B1,1560.9764192281652,1200.0,,,0.0
2025-07-14,B3,1367.760628679208,1200.0,1745.8693405199183,,1.6370904631912708e-11
2025-07-14,B4,1349.265987686868,1200.0,1044.8796462783985,9421.633873931476,2.501110429875553e-12
2025-07-15,B1,1200.0,1204.5441094166454,,,0.0
2025-07-15,B3,1200.0,1221.6896953407252,2446.9601142416886,,1.8189894035458565e-12
2025-07-15,B4,1200.0,1221.6896953407252,904.4133787540164,8820.77170245064,1.8189894035458565e-12
2025-07-16,B1,1204.5441094166454,1391.036099239822,,,0.0
2025-07-16,B3,1221.6896953407252,1427.8197496428024,3880.3125766976254,,1.2732925824820995e-11
2025-07-16,B4,1221.6896953407252,1427.8197496428031,1477.5086414890477,15003.534935468504,1.8189894035458565e-12
2025-07-17,B1,1391.036099239822,1200.0,,,0.0
2025-07-17,B3,1427.8197496428024,1200.0,1714.574650718609,,1.2732925824820995e-11
2025-07-17,B4,1427.8197496428031,1200.0,994.1311183147684,11938.25370099749,2.0463630789890885e-12
2025-07-18,B1,1200.0,1772.0305026886383,,,0.0
2025-07-18,B3,1200.0,1886.2614808059643,3812.5539268733887,,1.8189894035458565e-12
2025-07-18,B4,1200.0,1648.8868728025768,2040.6575590008576,15480.914397152366,1.8189894035458565e-12
2025-07-19,B1,1772.0305026886383,1200.0,,,0.0
2025-07-19,B3,1886.2614808059643,1200.0,2402.534938746606,,1.8189894035458565e-12
2025-07-19,B4,1648.8868728025768,1200.0,1104.816351454544,8026.151157084973,1.8189894035458565e-12
2025-07-20,B1,1200.0,1344.1333098568737,,,0.0
2025-07-20,B3,1200.0,1344.6841249748716,2295.347085025434,,8.515144145349039e-11
2025-07-20,B4,1200.0,1281.8266950870766,1796.8003798344705,27668.98572495373,1.8189894035458565e-12
2025-07-21,B1,1344.1333098568737,1830.9621269282693,,,0.0
2025-07-21,B3,1344.6841249748716,1851.2222839411156,3831.539143840884,,3.637978807091713e-12
2025-07-21,B4,1281.8266950870766,1851.2222839411136,1855.4043546991643,18150.48966639893,1.8189894035458565e-12
2025-07-22,B1,1830.9621269282693,1200.0,,,0.0
2025-07-22,B3,1851.2222839411156,1200.0,3624.735211679535,,7.617018127348274e-12
2025-07-22,B4,1851.2222839411136,1200.0,2556.802880144756,28118.777001099777,1.8189894035458565e-12
2025-07-23,B1,1200.0,1356.5324711332942,,,0.0
2025-07-23,B3,1200.0,1471.1877647882864,1495.261556409932,,6.139089236967266e-12
2025-07-23,B4,1200.0,1471.1877647882866,747.4974035248624,7223.440308318329,1.8189894035458565e-12
2025-07-24,B1,1356.5324711332942,1373.698885683128,,,0.0
2025-07-24,B3,1471.1877647882864,1439.9426289033856,2933.6739511457463,,3.0013325158506625e-11
2025-07-24,B4,1471.1877647882866,1439.9426289033856,964.9167943390316,9570.441471926546,1.8189894035458565e-12
2025-07-25,B1,1373.698885683128,1570.5258210589966,,,0.0
2025-07-25,B3,1439.9426289033856,1638.6393502890987,1429.0704189922717,,1.8189894035458565e-12
2025-07-25,B4,1439.9426289033856,1638.6393502890987,1151.0535908778163,8307.063470161336,1.8189894035458565e-12
2025-07-26,B1,1570.5258210589966,1231.03861945711,,,0.0
2025-07-26,B3,1638.6393502890987,1270.066747759005,1467.1317540260486,,1.8189894035458565e-12
2025-07-26,B4,1638.6393502890987,1270.066747759005,1327.2123186365468,14760.408907705778,2.501110429875553e-12
2025-07-27,B1,1231.03861945711,1327.6137569215266,,,0.0
2025-07-27,B3,1270.066747759005,1257.4478045806034,4984.97293943944,,2.8421709430404007e-11
2025-07-27,B4,1270.066747759005,1200.0,2817.466119094691,31403.013845528145,1.8189894035458565e-12
2025-07-28,B1,1327.6137569215266,1222.5507276505928,,,0.0
2025-07-28,B3,1257.4478045806034,1200.0,3171.6670573406204,,1.1993961379630491e-11
2025-07-28,B4,1200.0,1200.0,1486.0053933443,10354.168971339235,1.8189894035458565e-12
2025-07-29,B1,1222.5507276505928,1565.94550678119,,,0.0
2025-07-29,B3,1200.0,1484.8894845838722,6935.086190075407,,1.8189894035458565e-12
2025-07-29,B4,1200.0,1493.788460009845,3153.0481027892806,25778.33375496409,1.8189894035458565e-12
2025-07-30,B1,1565.94550678119,1587.2920295058093,,,0.0
2025-07-30,B3,1484.8894845838722,1575.656995489167,3222.634567164589,,1.034550223266706e-11
2025-07-30,B4,1493.788460009845,1635.2167516921795,1590.4569373615534,10453.026504476567,1.8189894035458565e-12
2025-07-31,B1,1587.2920295058093,1200.0,,,0.0
2025-07-31,B3,1575.656995489167,1200.0,5714.217395226369,,8.640199666842818e-12
2025-07-31,B4,1635.2167516921795,1200.0,3675.542913608034,35564.31256492252,1.8189894035458565e-12
2025-08-01,B1,1200.0,1200.0,,,0.0
2025-08-01,B3,1200.0,1252.4439613155116,3203.3657505208557,,1.8189894035458565e-12
2025-08-01,B4,1200.0,1206.0022186986823,594.8174557851111,6341.623636443618,1.8189894035458565e-12
2025-08-02,B1,1200.0,1200.0,,,0.0
2025-08-02,B3,1252.4439613155116,1200.0,1615.5981243694446,,4.888534022029489e-12
2025-08-02,B4,1206.0022186986823,1200.0,685.5618133436936,7090.683801103029,1.8189894035458565e-12
2025-08-03,B1,1200.0,1200.0,,,0.0
2025-08-03,B3,1200.0,1213.253584381959,3495.0458498082635,,1.8189894035458565e-12
2025-08-03,B4,1200.0,1200.0,2346.791507304207,27765.438898146465,1.8189894035458565e-12
2025-08-04,B1,1200.0,1492.0205638363143,,,0.0
2025-08-04,B3,1213.253584381959,1200.0,4965.8193886264335,,1.3642420526593924e-11
2025-08-04,B4,1200.0,1356.262278706802,3649.896288530188,39135.32375474292,1.8189894035458565e-12
2025-08-05,B1,1492.0205638363143,1487.919844675124,,,0.0
2025-08-05,B3,1200.0,1517.2244877346552,4184.7845729549645,,9.77706804405898e-12
2025-08-05,B4,1356.262278706802,1690.515182367714,1504.453821340723,21818.101007691366,1.8189894035458565e-12
2025-08-06,B1,1487.919844675124,1200.0,,,0.0
2025-08-06,B3,1517.2244877346552,1509.905391618209,3364.054856030798,,8.29913915367797e-12
2025-08-06,B4,1690.515182367714,1528.1104672621043,1227.722858779747,20015.919946699534,1.8189894035458565e-12
2025-08-07,B1,1200.0,1200.0,,,0.0
2025-08-07,B3,1509.905391618209,1200.0,3278.2136017922217,,2.7966962079517543e-11
2025-08-07,B4,1528.1104672621043,1223.058034726834,2545.840576255924,26307.203535542147,1.8189894035458565e-12
2025-08-08,B1,1200.0,1372.419833768275,,,0.0
2025-08-08,B3,1200.0,1334.883178185258,3971.309001149066,,1.8189894035458565e-12
2025-08-08,B4,1223.058034726834,1459.6561750966198,2073.0949735401005,16473.916748943764,1.8189894035458565e-12
2025-08-09,B1,1372.419833768275,1237.1525333711195,,,0.0
2025-08-09,B3,1334.883178185258,1253.082751388878,2078.4549527312706,,1.8189894035458565e-12
2025-08-09,B4,1459.6561750966198,1253.0827513888785,1040.052287458948,11423.77542837778,1.8189894035458565e-12
2025-08-10,B1,1237.1525333711195,1319.5027311816991,,,0.0
2025-08-10,B3,1253.082751388878,1236.7285860123195,1075.0426214893866,,8.105871529551223e-11
2025-08-10,B4,1253.0827513888785,1242.725831035829,1008.3784746512806,10910.746613405714,1.8189894035458565e-12
2025-08-11,B1,1319.5027311816991,1256.45249679632,,,0.0
2025-08-11,B3,1236.7285860123195,1247.986682774375,3887.301714735584,,5.2295945351943366e-12
2025-08-11,B4,1242.725831035829,1200.0,2396.846238497475,25860.15222167316,1.8189894035458565e-12
2025-08-12,B1,1256.45249679632,1270.7678451970278,,,0.0
2025-08-12,B3,1247.986682774375,1242.0431327062593,4102.110335218252,,1.659827830735594e-11
2025-08-12,B4,1200.0,1316.76302995725,2512.730870981113,28812.879640912342,1.8189894035458565e-12
2025-08-13,B1,1270.7678451970278,1350.5951439345945,,,0.0
2025-08-13,B3,1242.0431327062593,1265.0406535517864,3870.281637214339,,8.412825991399586e-12
2025-08-13,B4,1316.76302995725,1239.04837793201,1373.609094850105,20674.03005836501,1.8189894035458565e-12
2025-08-14,B1,1350.5951439345945,1200.0,,,0.0
2025-08-14,B3,1265.0406535517864,1200.0,2932.922396187119,,8.185452315956354e-12
2025-08-14,B4,1239.04837793201,1200.0,1034.6213911026414,18089.646647648664,1.8189894035458565e-12
2025-08-15,B1,1200.0,1200.0,,,0.0
2025-08-15,B3,1200.0,1200.0,2647.445706743629,,1.8189894035458565e-12
2025-08-15,B4,1200.0,1256.7099944321794,537.44263521843,5813.324305892321,1.8189894035458565e-12
2025-08-16,B1,1200.0,1225.923512478262,,,0.0
2025-08-16,B3,1200.0,1225.923512478262,1427.8946733697665,,1.8189894035458565e-12
2025-08-16,B4,1256.7099944321794,1225.923512478262,1319.4234812242812,25354.115856583045,1.8189894035458565e-12
2025-08-17,B1,1225.923512478262,1200.0,,,0.0
2025-08-17,B3,1225.923512478262,1200.0,2766.195926310225,,1.2528289516922086e-10
2025-08-17,B4,1225.923512478262,1200.0,2420.451223629332,35062.39736269162,1.8189894035458565e-12
2025-08-18,B1,1200.0,1542.2054767273248,,,0.0
2025-08-18,B3,1200.0,1370.3871148340731,3373.918373192432,,1.0857093002414332e-11
2025-08-18,B4,1200.0,1432.996046589771,1892.8367369497143,24452.23286866407,9.094947017729282e-13
2025-08-19,B1,1542.2054767273248,1421.0632622472194,,,0.0
2025-08-19,B3,1370.3871148340731,1268.638981768917,1118.7552655088302,,1.0174971976084636e-11
2025-08-19,B4,1432.996046589771,1294.505694395214,703.3308197923642,5986.326352211799,1.8189894035458565e-12
2025-08-20,B1,1421.0632622472194,1200.0,,,0.0
2025-08-20,B3,1268.638981768917,1200.0,4792.561490404001,,2.1714186004828665e-11
2025-08-20,B4,1294.505694395214,1200.0,3067.9661352600774,34358.62499364856,1.8189894035458565e-12
2025-08-21,B1,1200.0,1200.0,,,0.0
2025-08-21,B3,1200.0,1200.0,3933.1659812266703,,1.4097167877480388e-11
2025-08-21,B4,1200.0,1200.0,3582.692086136878,42120.025481944336,1.8189894035458565e-12
2025-08-22,B1,1200.0,1200.0,,,0.0
2025-08-22,B3,1200.0,1314.3093011033982,3903.597695440222,,9.094947017729282e-13
2025-08-22,B4,1200.0,1200.0,1888.937022828217,15006.737705849811,1.8189894035458565e-12
2025-08-23,B1,1200.0,1200.0,,,0.0
2025-08-23,B3,1314.3093011033982,1200.0,1843.7187984736547,,1.8189894035458565e-12
2025-08-23,B4,1200.0,1200.0,1730.3948820788214,17759.13362320594,1.8189894035458565e-12
2025-08-24,B1,1200.0,1200.0,,,0.0
2025-08-24,B3,1200.0,1276.033520351339,2569.8655710025405,,2.148681232938543e-11
2025-08-24,B4,1200.0,1240.868573375346,2223.689556006099,26628.08661751212,1.8189894035458565e-12
2025-08-25,B1,1200.0,1577.3341406364334,,,0.0
2025-08-25,B3,1276.033520351339,1536.9460186326874,4255.786443871743,,1.1596057447604837e-11
2025-08-25,B4,1240.868573375346,1541.323618952925,3109.908901579058,40122.470408918496,1.8189894035458565e-12
2025-08-26,B1,1577.3341406364334,1643.717369262035,,,0.0
2025-08-26,B3,1536.9460186326874,1772.1480246933068,2427.4902467174893,,2.7739588404074308e-11
2025-08-26,B4,1541.323618952925,1788.3584867140034,2017.6775885976192,21699.85390100591,1.8189894035458565e-12
2025-08-27,B1,1643.717369262035,1372.9540077116608,,,0.0
2025-08-27,B3,1772.1480246933068,1259.3108477883702,4487.272353359143,,6.366462912410498e-12
2025-08-27,B4,1788.3584867140034,1238.1926315433775,3803.123383466281,42208.31047210034,2.0463630789890885e-12
2025-08-28,B1,1372.9540077116608,1200.0,,,0.0
2025-08-28,B3,1259.3108477883702,1265.0406535517864,2715.549342241224,,7.275957614183426e-12
2025-08-28,B4,1238.1926315433775,1265.0406535517864,1999.105471015073,14454.424676715504,1.8189894035458565e-12
2025-08-29,B1,1200.0,1622.18796734753,,,0.0
2025-08-29,B3,1265.0406535517864,1519.8647490141368,3827.75815042647,,1.8189894035458565e-12
2025-08-29,B4,1265.0406535517864,1531.576254628294,2147.615975250064,19283.810492696284,1.8189894035458565e-12
2025-08-30,B1,1622.18796734753,1200.665821869923,,,0.0
2025-08-30,B3,1519.8647490141368,1200.665821869923,1819.40949807978,,1.8189894035458565e-12
2025-08-30,B4,1531.576254628294,1200.665821869923,1632.5153493140574,21304.52355088671,1.8189894035458565e-12
2025-08-31,B1,1200.665821869923,1200.0,,,0.0
2025-08-31,B3,1200.665821869923,1255.3083892265488,2230.627718640165,,6.457412382587789e-11
2025-08-31,B4,1200.665821869923,1247.19813446843,2039.2196614276763,34966.97334364529,1.8189894035458565e-12
2025-09-01,B1,1200.0,2928.8259014262167,,,0.0
2025-09-01,B3,1255.3083892265488,3539.1014503402985,1210.4100910894608,,1.4551915228366852e-11
2025-09-01,B4,1247.19813446843,3458.9789749098936,787.8557831371684,7910.792586951658,1.8189894035458565e-12
2025-09-02,B1,2928.8259014262167,2407.31733260292,,,0.0
2025-09-02,B3,3539.1014503402985,3044.036818555531,1346.546003065113,,1.8189894035458565e-12
2025-09-02,B4,3458.9789749098936,3027.754155830476,933.0832291350094,8196.564579119897,1.8189894035458565e-12
2025-09-03,B1,2407.31733260292,2572.1187402499145,,,0.0
2025-09-03,B3,3044.036818555531,3028.506104168708,1354.4222138438806,,1.8189894035458565e-12
2025-09-03,B4,3027.754155830476,3025.515503020515,737.6774335467771,8316.97452200232,1.8189894035458565e-12
2025-09-04,B1,2572.1187402499145,2390.222890329512,,,0.0
2025-09-04,B3,3028.506104168708,2863.8843890232497,1313.4495589672122,,1.8189894035458565e-12
2025-09-04,B4,3025.515503020515,2782.8762278891186,869.7550874181068,8834.8409786337,1.8189894035458565e-12
2025-09-05,B1,2390.222890329512,1668.3108155436123,,,0.0
2025-09-05,B3,2863.8843890232497,1746.616335367585,349.04170057761667,,1.8189894035458565e-12
2025-09-05,B4,2782.8762278891186,1731.134756247696,282.10277560873857,1554.5459797370418,2.501110429875553e-12
2025-09-06,B1,1668.3108155436123,1465.3210621981875,,,0.0
2025-09-06,B3,1746.616335367585,1487.7455760938335,2534.917840785118,,1.8189894035458565e-12
2025-09-06,B4,1731.134756247696,1312.3423653881584,973.9232799447576,7215.877017889852,1.8189894035458565e-12
2025-09-07,B1,1465.3210621981875,1394.7845292547872,,,0.0
2025-09-07,B3,1487.7455760938335,1456.1822510666668,1593.8347066878496,,2.2851054382044825e-11
2025-09-07,B4,1312.3423653881584,1428.727216075147,1422.7219875722776,25377.131754859096,1.8189894035458565e-12
2025-09-08,B1,1394.7845292547872,1200.0,,,0.0
2025-09-08,B3,1456.1822510666668,1200.0,1693.938384162772,,9.094947017729282e-12
2025-09-08,B4,1428.727216075147,1200.0,912.2519822259092,7837.71178905268,1.8189894035458565e-12
2025-09-09,B1,1200.0,1200.0,,,0.0
2025-09-09,B3,1200.0,1200.0,1394.3174197189162,,2.9558577807620168e-12
2025-09-09,B4,1200.0,1200.0,1016.8744602562664,8827.25121889487,1.8189894035458565e-12
2025-09-10,B1,1200.0,1200.0,,,0.0
