policy,date,original_plan_cost_yuan,final_non_emergency_cost_yuan,adjustment_net_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_purchase_kwh,remaining_energy_kwh,charge_kwh,discharge_kwh,soc_min_kwh,soc_max_kwh,terminal_soc_kwh
C1,2025-03-22,12497.114269531763,12497.114269531763,0.0,1007.9095760940571,13505.02384562582,596.9655439748885,13174.506489466,17546.78674115326,14212.89726033414,1200.0,10398.574760554968,1200.0
C1,2025-03-23,43023.17398876994,43023.17398876994,0.0,4986.565665946831,48009.73965471677,1179.0178865727025,8809.538803622212,20017.64665957771,16170.00136405577,1200.0,10231.03263612226,1249.2138113357507
C1,2025-03-24,41457.10268816259,41457.10268816259,0.0,2884.487431207902,44341.590119370485,852.3818179432545,6596.840052761709,21293.65239293343,17292.15086847825,1200.0,10517.197520835483,1200.0
C1,2025-03-25,45355.38026623317,45355.38026623317,0.0,8496.462225795673,53851.842492028845,2398.9174098403664,11587.259380636066,18833.746373635313,15255.334562644603,1200.0,10139.056996023475,1200.0
C1,2025-03-26,39069.59058428467,39069.59058428467,0.0,6824.874674517567,45894.465258802236,1874.0140041195557,6049.159888535163,20298.395941859835,16441.700712906466,1200.0,10501.396198605187,1200.0
C1,2025-03-27,40855.014597667985,40855.014597667985,0.0,5797.122874730432,46652.13747239842,1901.8298937299214,6471.858688657002,19950.831905535077,16159.864101887351,1199.9999999999998,10102.008716465818,1200.344157328956
C1,2025-03-28,11904.840615540183,11904.840615540183,0.0,847.4192756313453,12752.259891171529,433.8878327085736,17251.97819065249,17475.42073911396,14155.40054027837,1200.0,10574.321237192911,1200.0
C1,2025-03-29,11044.341012655545,11044.341012655545,0.0,2444.429771296111,13488.770783951655,930.3484979251358,18760.360056219582,15907.278537593338,12884.860877733923,1200.0,10736.649383551186,1200.0385974629835
C1,2025-03-30,38767.66367247842,38767.66367247842,0.0,6406.445294818071,45174.10896729649,1948.7909379930886,7477.776160164107,20071.42109427741,16257.885824081388,1200.0,10413.808027196294,1200.0
C1,2025-03-31,36504.77800730375,36504.77800730375,0.0,11304.528051055011,47809.30605835876,3942.701643569878,3149.2635144640753,20202.2614687581,16292.190950017686,1200.0,10263.369984171442,1279.60093297375
C1,2025-04-01,42860.987960575345,42860.987960575345,0.0,4432.968799210683,47293.95675978602,1261.612207814987,7510.673974499502,18872.459521146895,15331.197101225236,1200.0,10433.668024274271,1230.1510562001374
C1,2025-04-02,40860.85657808462,40860.85657808462,0.0,4505.892378269058,45366.74895635367,1268.7930446063513,3764.9894864528906,18277.45162981434,14804.11304068972,1200.0,10259.310432679791,1230.8430333778024
C1,2025-04-03,42173.89391865736,42173.89391865736,0.0,3991.969109137955,46165.86302779531,1183.076564062918,10116.377091941524,20160.686948846207,16357.915158605449,1200.0,10189.976456979331,1200.0
C1,2025-04-04,10984.313807075196,10984.313807075196,0.0,1495.2157271859528,12479.529534261148,668.4303642563784,19883.62429255557,14712.391711966275,11898.422642098792,1200.0,10416.588071399095,1220.682938437659
C1,2025-04-05,10901.42182922861,10901.42182922861,0.0,6333.296065462246,17234.717894690857,2732.7950331783063,15772.26510623471,14431.234629582861,11697.251573862592,1200.0,10298.821689433234,1211.8479118815742
C1,2025-04-06,38956.54423240206,38956.54423240206,0.0,7299.681807010609,46256.22603941267,2186.6302282551055,9129.94484503513,19110.889071123464,15489.153945607932,1200.0,10641.532322670322,1201.4770252172111
C1,2025-04-07,34420.3669503085,34420.3669503085,0.0,5496.923904036088,39917.29085434458,2240.479634049023,2626.84480100462,21130.7610222048,17117.245750681373,1200.0,10709.688065890386,1200.0
C1,2025-04-08,41390.66147419883,41390.66147419883,0.0,2397.8147433648173,43788.47621756365,577.7789774347735,11420.168985832082,19649.394345870125,15916.009420154805,1200.0,10299.665872126729,1200.0
C1,2025-04-09,39502.52616299798,39502.52616299798,0.0,4698.370449712273,44200.896612710254,1512.1801841462761,3713.271859438116,20458.13693434099,16571.090916816207,1200.0,10359.417867669792,1200.0
C1,2025-04-10,37496.1410591881,37496.1410591881,0.0,6689.008940374032,44185.149999562134,1715.6285031396756,4973.620624697148,19796.136471752558,16009.753751269409,1199.9999999999998,10211.157163489755,1227.9075453890705
C1,2025-04-11,10397.478510803096,10397.478510803096,0.0,4409.289453465629,14806.767964268724,1663.5236903566004,20677.685033493897,15993.868042183167,12980.149905018527,1200.0,10379.080966550331,1200.0
C1,2025-04-12,10800.095516198111,10800.095516198111,0.0,1243.5835894186969,12043.679105616808,611.5954001358391,17556.291822874962,16255.425043847348,13166.894285516351,1200.0,10432.698825597814,1200.0
C1,2025-04-13,37192.3123686114,37192.3123686114,0.0,9471.251347264788,46663.56371587619,2647.1384882262123,7106.904278551105,19875.74498607208,16095.652648904183,1200.0,10304.241500122387,1204.111988682438
C1,2025-04-14,38653.89321820137,38653.89321820137,0.0,7871.643347710404,46525.536565911774,2090.831008713744,10432.502606322403,18273.09036184933,14804.903982912152,1200.0,10061.104806567888,1200.0
C1,2025-04-15,32645.33405228042,32645.33405228042,0.0,3951.8205371960235,36597.15458947644,942.4912548397216,2503.7124532364523,21123.745344368905,17082.065861387164,1199.9999999999998,10614.381570720096,1231.2976306129292
C1,2025-04-16,36740.060122563234,36740.060122563234,0.0,6952.832231458821,43692.89235402205,2583.1812444625257,4764.708684637576,19213.20816483565,15590.866481068513,1200.0,10691.77364016053,1200.0
C1,2025-04-17,33811.65791900937,33811.65791900937,0.0,8711.355278087383,42523.01319709675,2428.718100654817,1580.880775338729,19195.6185038663,15548.450988131703,1200.0,10391.9124048965,1200.0
C1,2025-04-18,10511.891001661073,10511.891001661073,0.0,2746.972160230451,13258.863161891524,1296.3611223577993,19511.736206143065,14709.204414699947,11867.184257156821,1200.0,10372.698875989436,1252.523687500151
C1,2025-04-19,9817.323183095721,9817.323183095721,0.0,1575.5311995442678,11392.85438263999,826.5865314552892,17352.636567612786,15596.10030514427,12680.112565916992,1200.0,10800.0,1200.0
C1,2025-04-20,33035.24545536869,33035.24545536869,0.0,8405.594138363678,41440.83959373237,3248.3159910418353,2567.509998991495,19696.896870202538,15954.486464864054,1200.0,10545.455903588714,1200.0
C1,2025-04-21,35770.12050600787,35770.12050600787,0.0,3878.2413975905033,39648.36190359837,1016.84395883875,10029.986087336956,18801.37650009858,15219.925320194607,1200.0,10326.270254844732,1210.2107165391571
C1,2025-04-22,32133.38436594331,32133.38436594331,0.0,8208.40975136419,40341.7941173075,3192.8776242992562,1104.9648849263344,19773.67319865661,16025.864935797104,1200.0,10800.0,1200.0
C1,2025-04-23,32351.268654817137,32351.268654817137,0.0,8266.484140490718,40617.75279530785,3299.9596785087183,2012.5920872590732,20200.72084256051,16362.583882474004,1200.0,10508.945749387678,1200.0
C1,2025-04-24,31153.16652885385,31153.16652885385,0.0,7469.975055622814,38623.14158447666,2968.772484582179,4358.584675040667,20226.093731852994,16383.135922800917,1200.0,10800.0,1200.0
C1,2025-04-25,9634.659432451786,9634.659432451786,0.0,2980.064191778336,12614.723624230124,1112.6761493724232,22540.352470558217,15775.733286301038,12778.34396190384,1200.0,10371.662039719642,1200.0
C1,2025-04-26,9638.195461143538,9638.195461143538,0.0,2727.522746492207,12365.718207635744,1113.4441541615379,24309.99362041123,16709.680062002735,13529.574798896554,1200.0,10505.895479680306,1205.851168139625
C1,2025-04-27,29290.561944102126,29290.561944102126,0.0,13690.18094147996,42980.74288558209,3523.6517008580904,1004.7681172716522,18957.432358953876,15360.786262078305,1200.0,10800.0,1200.0
C1,2025-04-28,39025.19302392314,39025.19302392314,0.0,3920.511696445171,42945.70472036831,1069.2089826873328,6147.638590331982,18847.85536662011,15266.7628469623,1200.0,10420.45109356488,1200.0
C1,2025-04-29,31674.474048450695,31674.474048450695,0.0,6695.075528639063,38369.549577089754,2002.1558117713557,4872.864990835735,19137.05558842211,15486.894282264335,1200.0,10740.876763927216,1215.6897159528544
C1,2025-04-30,30228.95577165312,30228.95577165312,0.0,9206.106976294275,39435.06274794739,2776.722760746993,2312.111764142885,17655.48419177431,14315.062939694766,1200.0,10443.08352370664,1200.0
C1,2025-05-01,32490.308920482068,32490.308920482068,0.0,25122.980786038675,57613.28970652074,6561.038617929624,4976.40430865888,18007.0464731373,14585.707643241218,1200.0,10255.879057895629,1200.0
C1,2025-05-02,11271.756319019818,11271.756319019818,0.0,9997.286338161339,21269.04265718116,2834.8051112498856,13658.247530696506,16129.916306264677,13065.232208074387,1200.0,10298.75902023941,1200.0
C1,2025-05-03,10518.830797490546,10518.830797490546,0.0,11137.055533713557,21655.886331204103,2974.2532357120767,18738.259400243118,14856.3299765846,12033.627281033532,1200.0,10364.875850761497,1200.0
C1,2025-05-04,35668.80949232675,35668.80949232675,0.0,20090.3406577816,55759.15015010835,4715.418395161545,7724.581080919447,15801.088736440386,12798.88187651671,1199.9999999999995,9043.989585555257,1200.0
C1,2025-05-05,38147.17038853864,38147.17038853864,0.0,16539.0310212028,54686.201409741436,3479.705891317602,6059.681731700539,16817.54167304578,13622.208755167088,1200.0,9203.61666010574,1200.0
C1,2025-05-06,32698.76365395032,32698.76365395032,0.0,22693.99311327952,55392.75676722984,5327.209201521985,1073.4789274436516,17650.83212818386,14297.174023828926,1200.0,9831.989421857796,1200.0
C1,2025-05-07,34037.89145968967,34037.89145968967,0.0,21094.200927431102,55132.09238712078,5364.365842266421,1380.0189281844991,18682.898466103412,15126.342972986427,1199.9999999999998,10184.488420128771,1207.5608717303717
C1,2025-05-08,41334.785062235125,41334.785062235125,0.0,9340.104255338627,50674.889317573754,2571.0572178115226,10540.625983310621,17867.913661921062,14479.81485071339,1200.0,9170.734208836817,1200.0
C1,2025-05-09,13358.279320754715,13358.279320754715,0.0,2030.6235488848647,15388.90286963958,852.282757791776,20665.775360652657,13197.559543671008,10643.793389359826,1200.0,9800.52934836395,1251.3664900152105
C1,2025-05-10,11835.990483006888,11835.990483006888,0.0,1995.4714112084864,13831.461894215374,891.1805505437957,14471.33558149977,15390.469817120631,12496.592671085185,1200.0,10747.309343133938,1217.6863575513487
C1,2025-05-11,36782.47725277909,36782.47725277909,0.0,7893.247139232279,44675.72439201137,2617.07233795203,3426.741050394656,19999.62683767085,16215.6154603096,1200.0,10625.901011613572,1200.0
C1,2025-05-12,34593.88131819005,34593.88131819005,0.0,11132.126869688429,45726.00818787848,4251.393022062358,3578.506322661097,16623.256809445444,13416.483831203688,1200.0,10709.89964548424,1253.72687160792
C1,2025-05-13,40187.06442139262,40187.06442139262,0.0,469.0944826053183,40656.15890399794,197.62070347524866,9394.374375199319,17730.920050781282,14402.109087488034,1209.211486768816,9688.910999630272,1209.211486768816
C1,2025-05-14,39978.85749993729,39978.85749993729,0.0,2654.598504205407,42633.456004142696,844.2507252701447,9569.738030512124,16631.27532361197,13470.54664539191,1200.0,9653.614906792382,1210.0852275841328
C1,2025-05-15,37676.46290163105,37676.46290163105,0.0,7540.463975029657,45216.926876660706,3002.8375125181906,5058.991230816797,17554.4528929007,14203.88005372957,1210.0852275841328,8981.291612722262,1227.003882606348
C1,2025-05-16,13552.203663609465,13552.203663609465,0.0,3009.6613992319794,16561.865062841443,1108.4766737545738,26422.629110730704,12853.136118996541,10435.34375073291,1200.0,9181.178164591034,1200.0
C1,2025-05-17,13601.121957534759,13601.121957534759,0.0,4047.831458514677,17648.953416049437,1250.2151688791514,19278.182583541064,12890.562261728135,10441.355431999793,1200.0,9366.408883182165,1200.0
C1,2025-05-18,39616.85158379693,39616.85158379693,0.0,1158.0575091107426,40774.90909290767,476.493095208404,8812.985370875998,18501.216977798762,14896.309577721056,1200.0,10491.488425655703,1299.6401936621603
C1,2025-05-19,36607.222283665,36607.222283665,0.0,1036.798454252971,37644.02073791798,253.93417944213104,9250.673545562486,18092.280637088203,14744.423490337387,1200.0,9663.328444363828,1200.0
C1,2025-05-20,34785.1666615117,34785.1666615117,0.0,12844.444266210432,47629.610927722126,4653.998498528418,3433.7378214436762,17544.890259449607,14211.36111015418,1200.0,10064.662516328428,1200.0
C1,2025-05-21,35235.569950345925,35235.569950345925,0.0,7136.690746508603,42372.26069685453,2586.6977647241047,2889.3706593878264,16834.569038894442,13619.450181152526,1200.0,10157.981584233285,1218.389711502186
C1,2025-05-22,35927.56200891891,35927.56200891891,0.0,6348.199059850712,42275.76106876962,1617.576176086061,4933.669313206728,16315.377247390099,13193.075286209421,1200.0,9237.737150111718,1243.256693920582
C1,2025-05-23,11074.130412724166,11074.130412724166,0.0,1222.8706595810218,12297.001072305187,576.7829182697225,19079.997878452305,15210.035044051378,12316.132287671424,1200.0,10800.0,1247.6968028207996
C1,2025-05-24,11967.486504222337,11967.486504222337,0.0,1567.3011214177043,13534.787625640041,545.7331771850993,22391.363216792037,12996.80050073586,10528.996172862562,1200.0,10242.773549270782,1245.9326169691149
C1,2025-05-25,36632.2685947835,36632.2685947835,0.0,4213.491639440108,40845.760234223606,830.9144369922674,9206.747898112164,17338.179040667834,14061.19139339762,1200.0,8989.06461934855,1226.747760906141
C1,2025-05-26,36708.226004870616,36708.226004870616,0.0,12354.939287289915,49063.16529216053,4137.313264955721,6419.53638865668,16934.87580908179,13662.886272920696,1200.0,9607.244493570555,1287.151241390093
C1,2025-05-27,32978.20615950065,32978.20615950065,0.0,9792.61775577959,42770.82391528024,3689.6342659933694,3686.494292505488,19057.335371018904,15466.911931301493,1200.0,10225.479964749207,1253.2953738610051
C1,2025-05-28,36580.65117310815,36580.65117310815,0.0,95.15743796006156,36675.80861106821,42.73448967421206,4242.099275709563,18845.64152038125,15219.584044980751,1253.2953738610051,10405.483969983565,1303.7238033366375
C1,2025-05-29,36023.43553216256,36023.43553216256,0.0,11333.843993518409,47357.27952568098,3155.8131544853763,4745.426581257358,17976.684191539458,14654.46561814993,1199.9999999999998,9651.932356603193,1200.0
C1,2025-05-30,11732.654970130272,11732.654970130272,0.0,778.7538899789996,12511.408860109272,331.75656068446654,18817.358225871347,15752.105135593694,12724.150166771806,1200.0,10623.314615578724,1238.9499922878751
C1,2025-05-31,13434.345442742735,13434.345442742735,0.0,2157.4459398981808,15591.791382640917,734.5008691772539,21888.951940395786,17015.741684668606,13817.805757640655,1200.0,9460.705318208316,1200.0
C1,2025-06-01,51136.02428666051,51136.02428666051,0.0,35743.76678105979,86879.7910677203,8114.701644988036,8527.531441045354,16252.334533124551,13164.39097183089,1200.0,8945.544216105307,1200.0
C1,2025-06-02,52054.70100067424,52054.70100067424,0.0,30135.546518168714,82190.24751884295,6907.013059285068,11954.923152945124,16805.767495553293,13612.671671398168,1200.0,8622.264160503615,1200.0
C1,2025-06-03,47551.319903310694,47551.319903310694,0.0,27553.03829618332,75104.358199494,6011.361174379233,5144.095956325258,16296.367928952872,13200.058022451823,1199.9999999999995,8424.882411358562,1200.0
C1,2025-06-04,55781.70705503278,55781.70705503278,0.0,25658.70878360833,81440.41583864111,6110.617111128996,15247.029851942933,16203.471941876396,13124.81227291988,1200.0,8759.623690603516,1200.0
C1,2025-06-05,46056.83678608328,46056.83678608328,0.0,33204.43802109723,79261.27480718051,8241.97756513592,1465.2583812942325,19384.479522747446,15701.428413425427,1199.9999999999995,9520.938468976436,1200.0
C1,2025-06-06,17139.06647424565,17139.06647424565,0.0,24866.903057215906,42005.96953146155,7630.110744423486,8297.615071685914,12025.596578098246,9740.733228259583,1200.0,8940.23158462793,1200.0
C1,2025-06-07,16931.60631411098,16931.60631411098,0.0,24706.743030080335,41638.349344191316,7908.643227195274,10856.66262802781,13015.291526036326,10542.386136089423,1200.0,9714.11393308696,1200.0
C1,2025-06-08,52555.15370532723,52555.15370532723,0.0,1401.2748135345812,53956.428518861816,434.3910379491883,9597.746130290638,16404.444435936064,13152.124849913642,1200.0,10260.961221495456,1350.527936882851
C1,2025-06-09,62525.239180792014,62525.239180792014,0.0,1286.6397780868645,63811.87895887888,409.50783970634706,14312.72090154356,18025.825226650948,14736.393576781835,1200.0,9607.408537449535,1200.0
C1,2025-06-10,58524.021778976385,58524.021778976385,0.0,5549.407668231355,64073.42944720774,1561.7970124980882,10983.285419142752,19302.46853692404,15626.20771269338,1200.0,9568.61399372721,1209.7686691278811
C1,2025-06-11,61921.0435077023,61921.0435077023,0.0,13599.918469925587,75520.96197762789,3353.6330853709496,10980.956999540058,19535.935240459326,15796.56690687142,1200.0,8873.170913027378,1240.369377906365
C1,2025-06-12,57926.31829763954,57926.31829763954,0.0,2498.984079276178,60425.302376915715,632.5368036436906,6919.198100581768,19822.474574596603,16015.052292290831,1200.0,8668.168269937396,1286.093948053497
C1,2025-06-13,21181.346929851687,21181.346929851687,0.0,3203.1247392185965,24384.47166907028,1773.7526944644997,11003.293454103907,13113.955053667238,10392.620283365924,1286.093948053497,9705.740668065424,1541.2976259474258
C1,2025-06-14,20886.96996355315,20886.96996355315,0.0,1762.0101864085057,22648.98014996166,613.2540985336553,11812.051439805839,14688.180435550943,12148.326170724948,1200.0,9385.83222078888,1262.5198282488868
C1,2025-06-15,51334.391132323304,51334.391132323304,0.0,13384.509489153144,64718.90062147645,4029.4785698916157,4347.489241603554,20568.687860450704,16438.257474568345,1200.0,10319.960467839235,1509.6083753563528
C1,2025-06-16,57618.300545384256,57618.300545384256,0.0,9441.013369636556,67059.31391502082,2260.3948984797444,8044.821863791619,18628.883199679953,15358.909037674066,1200.0,9109.478611727567,1210.148768763793
C1,2025-06-17,55940.67322655771,55940.67322655771,0.0,12930.52478913277,68871.19801569048,3695.2807189395335,5359.659076932615,21509.7152949072,17426.737229436585,1200.0,8870.750714237298,1205.851168139625
C1,2025-06-18,59118.18131077974,59118.18131077974,0.0,7509.7969482642075,66627.97825904396,1901.7278401944477,12132.733718413074,16551.172648511478,13397.729500602794,1205.851168139625,8946.081409707764,1215.5404400190712
C1,2025-06-19,52284.8655496915,52284.8655496915,0.0,5346.2914022153045,57631.1569519068,1876.958770587229,6166.969109386782,17608.685086184385,14277.021315826512,1200.0,10234.52397801612,1200.0
C1,2025-06-20,19503.84573661102,19503.84573661102,0.0,185.03738340831882,19688.883120019338,98.28553390175519,11995.290962287003,13907.204958917284,10751.524198376363,1200.0,9532.46436585243,1770.3464648296017
C1,2025-06-21,19465.799574321478,19465.799574321478,0.0,451.1563484800966,19916.95592280157,234.92055748474067,16548.81983851997,13311.290970037306,11229.490345135437,1200.0,9756.56649520803,1273.2968432682435
C1,2025-06-22,46061.286883548906,46061.286883548906,0.0,11555.62926394943,57616.916147498334,3240.2614989681088,1198.4966091380627,21943.983320381063,17816.151501254197,1218.1503918261512,10800.0,1227.1579413287568
C1,2025-06-23,53476.506161631965,53476.506161631965,0.0,2453.5168947379407,55930.02305636991,675.9949558633336,7738.450273638665,18408.319508407065,14876.518702910917,1227.1579413287568,8898.591004288506,1265.1802734385408
C1,2025-06-24,61160.19462246684,61160.19462246684,0.0,4221.6857563269805,65381.88037879382,1266.9956783795435,6404.780188451495,20884.15506048918,16685.436049056745,1200.0,9412.300207665294,1521.5464400379774
C1,2025-06-25,56122.279929023214,56122.279929023214,0.0,2472.354114323651,58594.634043346865,694.097488587124,9241.148473288878,16845.169948242292,13843.595022896725,1300.4271457930106,9085.204318175418,1300.4271457930113
C1,2025-06-26,51033.36903392923,51033.36903392923,0.0,2140.1639678169317,53173.53300174616,638.3618261618627,4725.965741221906,18735.570554560614,15266.196580407808,1200.0,9300.350696669218,1200.0
C1,2025-06-27,18978.331716016914,18978.331716016914,0.0,898.5110398044554,19876.84275582137,377.52001053602197,16141.775868303728,11841.0792420864,9354.848886613127,1200.0,9445.106151160147,1462.694777196506
C1,2025-06-28,19045.605490057827,19045.605490057827,0.0,502.01554790011556,19547.621037957942,236.5088865676771,13172.698111726184,12130.696741075839,10003.235699645305,1200.0,9152.752470272271,1265.6155112255344
C1,2025-06-29,46400.248502058115,46400.248502058115,0.0,22880.169627703763,69280.41812976188,6731.977619471021,2310.501415948441,20202.02017098498,16419.563242734028,1200.0,10800.0,1203.4745065186517
C1,2025-06-30,53697.519081469465,53697.519081469465,0.0,5887.27254182529,59584.791623294754,1768.8677163549212,7661.197823675342,20519.030684877944,16623.54191061792,1200.0,10800.0,1200.0
C1,2025-07-01,52080.382610431334,52080.382610431334,0.0,57649.301337728866,109729.6839481602,13929.599812130693,1919.0991331897274,19136.906599471742,15500.894345572111,1199.9999999999995,9350.841756221878,1200.0
C1,2025-07-02,48705.19609673769,48705.19609673769,0.0,52478.60480801623,101183.80090475392,12999.542430503532,926.1354235086008,17080.895039533192,13835.524982021885,1200.0,9338.698979486184,1200.0
C1,2025-07-03,63277.01421904346,63277.01421904346,0.0,40171.808535989854,103448.82275503332,7789.6138040959595,8990.437571676843,17412.505336192884,14104.129322316236,1200.0,9026.410901180843,1200.0
C1,2025-07-04,21422.16015541213,21422.16015541213,0.0,32355.862248712994,53778.02240412513,9139.570087008777,15278.514058689405,10830.406670385726,8772.629403012439,1200.0,9189.265852648185,1200.0
C1,2025-07-05,18566.290483886256,18566.290483886256,0.0,38157.253727682786,56723.54421156904,11190.374623943802,14153.620491187641,14184.304886653792,11489.286958189576,1199.9999999999998,10324.652836754016,1200.0
C1,2025-07-06,52146.89356499693,52146.89356499693,0.0,73952.77383816386,126099.6674031608,18751.668851533937,3818.5067915507793,19573.421194626077,15854.471167647123,1200.0,10292.879491417572,1200.0
C1,2025-07-07,51294.76089672589,51294.76089672589,0.0,40854.83478725914,92149.59568398503,9943.687332079462,2022.6768561999215,18721.05994510319,15164.058555533587,1200.0,10414.58911389948,1200.0
C1,2025-07-08,69933.6643161063,69933.6643161063,0.0,3855.8531138635235,73789.51742996981,1098.0499626128972,13357.629365385845,16876.10385022748,13473.57123053662,1200.0,8861.95655312805,1417.8587646084916
C1,2025-07-09,64911.54714207311,64911.54714207311,0.0,406.2244421776104,65317.77158425072,55.78573521895121,9327.696770199791,19249.479177613677,15213.47362576694,1263.3477690275756,10553.991216514682,1838.5304402753093
C1,2025-07-10,62999.415644973495,62999.415644973495,0.0,8998.666018418815,71998.08166339231,2379.3607046171196,8858.774455939612,17513.44549566446,14705.822031165979,1260.8291295222318,9690.761499949696,1260.8291295222318
C1,2025-07-11,30891.199518315818,30891.199518315818,0.0,1172.7607541764346,32063.960272492255,298.63560698732624,15485.173957767678,12598.409106762865,9693.387789975568,1260.8291295222318,9691.184596500229,1828.966447858187
C1,2025-07-12,28819.089700549466,28819.089700549466,0.0,1812.4683164351463,30631.55801698461,862.857949929415,16183.935284892608,12762.31405733649,10877.548177392859,1228.8844579134068,9706.08343548469,1228.8844579134068
C1,2025-07-13,65664.65214934443,65664.65214934443,0.0,3025.664411019547,68690.31656036398,723.3093786442416,15698.250132865973,17870.738718121567,14355.007653676754,1228.8844579134068,9716.33413639191,1362.540800137532
C1,2025-07-14,64692.67503055039,64692.67503055039,0.0,2495.0912601701616,67187.76629072055,473.8111410062706,13297.037567435264,18028.242367506155,14749.16303780376,1200.0,9530.318232076876,1200.0
C1,2025-07-15,67716.57146408435,67716.57146408435,0.0,3354.9088207178484,71071.4802848022,923.3497324144828,15484.00552735959,18650.20148834004,15087.142479748778,1200.0,9319.833119682782,1221.6896953407252
C1,2025-07-16,63100.34735344556,63100.34735344556,0.0,5944.998959246665,69045.34631269223,1800.4158723321555,10012.760429023243,18306.31615884617,14672.89438492989,1200.0,10635.545461397012,1394.1582550468445
C1,2025-07-17,57601.58251660927,57601.58251660927,0.0,8085.172233078657,65686.75474968793,2239.1608851575675,3948.200753352092,20750.241938424915,16982.438399666346,1200.0,10800.0,1200.0
C1,2025-07-18,31949.96854309218,31949.96854309218,0.0,1872.0445749320193,33822.0131180242,507.9614587953986,20495.757799873587,11630.382950551395,8954.14322622224,1200.0,9455.018041154355,1718.2966263604346
C1,2025-07-19,26085.123762327454,26085.123762327454,0.0,1534.0138573466977,27619.13761967415,496.86203953513973,16669.3635222142,15615.781958736128,13115.250350300656,1200.0,10800.0,1200.0
C1,2025-07-20,69993.97745860205,69993.97745860205,0.0,3805.5275505041263,73799.50500910619,925.3191668752526,20857.1542618156,17061.834873640688,13550.616636263232,1200.0,9395.523745734054,1499.4106793174712
C1,2025-07-21,76834.55899362049,76834.55899362049,0.0,177.0810691054715,77011.64006272597,49.64691788425132,23973.006037159448,16476.840098730474,13008.314664175083,1475.545132222124,9441.007564829632,1874.8838079803595
C1,2025-07-22,58414.98930959975,58414.98930959975,0.0,7879.033255109764,66294.0225647095,2480.8744211490075,2908.5038614360797,19744.88785320577,16557.152789501783,1248.4464430857922,10590.161681481108,1248.4464430857922
C1,2025-07-23,69505.70155594333,69505.70155594333,0.0,719.343275340065,70225.0448312834,210.77761743442196,15703.838603174796,18170.793616742685,14679.045104049103,1200.0,10003.512135882456,1292.110582544095
C1,2025-07-24,75200.56438968462,75200.56438968462,0.0,657.8085014132097,75858.37289109782,155.28202102905024,23109.302990106975,17128.393148116702,13744.202290016128,1292.110582544095,9349.689385429332,1436.3285380534298
C1,2025-07-25,27542.033358212004,27542.033358212004,0.0,310.132896310223,27852.166254522224,148.09730281429194,18051.69215697354,13386.555083621004,10674.638070900322,1214.1032653876546,9761.888821939518,1623.5191456453072
C1,2025-07-26,27381.247016202542,27381.247016202542,0.0,683.0251037531423,28064.272119955684,317.8327655340238,16551.732077688404,16619.58527212969,13815.096543994428,1200.0,9706.083435484692,1231.0386194571097
C1,2025-07-27,63150.16945477862,63150.16945477862,0.0,7473.5022964784275,70623.67175125705,2175.1059704506833,9890.362693004241,18240.20357927977,14680.979904673311,1209.1959717598452,9431.96623783266,1335.0219467274449
C1,2025-07-28,74914.55754764259,74914.55754764259,0.0,2569.1610970087922,77483.71864465138,559.0520950786292,19183.63764872414,18433.729233829094,15052.840431456265,1200.0,9372.534608171396,1200.0
C1,2025-07-29,59880.81242998906,59880.81242998906,0.0,10224.868208404492,70105.68063839355,2956.9473812280053,4323.526830865819,21279.126289990105,17059.51847246061,1204.629527620124,10800.0,1396.1931360348597
C1,2025-07-30,61601.52294193067,61601.52294193067,0.0,15558.694455124954,77160.21739705562,4930.989015614014,8319.666576326754,19038.160272903413,15160.776568188441,1396.1931360348597,10792.025019471776,1685.230083660768
C1,2025-07-31,56312.69914980786,56312.69914980786,0.0,17601.21832765098,73913.91747745883,4987.012676375422,2154.3639604235036,20692.32001277313,17197.486285640927,1200.0,10300.584920237668,1200.0
C1,2025-08-01,23866.047397240025,23866.047397240025,0.0,1968.0237916038448,25834.071188843867,561.6986508849463,19063.432854929142,15623.918513986362,12628.764534506676,1200.0,10800.0,1229.5660686914164
C1,2025-08-02,30464.481534427283,30464.481534427283,0.0,1379.8056774734232,31844.287211900708,552.3274752095223,30961.522370489594,13137.830850264647,10668.252450536636,1200.0,9520.697671161395,1200.0
C1,2025-08-03,46106.1261069294,46106.1261069294,0.0,18683.205518734332,64789.331625663726,4087.9920337946537,842.775961657625,20025.017328526334,16208.263520262828,1200.0,10800.0,1213.333906492782
C1,2025-08-04,64214.1399698526,64214.1399698526,0.0,6340.868790075526,70555.00875992813,1544.7336306173659,20395.161648644626,16671.054662686467,13273.944295887024,1213.333906492782,9395.990102910602,1468.4561074805758
C1,2025-08-05,60909.23267692017,60909.23267692017,0.0,334.50779273966816,61243.74046965984,78.76031984509402,14647.14002291128,17098.68170797936,13650.07901606486,1468.4561074805758,9491.036231458513,1690.515182367714
C1,2025-08-06,68861.54527160013,68861.54527160013,0.0,2639.4980060983044,71501.04327769842,685.987331195907,20791.667419032437,16714.658442168507,13659.561250769493,1200.0,9344.515906295315,1556.4175016866025
C1,2025-08-07,56868.39645286453,56868.39645286453,0.0,5662.400249677953,62530.79670254248,1496.5201234309843,16848.58416645984,18981.53034899592,15695.815334204639,1199.9999999999998,10800.0,1200.0
